,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-07-18,717358,Single,single,False,672695,693821,Geraldo Perdomo,Bryce Elder,1,0,0,6fd3d5ee-fb82-4371-94e2-98e6f4883778,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-18,717358,Flyout,field_out,True,606466,693821,Ketel Marte,Bryce Elder,1,0,0,fff24ef2-3d10-4f18-b341-f83a5c92f700,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-18,717358,Triple,triple,False,682998,693821,Corbin Carroll,Bryce Elder,0,0,1,84079c6d-a803-4511-af88-6126676d062a,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-18,717358,Strikeout,strikeout,True,572233,693821,Christian Walker,Bryce Elder,0,0,0,fdf86ac7-8d7b-48a4-8353-b57097f53b4c,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-18,717358,Field Error,field_error,False,666971,693821,Lourdes Gurriel Jr.,Bryce Elder,0,0,1,edd48b9d-32d0-45e0-a3ee-c4af1fc8d3c2,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-18,717358,Forceout,force_out,True,686527,693821,Dominic Canzone,Bryce Elder,0,0,1,6507fc7d-6038-4979-8a55-034d96dfbded,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-18,717358,Single,single,False,660670,605200,Ronald Acuña Jr.,Zach Davies,0,0,0,09d3c51a-06b4-40cf-bab6-65bcc64b9c03,605200.0,zachdavies,Davies,Right,Zach Davies,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.39799999999999996,0.14,0.371,0.36,80.7,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027000000000000003,0.248,-0.05,-1.5,-1.83,-1.19,89.3,89.6,80.8,0.381,0.333,0.21,0.275,89.0,99.0,100.0,73.0,93.0,88.0,0.113,0.061,0.13,-0.55,87.5,77.0,0.3,0.188,0.25,,,,,,,,,,,,,
7,2023-07-18,717358,Double,double,False,645277,605200,Ozzie Albies,Zach Davies,0,0,1,105ee77c-4192-4e8f-980a-f58d6bc0614d,605200.0,zachdavies,Davies,Right,Zach Davies,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.39799999999999996,0.14,0.371,0.36,80.7,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027000000000000003,0.248,-0.05,-1.5,-1.83,-1.19,89.3,89.6,80.8,0.381,0.333,0.21,0.275,89.0,99.0,100.0,73.0,93.0,88.0,0.113,0.061,0.13,-0.55,87.5,77.0,0.3,0.188,0.25,,,,,,,,,,,,,
8,2023-07-18,717358,Double,double,False,663586,605200,Austin Riley,Zach Davies,1,0,1,fad99273-41a1-414d-9152-edcc9e53c481,605200.0,zachdavies,Davies,Right,Zach Davies,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.39799999999999996,0.14,0.371,0.36,80.7,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027000000000000003,0.248,-0.05,-1.5,-1.83,-1.19,89.3,89.6,80.8,0.381,0.333,0.21,0.275,89.0,99.0,100.0,73.0,93.0,88.0,0.113,0.061,0.13,-0.55,87.5,77.0,0.3,0.188,0.25,,,,,,,,,,,,,
9,2023-07-18,717358,Walk,walk,False,621566,605200,Matt Olson,Zach Davies,0,0,0,73abf696-7f72-4ce6-b55f-be1113680454,605200.0,zachdavies,Davies,Right,Zach Davies,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.39799999999999996,0.14,0.371,0.36,80.7,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027000000000000003,0.248,-0.05,-1.5,-1.83,-1.19,89.3,89.6,80.8,0.381,0.333,0.21,0.275,89.0,99.0,100.0,73.0,93.0,88.0,0.113,0.061,0.13,-0.55,87.5,77.0,0.3,0.188,0.25,,,,,,,,,,,,,
