,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CU_ba,SI_ba,CH_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FS_ba
0,2023-08-11,717043,Flyout,field_out,True,665923,672851,Esteury Ruiz,Joan Adon,1,0,0,db462c3e-0e85-4add-86c6-cf757f601c1a,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
1,2023-08-11,717043,Single,single,False,668709,672851,JJ Bleday,Joan Adon,0,0,0,c2ad6828-91a6-4822-971c-4a25108141a0,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
2,2023-08-11,717043,Walk,walk,False,680869,672851,Zack Gelof,Joan Adon,1,0,1,0eb0d877-2247-4ddd-b02b-bb06cd10de42,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
3,2023-08-11,717043,Strikeout,strikeout,True,664913,672851,Seth Brown,Joan Adon,0,0,0,c972de35-9a0a-4230-b661-d1361a78884e,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
4,2023-08-11,717043,Single,single,False,672478,672851,Jordan Diaz,Joan Adon,0,0,1,3abc384b-9773-4e30-80a3-ea9d33b690ba,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
5,2023-08-11,717043,Flyout,field_out,True,691016,672851,Tyler Soderstrom,Joan Adon,0,0,0,13b30570-66a6-46ec-ae8d-e385d44389bb,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
6,2023-08-11,717043,Single,single,False,682928,621112,CJ Abrams,Paul Blackburn,0,0,0,4d3967fc-00e0-4aa6-892e-a0d05bdd7ece,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,0.24,0.146,0.18100000000000002,0.11699999999999999,0.11199999999999999,-2.52,-0.75,0.46,1.69,2.14,91.9,91.8,80.8,79.1,0.383,0.14,0.306,0.143,0.198,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,,,,,,,
7,2023-08-11,717043,Strikeout,strikeout,True,657041,621112,Lane Thomas,Paul Blackburn,0,0,1,c7056608-8682-47fb-aaa3-0a17ff9e69af,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,0.24,0.146,0.18100000000000002,0.11699999999999999,0.11199999999999999,-2.52,-0.75,0.46,1.69,2.14,91.9,91.8,80.8,79.1,0.383,0.14,0.306,0.143,0.198,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,,,,,,,
8,2023-08-11,717043,Groundout,field_out,True,608841,621112,Joey Meneses,Paul Blackburn,0,0,0,57514635-ca5a-47b6-a6d4-9000b0715268,621112.0,paulblackburn,Blackburn,Right,Paul Blackburn,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.24600000000000002,0.38,0.166,0.297,0.34600000000000003,86.0,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,0.24,0.146,0.18100000000000002,0.11699999999999999,0.11199999999999999,-2.52,-0.75,0.46,1.69,2.14,91.9,91.8,80.8,79.1,0.383,0.14,0.306,0.143,0.198,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,,,,,,,
9,2023-08-11,717043,Lineout,field_out,True,669127,672851,Shea Langeliers,Joan Adon,0,0,0,9c60c006-d76d-4134-8b1a-9a5202c7864f,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.205,0.152,0.26,-1.28,-2.74,-3.51,0.68,94.5,94.2,87.3,80.8,0.288,0.315,0.314,0.148,0.318,,,,,,,,,,,,,,
