,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,CU_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-09,716655,Walk,walk,False,663457,686730,Lars Nootbaar,Carson Spiers,0,0,0,af8b99aa-eca9-406a-a303-bd5bcfc41ab1,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
1,2023-09-09,716655,Strikeout,strikeout,True,502671,686730,Paul Goldschmidt,Carson Spiers,0,0,0,25c07d7d-1498-4bde-9014-a6cee109e539,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
2,2023-09-09,716655,Single,single,False,669357,686730,Nolan Gorman,Carson Spiers,1,0,1,224ba5aa-d0b7-4cca-95e4-4e1a7ed29b0e,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
3,2023-09-09,716655,Pop Out,field_out,True,571448,686730,Nolan Arenado,Carson Spiers,1,0,0,beb54829-a69e-4344-994f-227cae820bed,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
4,2023-09-09,716655,Single,single,False,575929,686730,Willson Contreras,Carson Spiers,1,0,1,106edea2-f2af-40f9-80fd-93a48ac58bda,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
5,2023-09-09,716655,Flyout,field_out,True,676475,686730,Alec Burleson,Carson Spiers,0,0,0,11f4da9c-d970-434e-9d6c-eb11e4fea340,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
6,2023-09-09,716655,Strikeout,strikeout,True,664056,668868,Harrison Bader,Zack Thompson,0,0,0,e63f4640-bbfb-443c-b8dd-0c625c6ba491,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
7,2023-09-09,716655,Walk,walk,False,668715,668868,Spencer Steer,Zack Thompson,0,0,0,42bb9dea-de1b-4263-9519-270c886818fe,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
8,2023-09-09,716655,Strikeout,strikeout,True,592669,668868,Hunter Renfroe,Zack Thompson,0,0,1,9629603d-61b8-4bfb-9a50-94ffcf95ea43,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
9,2023-09-09,716655,Strikeout,strikeout,True,682829,668868,Elly De La Cruz,Zack Thompson,0,0,0,bd7d4005-a43d-4aa7-bf48-c6010a5d0dd8,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
10,2023-09-09,716655,Single,single,False,669242,686730,Tommy Edman,Carson Spiers,1,0,0,b6146bd8-ee58-48b1-a006-e2cf7d89707e,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
11,2023-09-09,716655,Walk,walk,False,680700,686730,Richie Palacios,Carson Spiers,0,0,1,1155253b-6f14-4020-b206-87889b3389a2,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
12,2023-09-09,716655,Grounded Into DP,grounded_into_double_play,True,691026,686730,Masyn Winn,Carson Spiers,1,0,1,c7ecf4da-0d4b-4ba6-b746-008b6c261818,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
13,2023-09-09,716655,Groundout,field_out,True,663457,686730,Lars Nootbaar,Carson Spiers,0,0,0,39f6f36c-827d-4034-8577-b015800620cf,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,,,,
14,2023-09-09,716655,Single,single,False,669222,668868,Nick Senzel,Zack Thompson,1,0,0,03f03ffe-b36b-42aa-b458-7a6d72fdd604,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
15,2023-09-09,716655,Pop Out,field_out,True,687952,668868,Christian Encarnacion-Strand,Zack Thompson,0,0,0,fbba9aba-6518-4401-9d14-798533116f92,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
16,2023-09-09,716655,Double,double,False,663886,668868,Tyler Stephenson,Zack Thompson,1,0,1,cb8e5a12-cb9b-4df2-8d1e-a828663c0a41,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
17,2023-09-09,716655,Double,double,False,664670,668868,Alejo Lopez,Zack Thompson,0,0,1,05dd75e2-ae37-4f32-911a-7de432e2be90,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
18,2023-09-09,716655,Flyout,field_out,True,670770,668868,TJ Friedl,Zack Thompson,0,0,0,ab30c1fc-5255-46f1-bce4-e13207d245fb,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
19,2023-09-09,716655,Single,single,False,664056,668868,Harrison Bader,Zack Thompson,1,0,1,5ba114e7-4136-4442-97a0-b1623af7e8fc,668868.0,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,4.48,4.61,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.11699999999999999,0.37799999999999995,0.428,86.1,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,,0.17,0.021,-0.44,,,0.82,-2.61,93.6,,,85.7,0.327,,,0.25,,65.0,102.0,108.0,0.271,0.002,0.67,-21.02,75.5,62.4,0.185,0.205,,,,,,,
