,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,CH_ba,SI_ba,FF_ba,ST_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FC_ba
0,2023-05-10,718232,Groundout,field_out,True,665923,666745,Esteury Ruiz,Jhony Brito,1,0,0,e288b425-7d04-411d-8352-2c8af3b6e24d,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
1,2023-05-10,718232,Walk,walk,False,676116,666745,Ryan Noda,Jhony Brito,1,0,0,752cd3c6-2b62-4736-9f5f-60e2d67540e5,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
2,2023-05-10,718232,Single,single,False,667670,666745,Brent Rooker,Jhony Brito,0,0,1,7bdfdebf-cde0-41de-8ed1-f661b88cc499,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
3,2023-05-10,718232,Flyout,field_out,True,668709,666745,JJ Bleday,Jhony Brito,0,0,0,83dba9fd-5c18-4eb9-bbf3-9b334fbb5a5f,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
4,2023-05-10,718232,Flyout,field_out,True,672478,666745,Jordan Diaz,Jhony Brito,0,0,0,9a494484-222f-4f62-92d1-8323f263c5a9,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,88.8,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.10400000000000001,0.29,-0.97,1.05,0.17,-1.87,0.5,95.8,96.0,83.0,80.4,0.232,0.282,0.167,0.172,0.348,,,,,,,,,,,,,,,,,,,,,
5,2023-05-10,718232,Flyout,field_out,True,683011,666205,Anthony Volpe,Kyle Muller,0,0,0,9d3475b7-f5d6-4eb3-8773-c7f450e0779b,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,,0.081,-2.52,,-0.45,,-3.21,93.5,,87.1,,0.333,,0.395,,0.268,97.0,103.0,104.0,0.149,-2.07,81.2,0.293,,,,,,,,,,,,,,
6,2023-05-10,718232,Walk,walk,False,592450,666205,Aaron Judge,Kyle Muller,1,0,0,2def0cc5-1957-42dd-bb4b-0ac1ff54f3d6,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,,0.081,-2.52,,-0.45,,-3.21,93.5,,87.1,,0.333,,0.395,,0.268,97.0,103.0,104.0,0.149,-2.07,81.2,0.293,,,,,,,,,,,,,,
7,2023-05-10,718232,Single,single,False,519203,666205,Anthony Rizzo,Kyle Muller,1,0,1,8c68603f-3c42-4fea-b318-cc05c1c23603,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,,0.081,-2.52,,-0.45,,-3.21,93.5,,87.1,,0.333,,0.395,,0.268,97.0,103.0,104.0,0.149,-2.07,81.2,0.293,,,,,,,,,,,,,,
8,2023-05-10,718232,Walk,walk,False,518934,666205,DJ LeMahieu,Kyle Muller,0,0,1,f9c1eaf8-d92b-4989-af45-bdbe064285d1,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,,0.081,-2.52,,-0.45,,-3.21,93.5,,87.1,,0.333,,0.395,,0.268,97.0,103.0,104.0,0.149,-2.07,81.2,0.293,,,,,,,,,,,,,,
9,2023-05-10,718232,Sac Fly,sac_fly,True,650402,666205,Gleyber Torres,Kyle Muller,0,0,1,c9300f7a-919e-414b-b8c2-37e176ce5335,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,,0.081,-2.52,,-0.45,,-3.21,93.5,,87.1,,0.333,,0.395,,0.268,97.0,103.0,104.0,0.149,-2.07,81.2,0.293,,,,,,,,,,,,,,
