,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FF_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba
0,2023-05-06,718287,Flyout,field_out,True,592885,502171,Christian Yelich,Alex Cobb,0,0,0,5af99867-1049-4984-a04b-e172f92598e2,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-06,718287,Groundout,field_out,True,608385,502171,Jesse Winker,Alex Cobb,0,0,0,f8c98dfb-5487-4520-9a8a-da0ca9e4faa6,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-06,718287,Strikeout,strikeout,True,642715,502171,Willy Adames,Alex Cobb,0,0,0,cecb1a1f-ceb3-4f16-8db7-bc738663fe7e,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-06,718287,Strikeout,strikeout,True,664774,607067,LaMonte Wade Jr.,Colin Rea,0,0,0,ff42e55b-0d96-4015-aed9-508a3fff3448,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,,,,62.0,96.0,91.0,0.299,0.193,0.055999999999999994,0.109,,2.43,-5.76,0.31,-0.31,,93.2,86.0,92.6,83.1,,0.44,0.253,0.242,,101.0,105.0,105.0,87.0,99.0,95.0,0.265,0.079,-0.01,-0.94,86.7,78.8,0.245,0.135,0.226,,,,,,,
4,2023-05-06,718287,Groundout,field_out,True,642731,607067,Thairo Estrada,Colin Rea,0,0,0,1252b7a7-333a-4619-9e8c-4ae57b3a37da,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,,,,62.0,96.0,91.0,0.299,0.193,0.055999999999999994,0.109,,2.43,-5.76,0.31,-0.31,,93.2,86.0,92.6,83.1,,0.44,0.253,0.242,,101.0,105.0,105.0,87.0,99.0,95.0,0.265,0.079,-0.01,-0.94,86.7,78.8,0.245,0.135,0.226,,,,,,,
5,2023-05-06,718287,Strikeout,strikeout,True,605204,607067,J.D. Davis,Colin Rea,0,0,0,032118fc-2694-4378-a801-a5d90ddf2e86,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,,,,62.0,96.0,91.0,0.299,0.193,0.055999999999999994,0.109,,2.43,-5.76,0.31,-0.31,,93.2,86.0,92.6,83.1,,0.44,0.253,0.242,,101.0,105.0,105.0,87.0,99.0,95.0,0.265,0.079,-0.01,-0.94,86.7,78.8,0.245,0.135,0.226,,,,,,,
6,2023-05-06,718287,Groundout,field_out,True,642133,502171,Rowdy Tellez,Alex Cobb,1,0,0,5a6eddd0-983f-4a0d-98ce-ca68b93463c7,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-06,718287,Strikeout,strikeout,True,661388,502171,William Contreras,Alex Cobb,0,0,0,80cfec7f-ea2c-4b3f-b126-d36e4b6dbd55,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-06,718287,Walk,walk,False,605119,502171,Brian Anderson,Alex Cobb,0,0,0,9dc2d95f-fa2d-4cf2-b781-285e83dbe55b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-06,718287,Lineout,field_out,True,668930,502171,Brice Turang,Alex Cobb,0,0,0,7022e018-7872-428b-9c4c-53cbccbae292,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
