,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,ST_ba,SI_ba,CH_ba,CU_ba,FC_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,SV_ba
0,2023-06-02,717923,Pop Out,field_out,True,453568,543475,Charlie Blackmon,Jordan Lyles,1,0,0,54595bd0-1668-45f8-be89-87e1919f547d,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,,,,,,,,,
1,2023-06-02,717923,Pop Out,field_out,True,595777,543475,Jurickson Profar,Jordan Lyles,0,0,0,ef23169b-ea89-413a-86f1-4882b55793ac,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,,,,,,,,,
2,2023-06-02,717923,Home Run,home_run,False,641857,543475,Ryan McMahon,Jordan Lyles,0,0,0,242deab0-4b7e-48e5-8992-1f2e0b1bd5a4,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,,,,,,,,,
3,2023-06-02,717923,Flyout,field_out,True,553869,543475,Elias Díaz,Jordan Lyles,1,0,0,fa9aab8b-b4d0-4d2a-ab36-85061a6831a5,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,,,,,,,,,
4,2023-06-02,717923,Single,single,False,668472,502624,Nick Pratto,Chase Anderson,1,0,0,14e4ac39-4f40-4efb-afc2-1c10a8a73da3,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.172,0.545,0.163,0.3,0.244,,,,,,,,,,,,,,,
5,2023-06-02,717923,Lineout,field_out,True,677951,502624,Bobby Witt Jr.,Chase Anderson,0,0,0,2bd5aaea-c320-4e98-aaef-c676d041b8c4,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.172,0.545,0.163,0.3,0.244,,,,,,,,,,,,,,,
6,2023-06-02,717923,Lineout,field_out,True,686469,502624,Vinnie Pasquantino,Chase Anderson,1,0,0,989f82bc-5608-4158-8d80-fde4fb05f600,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.172,0.545,0.163,0.3,0.244,,,,,,,,,,,,,,,
7,2023-06-02,717923,Groundout,field_out,True,521692,502624,Salvador Perez,Chase Anderson,1,0,0,56dece1c-3d0a-4f20-b4de-f8d3cd201724,502624.0,chaseanderson,Anderson,Right,Chase Anderson,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,83.9,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.073,0.312,0.263,0.08199999999999999,0.040999999999999995,0.22899999999999998,-2.17,0.63,-5.45,0.92,-4.22,2.14,93.3,89.2,92.6,80.6,77.6,0.351,0.172,0.545,0.163,0.3,0.244,,,,,,,,,,,,,,,
8,2023-06-02,717923,Strikeout,strikeout,True,545341,543475,Randal Grichuk,Jordan Lyles,0,0,0,a75ac1a4-863a-44b6-afda-ade20e28e9d6,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,,,,,,,,,
9,2023-06-02,717923,Single,single,False,605612,543475,Harold Castro,Jordan Lyles,1,0,0,61bb8085-5012-4905-9248-03ba41f57c04,543475.0,jordanlyles,Lyles,Right,Jordan Lyles,6.28,4.96,177.2,101.0,85.0,97.0,0.8170000000000001,6.08,2.28,8.92,1.98,0.69,0.217,0.46299999999999997,0.139,0.332,0.402,85.5,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,90.5,80.2,79.4,0.227,0.28,0.248,0.26,0.238,0.314,,,,,,,,,,,,,,,
