,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SV_ba,FC_ba,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vKC,CU_ba,CH_ba,ST_ba
0,2023-07-15,717403,Groundout,field_out,True,680776,573186,Jarren Duran,Marcus Stroman,0,0,0,8c63102a-5dc3-48ee-aa51-a2fa01b671be,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
1,2023-07-15,717403,Strikeout,strikeout,True,807799,573186,Masataka Yoshida,Marcus Stroman,0,0,0,0fa310fc-af80-4bab-85d3-84d1d1aafc98,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
2,2023-07-15,717403,Double,double,False,457759,573186,Justin Turner,Marcus Stroman,1,0,0,52dca84e-62d5-42eb-a1e3-15a1f9daf52b,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
3,2023-07-15,717403,Groundout,field_out,True,646240,573186,Rafael Devers,Marcus Stroman,1,1,0,3b5570c3-0208-42d1-8a12-9fccd17ac14f,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
4,2023-07-15,717403,Strikeout,strikeout,True,663538,572020,Nico Hoerner,James Paxton,0,0,0,088460d5-fabb-40d9-bd7a-cf78bf6633cd,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,,,,0.006999999999999999,0.5660000000000001,0.165,,,,0.04,-0.15,,-0.01,,,95.2,85.8,,94.9,,,,,0.191,0.269,,,84.4,112.0,88.0,93.0,87.0,93.0,94.0,0.195,0.067,-0.31,-0.96,81.3,0.231,0.316,
5,2023-07-15,717403,Strikeout,strikeout,True,673548,572020,Seiya Suzuki,James Paxton,0,0,0,09a40b03-0396-47dd-96dc-2f2cf34a930c,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,,,,0.006999999999999999,0.5660000000000001,0.165,,,,0.04,-0.15,,-0.01,,,95.2,85.8,,94.9,,,,,0.191,0.269,,,84.4,112.0,88.0,93.0,87.0,93.0,94.0,0.195,0.067,-0.31,-0.96,81.3,0.231,0.316,
6,2023-07-15,717403,Groundout,field_out,True,664023,572020,Ian Happ,James Paxton,0,0,0,dfd97752-4a60-40c9-aa78-3523dd3042c2,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,,,,0.006999999999999999,0.5660000000000001,0.165,,,,0.04,-0.15,,-0.01,,,95.2,85.8,,94.9,,,,,0.191,0.269,,,84.4,112.0,88.0,93.0,87.0,93.0,94.0,0.195,0.067,-0.31,-0.96,81.3,0.231,0.316,
7,2023-07-15,717403,Strikeout,strikeout,True,657077,573186,Alex Verdugo,Marcus Stroman,0,0,0,88f4e263-a858-4dc0-aad9-7c4821e15505,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
8,2023-07-15,717403,Groundout,field_out,True,671213,573186,Triston Casas,Marcus Stroman,0,0,0,3f4a6b2f-46b3-4fa3-a823-6211e5886b88,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
9,2023-07-15,717403,Flyout,field_out,True,624414,573186,Christian Arroyo,Marcus Stroman,1,0,0,48a6598c-40b9-4bea-854a-378b869ba616,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.46399999999999997,0.08199999999999999,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.24,0.26,0.154,0.205,0.184,,,,,,,,,,,,,,,
10,2023-07-15,717403,Flyout,field_out,True,641355,572020,Cody Bellinger,James Paxton,0,0,0,de7f88e9-c2a7-4bb0-8d15-b3c672868df6,572020.0,jamespaxton,Paxton,Left,James Paxton,4.5,3.77,96.0,100.0,89.0,96.0,0.7440000000000001,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.43700000000000006,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,,,,0.006999999999999999,0.5660000000000001,0.165,,,,0.04,-0.15,,-0.01,,,95.2,85.8,,94.9,,,,,0.191,0.269,,,84.4,112.0,88.0,93.0,87.0,93.0,94.0,0.195,0.067,-0.31,-0.96,81.3,0.231,0.316,
