,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,CH_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FF_ba,SL_ba,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-06-14,717768,Strikeout,strikeout,True,666134,676477,Nolan Jones,Garrett Whitlock,0,0,0,afaad842-f646-489c-bfeb-a3a6aff75d66,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-14,717768,Double,double,False,678662,676477,Ezequiel Tovar,Garrett Whitlock,0,0,0,9e6975d2-d7da-49ae-ac9d-6a85e0c93b75,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-14,717768,Single,single,True,641857,676477,Ryan McMahon,Garrett Whitlock,0,0,1,59b0f308-884d-4943-bca5-257e2162ba9a,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-14,717768,Strikeout,strikeout,True,553869,676477,Elias Díaz,Garrett Whitlock,0,0,0,f66c31b2-fcfb-4c84-b27a-6214f66a5c0d,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-14,717768,Single,single,False,608701,596295,Rob Refsnyder,Austin Gomber,0,0,0,160027d3-ecb3-4068-babf-551facc57643,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,0.18100000000000002,-1.99,-5.34,0.96,-0.07,90.6,90.8,84.8,0.4,0.296,,90.0,103.0,104.0,0.168,-0.75,77.6,0.344,0.275,0.226,,,,,,,,,,,,,
5,2023-06-14,717768,Groundout,field_out,True,457759,596295,Justin Turner,Austin Gomber,1,0,1,57ed791a-9455-4035-b970-68248cada354,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,0.18100000000000002,-1.99,-5.34,0.96,-0.07,90.6,90.8,84.8,0.4,0.296,,90.0,103.0,104.0,0.168,-0.75,77.6,0.344,0.275,0.226,,,,,,,,,,,,,
6,2023-06-14,717768,Single,single,False,657077,596295,Alex Verdugo,Austin Gomber,0,0,1,2094df94-89b4-4ab2-a8b6-651e6c1c4d9c,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,0.18100000000000002,-1.99,-5.34,0.96,-0.07,90.6,90.8,84.8,0.4,0.296,,90.0,103.0,104.0,0.168,-0.75,77.6,0.344,0.275,0.226,,,,,,,,,,,,,
7,2023-06-14,717768,Strikeout,strikeout,True,594807,596295,Adam Duvall,Austin Gomber,0,0,0,d73fd075-d28f-4b9a-8f69-06b0b9df347a,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,0.18100000000000002,-1.99,-5.34,0.96,-0.07,90.6,90.8,84.8,0.4,0.296,,90.0,103.0,104.0,0.168,-0.75,77.6,0.344,0.275,0.226,,,,,,,,,,,,,
8,2023-06-14,717768,Forceout,force_out,True,624414,596295,Christian Arroyo,Austin Gomber,1,0,1,28bb599e-9b1b-475d-96bf-a097975846d2,596295.0,austingomber,Gomber,Left,Austin Gomber,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,0.18100000000000002,-1.99,-5.34,0.96,-0.07,90.6,90.8,84.8,0.4,0.296,,90.0,103.0,104.0,0.168,-0.75,77.6,0.344,0.275,0.226,,,,,,,,,,,,,
9,2023-06-14,717768,Field Error,field_error,False,545341,676477,Randal Grichuk,Garrett Whitlock,0,0,0,f23c4f8e-d2d9-4ac3-b505-338121cdfd54,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,82.7,101.0,107.0,117.0,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,0.24100000000000002,-2.31,-0.46,0.44,-2.21,94.6,94.0,79.6,0.326,0.312,0.167,,,,,,,,,,,,,,,,,,,,,,
