,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,CH_ba,SI_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FC_ba,FS_ba,ST_ba
0,2023-04-09,718654,Walk,walk,False,608701,571510,Rob Refsnyder,Matthew Boyd,1,0,0,96821a2b-06a8-46c4-ad71-013b64f178dd,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
1,2023-04-09,718654,Strikeout,strikeout,True,646240,571510,Rafael Devers,Matthew Boyd,0,0,0,3c84091b-7549-4429-be07-edf36b65d199,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
2,2023-04-09,718654,Strikeout,strikeout,True,457759,571510,Justin Turner,Matthew Boyd,0,0,0,97a11192-c839-483e-be04-75c2acaf79a7,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
3,2023-04-09,718654,Single,single,False,657077,571510,Alex Verdugo,Matthew Boyd,0,0,1,774eb89a-2371-4690-ad1c-cbcf120ed73a,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
4,2023-04-09,718654,Strikeout,strikeout,True,594807,571510,Adam Duvall,Matthew Boyd,0,0,0,f98fa4fa-f6d0-4961-9de1-14d1cb689503,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,80.2,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.07400000000000001,0.18600000000000003,-0.64,2.52,0.57,-2.52,0.56,91.4,90.8,79.6,73.8,0.281,0.203,0.245,0.207,0.4,,,,,,,,,,,,,,,,,,,,,
5,2023-04-09,718654,Flyout,field_out,True,668731,676710,Akil Baddoo,Kutter Crawford,1,1,0,315169cd-d051-4873-9333-c6898c22b0d2,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,,,0.34,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
6,2023-04-09,718654,Flyout,field_out,True,682985,676710,Riley Greene,Kutter Crawford,0,0,0,bab9182c-e177-4e3e-8327-0b597f038a25,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,,,0.34,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
7,2023-04-09,718654,Single,single,False,595879,676710,Javier Báez,Kutter Crawford,0,0,0,23aa2733-6de2-4c06-9268-35923558fcc4,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,,,0.34,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
8,2023-04-09,718654,Strikeout,strikeout,False,681481,676710,Kerry Carpenter,Kutter Crawford,0,0,1,6f32ceca-96e8-4203-96d3-e20ec241e3e7,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,,,0.34,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
9,2023-04-09,718654,Single,single,False,679529,676710,Spencer Torkelson,Kutter Crawford,0,0,1,71b91cba-cdac-4b64-bb1a-f362c7cd1324,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,,,0.34,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
