,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,KC%,CH%,wSI/C,wSL/C,wKC/C,wCH/C,vSI,vSL,vKC,SI_ba,SL_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,wFA/C,wFC/C,vFA,vFC,FF_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS,ST_ba
0,2023-05-15,718170,Groundout,field_out,True,681082,622072,Bryson Stott,Alex Wood,1,0,0,3c4d41c6-6b88-492d-84a5-c15172cfe39d,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-15,718170,Double,double,False,607208,622072,Trea Turner,Alex Wood,0,0,0,9bf2de98-9f64-4cb7-bf50-5ea3a129e8a9,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-15,718170,Strikeout,strikeout,True,547180,622072,Bryce Harper,Alex Wood,0,0,0,6471b60a-84c3-4f97-8add-0947926bfab2,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-15,718170,Groundout,field_out,True,592206,622072,Nick Castellanos,Alex Wood,1,0,0,eb1f945b-06ad-4be7-8ebf-ea369baafcfc,622072.0,alexwood,Wood,Left,Alex Wood,4.33,4.67,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.39299999999999996,0.138,0.285,0.413,85.2,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,91.5,82.4,83.6,0.234,0.288,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-15,718170,Groundout,field_out,True,642731,641401,Thairo Estrada,Connor Brogdon,0,0,0,e602580f-c206-4065-bea3-c96d8addb8f1,641401.0,connorbrogdon,Brogdon,Right,Connor Brogdon,4.03,4.67,29.0,102.0,101.0,101.0,0.737,8.07,4.03,9.0,1.55,0.82,0.31,0.35600000000000004,0.195,0.24100000000000002,0.384,83.2,101.0,108.0,109.0,,,,,,,,,,0.43,,,,0.46,,,,,,0.188,104.0,96.0,97.0,99.0,97.0,91.0,0.325,0.244,-1.73,-2.32,94.7,87.5,0.278,0.4,,,,,,,,,,,,,,,
5,2023-05-15,718170,Single,single,False,527038,641401,Wilmer Flores,Connor Brogdon,1,1,0,7ccf9215-669b-44e0-bc2f-1e922894d0f8,641401.0,connorbrogdon,Brogdon,Right,Connor Brogdon,4.03,4.67,29.0,102.0,101.0,101.0,0.737,8.07,4.03,9.0,1.55,0.82,0.31,0.35600000000000004,0.195,0.24100000000000002,0.384,83.2,101.0,108.0,109.0,,,,,,,,,,0.43,,,,0.46,,,,,,0.188,104.0,96.0,97.0,99.0,97.0,91.0,0.325,0.244,-1.73,-2.32,94.7,87.5,0.278,0.4,,,,,,,,,,,,,,,
6,2023-05-15,718170,Single,single,False,624424,641401,Michael Conforto,Connor Brogdon,1,0,1,ca22f106-5012-42bd-8910-d8209af0b5f5,641401.0,connorbrogdon,Brogdon,Right,Connor Brogdon,4.03,4.67,29.0,102.0,101.0,101.0,0.737,8.07,4.03,9.0,1.55,0.82,0.31,0.35600000000000004,0.195,0.24100000000000002,0.384,83.2,101.0,108.0,109.0,,,,,,,,,,0.43,,,,0.46,,,,,,0.188,104.0,96.0,97.0,99.0,97.0,91.0,0.325,0.244,-1.73,-2.32,94.7,87.5,0.278,0.4,,,,,,,,,,,,,,,
7,2023-05-15,718170,Walk,walk,False,605204,641401,J.D. Davis,Connor Brogdon,1,0,1,c6f2f9f3-a7d0-46e8-88b9-6515603289f1,641401.0,connorbrogdon,Brogdon,Right,Connor Brogdon,4.03,4.67,29.0,102.0,101.0,101.0,0.737,8.07,4.03,9.0,1.55,0.82,0.31,0.35600000000000004,0.195,0.24100000000000002,0.384,83.2,101.0,108.0,109.0,,,,,,,,,,0.43,,,,0.46,,,,,,0.188,104.0,96.0,97.0,99.0,97.0,91.0,0.325,0.244,-1.73,-2.32,94.7,87.5,0.278,0.4,,,,,,,,,,,,,,,
8,2023-05-15,718170,Strikeout,strikeout,True,571745,641401,Mitch Haniger,Connor Brogdon,0,0,0,e1204e83-e474-4d75-a569-e54ed9fc333e,641401.0,connorbrogdon,Brogdon,Right,Connor Brogdon,4.03,4.67,29.0,102.0,101.0,101.0,0.737,8.07,4.03,9.0,1.55,0.82,0.31,0.35600000000000004,0.195,0.24100000000000002,0.384,83.2,101.0,108.0,109.0,,,,,,,,,,0.43,,,,0.46,,,,,,0.188,104.0,96.0,97.0,99.0,97.0,91.0,0.325,0.244,-1.73,-2.32,94.7,87.5,0.278,0.4,,,,,,,,,,,,,,,
9,2023-05-15,718170,Strikeout,strikeout,True,543063,663559,Brandon Crawford,Bailey Falter,0,0,0,83eed702-c877-4482-a6c6-b73ff5efcccd,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.18899999999999997,,0.046,-1.63,-1.91,,-0.8,90.7,84.5,,0.333,0.288,0.273,72.0,105.0,96.0,,,,0.444,,-0.08,,90.7,,0.305,,87.0,108.0,105.0,0.024,0.225,3.65,-0.85,85.0,76.5,0.267,0.0,,,,
