,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCH/C,vFA,vFS,vSI,vSL,SI_ba,SL_ba,FF_ba,FS_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-06-24,717630,Flyout,field_out,True,641943,663773,Joshua Palacios,Bryan Hoeing,0,0,0,18c8ba88-b45e-4f21-83f4-e519cba5aa33,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.042,0.318,0.026000000000000002,-2.17,-5.4,-0.76,0.98,-5.28,93.9,84.9,94.1,83.2,0.275,0.179,0.333,0.333,0.6,,,,,,,,,,,,,,,,,,
1,2023-06-24,717630,Walk,walk,False,457705,663773,Andrew McCutchen,Bryan Hoeing,0,0,0,87910f2d-f5d3-485a-b792-379f997b9660,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.042,0.318,0.026000000000000002,-2.17,-5.4,-0.76,0.98,-5.28,93.9,84.9,94.1,83.2,0.275,0.179,0.333,0.333,0.6,,,,,,,,,,,,,,,,,,
2,2023-06-24,717630,Flyout,field_out,True,669261,663773,Jack Suwinski,Bryan Hoeing,0,0,0,33562d39-7c33-4f5e-a6e7-972889df9c1b,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.042,0.318,0.026000000000000002,-2.17,-5.4,-0.76,0.98,-5.28,93.9,84.9,94.1,83.2,0.275,0.179,0.333,0.333,0.6,,,,,,,,,,,,,,,,,,
3,2023-06-24,717630,Groundout,field_out,True,467793,663773,Carlos Santana,Bryan Hoeing,0,0,0,78f3160d-762b-44e7-8c23-af98dc64fc51,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.042,0.318,0.026000000000000002,-2.17,-5.4,-0.76,0.98,-5.28,93.9,84.9,94.1,83.2,0.275,0.179,0.333,0.333,0.6,,,,,,,,,,,,,,,,,,
4,2023-06-24,717630,Groundout,field_out,True,650333,674370,Luis Arraez,Osvaldo Bido,0,0,0,b27df9b4-5e72-4200-8e1e-a677f79b93f2,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,0.23399999999999999,0.28,,0.353,0.099,-2.05,,0.11,0.45,0.67,94.7,,94.6,84.5,0.3,0.238,0.358,,0.136,138.0,100.0,94.0,0.034,1.44,85.7,0.2,,,,,,,,,,,
5,2023-06-24,717630,Groundout,field_out,True,624585,674370,Jorge Soler,Osvaldo Bido,1,0,0,a775791d-9849-484b-859b-e5f95280a873,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,0.23399999999999999,0.28,,0.353,0.099,-2.05,,0.11,0.45,0.67,94.7,,94.6,84.5,0.3,0.238,0.358,,0.136,138.0,100.0,94.0,0.034,1.44,85.7,0.2,,,,,,,,,,,
6,2023-06-24,717630,Double,double,False,650559,674370,Bryan De La Cruz,Osvaldo Bido,1,0,0,fa14c532-3518-4e23-910a-175705738064,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,0.23399999999999999,0.28,,0.353,0.099,-2.05,,0.11,0.45,0.67,94.7,,94.6,84.5,0.3,0.238,0.358,,0.136,138.0,100.0,94.0,0.034,1.44,85.7,0.2,,,,,,,,,,,
7,2023-06-24,717630,Strikeout,strikeout,True,660821,674370,Jesús Sánchez,Osvaldo Bido,0,0,0,049083e0-7a0c-4aab-a36b-9db808e7db7a,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,5.86,4.7,50.2,96.0,97.0,95.0,0.8029999999999999,8.53,3.73,9.77,0.71,0.98,0.28300000000000003,0.39,0.201,0.302,0.42100000000000004,89.1,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,0.23399999999999999,0.28,,0.353,0.099,-2.05,,0.11,0.45,0.67,94.7,,94.6,84.5,0.3,0.238,0.358,,0.136,138.0,100.0,94.0,0.034,1.44,85.7,0.2,,,,,,,,,,,
8,2023-06-24,717630,Groundout,field_out,True,663647,663773,Ke'Bryan Hayes,Bryan Hoeing,0,0,0,a523b989-9907-49cd-b761-b4c20b84d4ba,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.042,0.318,0.026000000000000002,-2.17,-5.4,-0.76,0.98,-5.28,93.9,84.9,94.1,83.2,0.275,0.179,0.333,0.333,0.6,,,,,,,,,,,,,,,,,,
9,2023-06-24,717630,Groundout,field_out,True,680779,663773,Henry Davis,Bryan Hoeing,0,0,0,4d0d9948-ca42-4431-90fd-cb70ca6f8311,663773.0,bryanhoeing,Hoeing,Right,Bryan Hoeing,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.35700000000000004,0.121,0.335,0.395,87.2,41.0,99.0,76.0,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.08900000000000001,0.042,0.318,0.026000000000000002,-2.17,-5.4,-0.76,0.98,-5.28,93.9,84.9,94.1,83.2,0.275,0.179,0.333,0.333,0.6,,,,,,,,,,,,,,,,,,
