,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-09-03,716737,Double,double,False,666397,592351,Edouard Julien,Jon Gray,0,0,0,94ef498e-1a5c-4a4d-a251-87ff2330eed9,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
1,2023-09-03,716737,Pop Out,field_out,True,593871,592351,Jorge Polanco,Jon Gray,1,0,0,08fd8298-5ffd-4d54-943e-88dbb92554d9,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
2,2023-09-03,716737,Groundout,field_out,True,668904,592351,Royce Lewis,Jon Gray,0,0,1,738fd1b4-d78b-4d94-b0b7-d08b403d52f9,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
3,2023-09-03,716737,Strikeout,strikeout,True,596146,592351,Max Kepler,Jon Gray,0,0,0,858787fb-1ba7-45da-a198-650c1965c0d1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,2.33,-1.69,1.71,95.7,87.2,78.2,0.346,0.194,0.211,0.105,0.263,,,,,,,,,,,,,,,,,,,,,
4,2023-09-03,716737,Groundout,field_out,True,543760,628317,Marcus Semien,Kenta Maeda,1,0,0,09b36055-dc65-49ec-8f3f-ebc745c98bac,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.27399999999999997,0.306,0.036000000000000004,,0.35,-0.07,-2.4,,91.0,81.6,76.4,0.275,0.247,,0.206,0.333,73.0,107.0,96.0,138.0,107.0,112.0,0.064,0.319,1.6,-0.88,84.1,90.3,0.182,0.385,,,,,,,
5,2023-09-03,716737,Single,single,False,608369,628317,Corey Seager,Kenta Maeda,0,0,0,e5dda809-938a-4d86-889c-42a52b6193ef,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.27399999999999997,0.306,0.036000000000000004,,0.35,-0.07,-2.4,,91.0,81.6,76.4,0.275,0.247,,0.206,0.333,73.0,107.0,96.0,138.0,107.0,112.0,0.064,0.319,1.6,-0.88,84.1,90.3,0.182,0.385,,,,,,,
6,2023-09-03,716737,Single,single,False,663993,628317,Nathaniel Lowe,Kenta Maeda,0,0,1,4b295614-7667-4b40-a0bc-505c49b306f0,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.27399999999999997,0.306,0.036000000000000004,,0.35,-0.07,-2.4,,91.0,81.6,76.4,0.275,0.247,,0.206,0.333,73.0,107.0,96.0,138.0,107.0,112.0,0.064,0.319,1.6,-0.88,84.1,90.3,0.182,0.385,,,,,,,
7,2023-09-03,716737,Strikeout,strikeout,True,666969,628317,Adolis García,Kenta Maeda,0,0,0,921b2b11-451c-44dd-9f78-d9b493dc4de4,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.27399999999999997,0.306,0.036000000000000004,,0.35,-0.07,-2.4,,91.0,81.6,76.4,0.275,0.247,,0.206,0.333,73.0,107.0,96.0,138.0,107.0,112.0,0.064,0.319,1.6,-0.88,84.1,90.3,0.182,0.385,,,,,,,
8,2023-09-03,716737,Home Run,home_run,False,641598,628317,Mitch Garver,Kenta Maeda,0,0,1,a6a92aea-baee-4615-bc58-2bf0434c5832,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.27399999999999997,0.306,0.036000000000000004,,0.35,-0.07,-2.4,,91.0,81.6,76.4,0.275,0.247,,0.206,0.333,73.0,107.0,96.0,138.0,107.0,112.0,0.064,0.319,1.6,-0.88,84.1,90.3,0.182,0.385,,,,,,,
9,2023-09-03,716737,Double,double,False,641680,628317,Jonah Heim,Kenta Maeda,0,0,0,59c95ca6-079e-432c-b535-d1b987a0ec87,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.27399999999999997,0.306,0.036000000000000004,,0.35,-0.07,-2.4,,91.0,81.6,76.4,0.275,0.247,,0.206,0.333,73.0,107.0,96.0,138.0,107.0,112.0,0.064,0.319,1.6,-0.88,84.1,90.3,0.182,0.385,,,,,,,
