,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FS_ba,SI_ba,FC_ba,FF_ba,CU_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,SV_ba,CH_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-22,716899,Field Error,field_error,False,664774,592836,LaMonte Wade Jr.,Taijuan Walker,1,1,0,ec5d1073-befb-4e73-a905-53859214f175,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,,
1,2023-08-22,716899,Single,single,False,642731,592836,Thairo Estrada,Taijuan Walker,0,0,1,cfdcafe9-f8d2-411d-aaed-29153b9a0fb5,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,,
2,2023-08-22,716899,Forceout,force_out,True,527038,592836,Wilmer Flores,Taijuan Walker,1,0,1,ee0e8b61-d72e-42b7-900a-3bf11c635a36,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,,
3,2023-08-22,716899,Single,single,False,592626,592836,Joc Pederson,Taijuan Walker,0,0,1,adaa6dcd-3080-4ac6-ac03-ed9623bd2fc0,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,,
4,2023-08-22,716899,Strikeout,strikeout,True,624424,592836,Michael Conforto,Taijuan Walker,0,0,0,d14bd4f6-8cc9-4ca4-b498-adacc019e67f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,,
5,2023-08-22,716899,Strikeout,strikeout,True,605204,592836,J.D. Davis,Taijuan Walker,0,0,0,a2cf46ac-9d52-4904-a52a-08810c5715ba,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,,,,,,,,
6,2023-08-22,716899,Double,double,False,656941,690986,Kyle Schwarber,Kyle Harrison,1,1,0,2365592d-09bf-4885-944a-704fc23d6fb4,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,83.0,90.0,91.0,104.0,103.0,102.0,,,,86.0,99.0,105.0,,,,,,,,0.607,,,0.017,0.265,0.66,,,,-4.23,-2.28,93.6,,,,87.5,82.2,,,,0.182,,,86.6,78.0,100.0,93.0,0.111,-0.87,0.273,0.25,,,,,,,
7,2023-08-22,716899,Strikeout,strikeout,True,607208,690986,Trea Turner,Kyle Harrison,0,0,0,2ca06348-f461-4506-9b03-e8259fffbbe9,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,83.0,90.0,91.0,104.0,103.0,102.0,,,,86.0,99.0,105.0,,,,,,,,0.607,,,0.017,0.265,0.66,,,,-4.23,-2.28,93.6,,,,87.5,82.2,,,,0.182,,,86.6,78.0,100.0,93.0,0.111,-0.87,0.273,0.25,,,,,,,
8,2023-08-22,716899,Strikeout,strikeout,True,592206,690986,Nick Castellanos,Kyle Harrison,0,0,0,fc0ba492-83b9-45cf-a412-bec7cc04221e,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,83.0,90.0,91.0,104.0,103.0,102.0,,,,86.0,99.0,105.0,,,,,,,,0.607,,,0.017,0.265,0.66,,,,-4.23,-2.28,93.6,,,,87.5,82.2,,,,0.182,,,86.6,78.0,100.0,93.0,0.111,-0.87,0.273,0.25,,,,,,,
9,2023-08-22,716899,Home Run,home_run,False,547180,690986,Bryce Harper,Kyle Harrison,0,0,1,0c8357b3-8957-4853-9bea-e8ce24935f35,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,4.15,4.55,34.2,99.0,95.0,98.0,0.7959999999999999,9.09,2.86,7.53,2.08,0.5,0.35100000000000003,0.361,0.155,0.32,0.42700000000000005,83.0,90.0,91.0,104.0,103.0,102.0,,,,86.0,99.0,105.0,,,,,,,,0.607,,,0.017,0.265,0.66,,,,-4.23,-2.28,93.6,,,,87.5,82.2,,,,0.182,,,86.6,78.0,100.0,93.0,0.111,-0.87,0.273,0.25,,,,,,,
