,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,CH_ba,FC_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,wCU/C,vCU,CU_ba,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,ST_ba
0,2023-06-13,717780,Pop Out,field_out,True,621493,674003,Taylor Ward,Cody Bradford,0,0,0,b3f702ec-5547-4002-8fd4-5122002f25c1,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-13,717780,Double,double,False,660271,674003,Shohei Ohtani,Cody Bradford,1,1,0,f07b29b4-989d-427e-a045-0d57c6d4ba9f,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-13,717780,Strikeout,strikeout,True,592273,674003,Brandon Drury,Cody Bradford,0,0,0,2b32de13-9adb-4334-8eab-513ee7aeb115,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-13,717780,Strikeout,strikeout,True,543685,674003,Anthony Rendon,Cody Bradford,0,0,0,fad95b10-daec-4b1c-861a-8d95de905681,674003.0,codybradford,Bradford,Left,Cody Bradford,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,82.1,91.0,100.0,102.0,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.134,0.044000000000000004,0.276,0.16,-1.23,-6.76,0.74,90.4,86.6,83.1,0.26,0.2,0.316,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-13,717780,Pop Out,field_out,True,543760,642545,Marcus Semien,Jaime Barria,1,0,0,8dff7e46-52f8-450f-8eef-25d712f9e2a5,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,107.0,101.0,103.0,0.306,,0.507,0.141,-2.05,,0.32,0.67,93.0,,85.9,0.362,0.227,,0.242,85.0,72.0,71.0,0.047,-6.47,92.2,0.389,,,,,,,,,,,,,,,,,,
5,2023-06-13,717780,Single,single,False,608369,642545,Corey Seager,Jaime Barria,0,0,0,f0580396-b084-4868-990a-816a06f7dab9,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,107.0,101.0,103.0,0.306,,0.507,0.141,-2.05,,0.32,0.67,93.0,,85.9,0.362,0.227,,0.242,85.0,72.0,71.0,0.047,-6.47,92.2,0.389,,,,,,,,,,,,,,,,,,
6,2023-06-13,717780,Single,single,False,663993,642545,Nathaniel Lowe,Jaime Barria,1,0,1,75ae6947-7f31-43ce-ad1b-c6c82bf92fdc,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,107.0,101.0,103.0,0.306,,0.507,0.141,-2.05,,0.32,0.67,93.0,,85.9,0.362,0.227,,0.242,85.0,72.0,71.0,0.047,-6.47,92.2,0.389,,,,,,,,,,,,,,,,,,
7,2023-06-13,717780,Strikeout,strikeout,True,666969,642545,Adolis García,Jaime Barria,0,0,0,491d8a89-b116-4619-9144-4c509a36868a,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,107.0,101.0,103.0,0.306,,0.507,0.141,-2.05,,0.32,0.67,93.0,,85.9,0.362,0.227,,0.242,85.0,72.0,71.0,0.047,-6.47,92.2,0.389,,,,,,,,,,,,,,,,,,
8,2023-06-13,717780,Hit By Pitch,hit_by_pitch,False,673962,642545,Josh Jung,Jaime Barria,0,0,1,f2d0e21b-571f-4526-94b4-702d2c940560,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,107.0,101.0,103.0,0.306,,0.507,0.141,-2.05,,0.32,0.67,93.0,,85.9,0.362,0.227,,0.242,85.0,72.0,71.0,0.047,-6.47,92.2,0.389,,,,,,,,,,,,,,,,,,
9,2023-06-13,717780,Flyout,field_out,True,641680,642545,Jonah Heim,Jaime Barria,1,0,0,052a66a3-a1dd-423d-985c-8dd8382c8437,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,107.0,101.0,103.0,0.306,,0.507,0.141,-2.05,,0.32,0.67,93.0,,85.9,0.362,0.227,,0.242,85.0,72.0,71.0,0.047,-6.47,92.2,0.389,,,,,,,,,,,,,,,,,,
