,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FC_ba,SL_ba,FF_ba,SI_ba,CU_ba,CH_ba,FO%,wFO/C,vFO,FS_ba,ST_ba
0,2023-05-11,718223,Pop Out,field_out,True,607043,571882,Brandon Nimmo,Derek Law,0,0,0,3e124a0e-cf4e-4a00-8f75-17b656b63ca9,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,104.0,94.0,94.0,0.121,0.18899999999999997,0.365,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.58,0.69,1.87,0.16,-2.28,95.5,92.1,95.1,86.5,78.7,0.254,0.22,0.262,0.241,0.222,0.167,,,,,
1,2023-05-11,718223,Strikeout,strikeout,True,596019,571882,Francisco Lindor,Derek Law,0,0,0,bb4d121f-1308-43f8-bbb1-78bbf7ed9e32,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,104.0,94.0,94.0,0.121,0.18899999999999997,0.365,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.58,0.69,1.87,0.16,-2.28,95.5,92.1,95.1,86.5,78.7,0.254,0.22,0.262,0.241,0.222,0.167,,,,,
2,2023-05-11,718223,Groundout,field_out,True,643446,571882,Jeff McNeil,Derek Law,1,0,0,03b3428d-179f-4ed1-907f-f1f4e5267356,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,104.0,94.0,94.0,0.121,0.18899999999999997,0.365,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.58,0.69,1.87,0.16,-2.28,95.5,92.1,95.1,86.5,78.7,0.254,0.22,0.262,0.241,0.222,0.167,,,,,
3,2023-05-11,718223,Double,double,False,663697,673540,Jonathan India,Kodai Senga,1,1,0,f4414867-9d41-44bd-9e85-a26e6fa9a6f0,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
4,2023-05-11,718223,Flyout,field_out,True,670770,673540,TJ Friedl,Kodai Senga,0,0,0,f2c0d7ca-d843-4e86-a7fd-7c7e6ac92265,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
5,2023-05-11,718223,Strikeout,strikeout,True,668715,673540,Spencer Steer,Kodai Senga,0,0,0,3d8cff17-c785-4815-bca9-448f4acf13d4,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
6,2023-05-11,718223,Single,single,False,641584,673540,Jake Fraley,Kodai Senga,0,0,1,eac9dc98-3e8a-4659-abcf-1f501dc209a6,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
7,2023-05-11,718223,Single,single,False,663886,673540,Tyler Stephenson,Kodai Senga,0,0,1,013cd29b-5613-4e0f-836d-2570337dc87f,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
8,2023-05-11,718223,Double,double,False,669222,673540,Nick Senzel,Kodai Senga,0,0,1,ced2668f-e60d-4765-bdfc-1856f2aa14ec,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
9,2023-05-11,718223,Walk,walk,False,592656,673540,Henry Ramos,Kodai Senga,1,0,0,188c251b-4aad-44de-b1b6-6e957b83d3fe,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,0.37,0.25,0.11599999999999999,0.027000000000000003,,0.17,2.52,,-0.96,-0.23,,95.7,90.8,,82.7,72.8,0.244,0.219,0.244,,0.125,,0.237,0.95,83.2,0.11,0.333
