,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,CH_ba,SI_ba,FC_ba,CU_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-05-28,717981,Pop Out,field_out,True,657077,518876,Alex Verdugo,Merrill Kelly,0,0,0,4925da3b-92db-4ab2-8a7d-945aee5bae5d,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,
1,2023-05-28,717981,Groundout,field_out,True,646240,518876,Rafael Devers,Merrill Kelly,0,0,0,35c9812b-b206-48ad-a3b9-888fa54f3c00,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,
2,2023-05-28,717981,Strikeout,strikeout,True,457759,518876,Justin Turner,Merrill Kelly,0,0,0,4ec67fd5-a839-4fc6-9b30-474b3378acfc,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,0.122,0.301,0.18100000000000002,0.055,0.11,0.231,0.04,0.88,0.83,-0.64,-0.45,2.43,92.2,90.8,92.4,85.5,82.1,0.224,0.18,0.261,0.22,0.268,0.217,,,,,,,,
3,2023-05-28,717981,Flyout,field_out,True,656976,656557,Pavin Smith,Tanner Houck,0,0,0,d97ec7bf-5d3d-479e-8dca-f0f58b39cadf,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
4,2023-05-28,717981,Single,single,False,606466,656557,Ketel Marte,Tanner Houck,1,1,0,23dfa2b1-956d-4fb9-be6b-5c6e4c68bb07,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
5,2023-05-28,717981,Home Run,home_run,False,682998,656557,Corbin Carroll,Tanner Houck,0,0,1,a773ba63-5ff5-478e-b648-03fa6270ac80,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
6,2023-05-28,717981,Single,single,False,572233,656557,Christian Walker,Tanner Houck,0,0,0,62972888-5047-49c8-b5f9-627655e79ce3,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
7,2023-05-28,717981,Single,single,False,666971,656557,Lourdes Gurriel Jr.,Tanner Houck,0,0,1,12cf0d16-31ee-4dd1-9811-2638529be74a,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
8,2023-05-28,717981,Single,single,False,668942,656557,Josh Rojas,Tanner Houck,0,0,1,458d45f9-9336-443c-98e8-f44b2fb066df,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
9,2023-05-28,717981,Forceout,force_out,True,672515,656557,Gabriel Moreno,Tanner Houck,1,0,1,744d6c13-23c0-4da8-ae9c-ac7962fe077a,656557.0,tannerhouck,Houck,Right,Tanner Houck,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.12300000000000001,0.353,0.418,,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.099,0.10800000000000001,0.38299999999999995,,,-2.8,0.73,-0.38,0.98,,,93.9,91.3,93.4,83.9,,0.325,,0.306,0.229,,0.178,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,
