,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,CH_ba,SL_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI
0,2023-07-20,717323,Strikeout,strikeout,True,643289,663687,Mauricio Dubón,Hogan Harris,0,0,0,a313f52c-fd09-4413-9f1c-a526f2d9ebc3,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
1,2023-07-20,717323,Groundout,field_out,True,665161,663687,Jeremy Peña,Hogan Harris,0,0,0,c5ddfdc9-f8fe-41c8-afc0-fac12039ac63,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
2,2023-07-20,717323,Strikeout,strikeout,True,663656,663687,Kyle Tucker,Hogan Harris,0,0,0,8f478d9f-f7c9-4238-a3cf-8acbc22f417b,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
3,2023-07-20,717323,Walk,walk,False,643393,641585,Tony Kemp,J.P. France,1,0,0,d865518b-8aa0-4900-b14a-70577c327d54,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
4,2023-07-20,717323,Groundout,field_out,True,668709,641585,JJ Bleday,J.P. France,0,0,1,837743e6-2403-403a-9d7f-a5feb860997f,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
5,2023-07-20,717323,Strikeout,strikeout,True,672478,641585,Jordan Diaz,J.P. France,0,0,0,c5a62f7e-5654-4e2e-909c-e893550d930f,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
6,2023-07-20,717323,Double,double,False,664913,641585,Seth Brown,J.P. France,1,0,1,e19e8717-adf8-45e4-871b-83e5f8fe0a17,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
7,2023-07-20,717323,Strikeout,strikeout,True,691016,641585,Tyler Soderstrom,J.P. France,0,0,0,85500f3e-6bb6-46eb-af2f-d6de3a22754c,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
8,2023-07-20,717323,Flyout,field_out,True,608324,663687,Alex Bregman,Hogan Harris,0,0,0,4e2382f6-9e7a-4369-9031-ec5e7fecbc4c,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
9,2023-07-20,717323,Strikeout,strikeout,True,547989,663687,José Abreu,Hogan Harris,0,0,0,fda56d2a-f8d7-4db1-af9a-b4e9e05655e2,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
10,2023-07-20,717323,Single,single,False,676801,663687,Chas McCormick,Hogan Harris,0,0,0,35f81fd5-7261-4ef8-9aac-d4df6813a148,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
11,2023-07-20,717323,Lineout,field_out,True,667452,663687,Corey Julks,Hogan Harris,0,0,0,c859c22c-f8f4-47f5-a9da-fe78020cad51,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
12,2023-07-20,717323,Flyout,field_out,True,680869,641585,Zack Gelof,J.P. France,1,0,0,f935b629-9798-4bf1-a172-1dcb60d0a390,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
13,2023-07-20,717323,Groundout,field_out,True,607054,641585,Jace Peterson,J.P. France,1,0,0,b6d1c22a-d91d-4c86-a9da-d4319afd1313,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
14,2023-07-20,717323,Strikeout,strikeout,True,642137,641585,Cody Thomas,J.P. France,0,0,0,2932e263-ba34-4766-ad0d-d85593cb9fbd,641585.0,jpfrance,"France, J",Right,J.P. France,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.45399999999999996,81.8,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,116.0,108.0,103.0,0.431,0.18899999999999997,0.091,0.13699999999999998,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,80.1,76.0,0.308,0.317,0.183,,0.145,109.0,99.0,105.0,0.25,,,,,,
15,2023-07-20,717323,Groundout,field_out,True,673237,663687,Yainer Diaz,Hogan Harris,1,0,0,e550b746-da40-48c7-a0e8-f46d7f0df9b4,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.35700000000000004,0.184,0.316,0.496,80.1,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,87.0,104.0,98.0,0.47,0.188,0.078,0.06,0.203,-0.58,-1.58,-2.5,-1.37,0.61,92.6,90.5,77.4,74.9,0.25,0.351,0.205,0.278,0.3,,,,,,,,,,
