,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba,EP%,wEP/C,vEP
0,2023-08-27,716830,Groundout,field_out,True,514888,656412,Jose Altuve,Alex Faedo,1,0,0,f9bffc34-bdf9-4614-99b0-a33f9890e379,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-27,716830,Double,double,False,608324,656412,Alex Bregman,Alex Faedo,0,0,0,56acf8c2-1e67-4e1c-a765-e4151f2b7aaf,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-27,716830,Flyout,field_out,True,670541,656412,Yordan Alvarez,Alex Faedo,1,0,0,c20e03a4-1d15-4348-b73f-28bd9d1146a7,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-27,716830,Walk,walk,False,663656,656412,Kyle Tucker,Alex Faedo,0,0,0,2888650a-a1c4-45e6-877d-de4786ff29c7,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-27,716830,Strikeout,strikeout,True,676801,656412,Chas McCormick,Alex Faedo,0,0,0,bb84e8bf-c233-4938-a8dd-00c8ca0b2194,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-27,716830,Pop Out,field_out,True,628451,434378,Andy Ibáñez,Justin Verlander,0,0,0,0db40317-b7e4-41e8-9275-6720857061f1,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-08-27,716830,Flyout,field_out,True,682985,434378,Riley Greene,Justin Verlander,0,0,0,8e4528b5-8cb6-40aa-ae54-73ff1d7ef81b,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-08-27,716830,Flyout,field_out,True,679529,434378,Spencer Torkelson,Justin Verlander,1,0,0,93cc945e-aa71-4b4b-a10c-4f2a05a5c7fe,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-08-27,716830,Pop Out,field_out,True,572138,656412,Jon Singleton,Alex Faedo,0,0,0,fcb4aaa9-39b5-4004-aaf0-eaab8aa96702,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-08-27,716830,Double,double,False,665161,656412,Jeremy Peña,Alex Faedo,1,0,0,e3b42d11-e0b3-4b0d-9fd0-fa8bb532fc99,656412.0,alexfaedo,Faedo,Right,Alex Faedo,4.45,3.82,64.2,104.0,92.0,101.0,0.7809999999999999,8.07,2.78,6.68,1.67,0.79,0.235,0.45899999999999996,0.18,0.33899999999999997,0.436,85.9,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,0.133,0.89,0.65,-0.75,92.9,82.3,0.2,0.192,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
