,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,wSI/C,wSL/C,wCU/C,vSI,vSL,vCU,SL_ba,SI_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,wFA/C,wFC/C,wFS/C,vFA,vFC,vFS,FC_ba,CU_ba,FF_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vKC,CH_ba,ST_ba
0,2023-08-16,716975,Strikeout,strikeout,True,650490,676254,Yandy Díaz,Ryan Walker,0,0,0,d5bcb4e2-c7dc-4224-bf29-cb6984061a97,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-16,716975,Walk,walk,False,664040,676254,Brandon Lowe,Ryan Walker,1,0,0,646893f0-1127-4006-b073-e7fba8f0c1a9,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-16,716975,Fielders Choice,fielders_choice,False,668227,676254,Randy Arozarena,Ryan Walker,0,0,1,7a797a96-1b2b-4c34-987c-5e9f0da03a8f,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-16,716975,Single,single,False,670623,676254,Isaac Paredes,Ryan Walker,1,0,1,0c77552e-5de2-4636-a6ee-d6cd128cad70,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-16,716975,Strikeout Double Play,strikeout_double_play,True,666139,676254,Josh Lowe,Ryan Walker,0,0,1,a7d89176-eab9-4ded-a26d-81fda037b21d,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-16,716975,Strikeout,strikeout,True,685133,650644,Wade Meckler,Aaron Civale,0,0,0,9729cd1e-a3bb-433e-93eb-84ec4753dcb1,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.057999999999999996,0.244,1.59,0.15,0.77,92.4,82.5,78.1,0.172,0.202,76.0,101.0,91.0,96.0,104.0,103.0,58.0,95.0,95.0,0.12300000000000001,0.37200000000000005,0.017,-0.65,1.13,-6.33,91.8,87.7,85.2,0.261,0.188,0.359,0.5,,,,,,,,,,,,,,
6,2023-08-16,716975,Double,double,False,592626,650644,Joc Pederson,Aaron Civale,1,0,0,05a843a4-5717-46eb-87e7-3b5bb1d9dccd,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.057999999999999996,0.244,1.59,0.15,0.77,92.4,82.5,78.1,0.172,0.202,76.0,101.0,91.0,96.0,104.0,103.0,58.0,95.0,95.0,0.12300000000000001,0.37200000000000005,0.017,-0.65,1.13,-6.33,91.8,87.7,85.2,0.261,0.188,0.359,0.5,,,,,,,,,,,,,,
7,2023-08-16,716975,Groundout,field_out,True,527038,650644,Wilmer Flores,Aaron Civale,1,1,1,9e810bec-eab8-4f88-8f55-b489c7a29d65,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.057999999999999996,0.244,1.59,0.15,0.77,92.4,82.5,78.1,0.172,0.202,76.0,101.0,91.0,96.0,104.0,103.0,58.0,95.0,95.0,0.12300000000000001,0.37200000000000005,0.017,-0.65,1.13,-6.33,91.8,87.7,85.2,0.261,0.188,0.359,0.5,,,,,,,,,,,,,,
8,2023-08-16,716975,Strikeout,strikeout,True,624424,650644,Michael Conforto,Aaron Civale,0,0,0,eb810334-a810-4c43-9698-65413a545958,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.057999999999999996,0.244,1.59,0.15,0.77,92.4,82.5,78.1,0.172,0.202,76.0,101.0,91.0,96.0,104.0,103.0,58.0,95.0,95.0,0.12300000000000001,0.37200000000000005,0.017,-0.65,1.13,-6.33,91.8,87.7,85.2,0.261,0.188,0.359,0.5,,,,,,,,,,,,,,
9,2023-08-16,716975,Single,single,False,623912,548389,Harold Ramírez,Ross Stripling,0,0,0,b7d1e75f-3600-4638-941e-04d4df03fe93,548389.0,rossstripling,Stripling,Right,Ross Stripling,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.39899999999999997,0.15,0.32799999999999996,0.433,,,,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.292,,-0.64,0.07,,90.3,87.2,,0.274,0.325,59.0,106.0,96.0,,,,83.0,107.0,102.0,0.26,,0.009000000000000001,-0.38,,-0.82,92.5,,85.6,,0.2,0.275,,83.7,94.0,112.0,113.0,119.0,95.0,102.0,0.099,0.248,1.22,-2.35,75.9,0.305,
