,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,FF_ba,FS_ba,SI_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,CH_ba,FC_ba,CU_ba,SV_ba
0,2023-08-22,716898,Double,double,False,453568,641793,Charlie Blackmon,Zack Littell,0,0,0,ffbe0bfa-3e17-4832-a7f2-edc15ff378a8,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,,
1,2023-08-22,716898,Bunt Pop Out,field_out,True,678662,641793,Ezequiel Tovar,Zack Littell,0,0,0,a2d9f737-14e2-4a57-b9ee-e2e787ed7a3a,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-22,716898,Strikeout,strikeout,True,641857,641793,Ryan McMahon,Zack Littell,0,0,0,0e58bcde-3380-4761-8e6b-80c0e3ef5c59,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,,
3,2023-08-22,716898,Strikeout,strikeout,True,663898,641793,Brendan Rodgers,Zack Littell,0,0,0,11472322-8ee2-4110-9c32-c34305bf4f11,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,115.0,107.0,118.0,0.099,0.312,0.192,0.397,0.57,-1.3,0.28,0.34,94.1,84.3,92.9,87.1,0.27,0.26,0.268,0.237,0.25,,,,,,,,,,,,,,,,,,,,,,
4,2023-08-22,716898,Double,double,False,650490,621389,Yandy Díaz,Ty Blach,1,1,0,ce7977e3-c3e9-4521-bf3d-71e93980d5b8,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,0.55,,,,,,-1.22,,,,89.3,,,,,0.322,,79.9,20.0,103.0,96.0,66.0,98.0,98.0,170.0,99.0,85.0,0.165,0.064,0.221,-2.26,-0.44,-1.35,83.7,78.9,0.371,0.348,0.211,
5,2023-08-22,716898,Walk,walk,False,668227,621389,Randy Arozarena,Ty Blach,0,0,0,8dbce4db-c543-4b01-aaa7-2452ac27b508,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,0.55,,,,,,-1.22,,,,89.3,,,,,0.322,,79.9,20.0,103.0,96.0,66.0,98.0,98.0,170.0,99.0,85.0,0.165,0.064,0.221,-2.26,-0.44,-1.35,83.7,78.9,0.371,0.348,0.211,
6,2023-08-22,716898,Single,single,False,623912,621389,Harold Ramírez,Ty Blach,1,0,1,b7d5c23c-f5ad-4a34-a196-155bc926ba56,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,0.55,,,,,,-1.22,,,,89.3,,,,,0.322,,79.9,20.0,103.0,96.0,66.0,98.0,98.0,170.0,99.0,85.0,0.165,0.064,0.221,-2.26,-0.44,-1.35,83.7,78.9,0.371,0.348,0.211,
7,2023-08-22,716898,Forceout,force_out,True,670623,621389,Isaac Paredes,Ty Blach,1,0,1,21042293-2cf3-4bc3-b0d9-291e8487961c,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,0.55,,,,,,-1.22,,,,89.3,,,,,0.322,,79.9,20.0,103.0,96.0,66.0,98.0,98.0,170.0,99.0,85.0,0.165,0.064,0.221,-2.26,-0.44,-1.35,83.7,78.9,0.371,0.348,0.211,
8,2023-08-22,716898,Strikeout,strikeout,True,642350,621389,Jose Siri,Ty Blach,0,0,0,edb6c5e1-29ed-492d-b3f3-a2ad63e1f121,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,0.55,,,,,,-1.22,,,,89.3,,,,,0.322,,79.9,20.0,103.0,96.0,66.0,98.0,98.0,170.0,99.0,85.0,0.165,0.064,0.221,-2.26,-0.44,-1.35,83.7,78.9,0.371,0.348,0.211,
9,2023-08-22,716898,Lineout,field_out,True,678545,621389,Osleivis Basabe,Ty Blach,0,0,0,85c62db8-cc17-47b7-b408-42a4dc8716a2,621389.0,tyblach,Blach,Left,Ty Blach,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.27899999999999997,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,0.55,,,,,,-1.22,,,,89.3,,,,,0.322,,79.9,20.0,103.0,96.0,66.0,98.0,98.0,170.0,99.0,85.0,0.165,0.064,0.221,-2.26,-0.44,-1.35,83.7,78.9,0.371,0.348,0.211,
