,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vSI,vSL,vCU,FC_ba,CH_ba,CU_ba,SL_ba,SI_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,ST_ba
0,2023-06-07,717851,Strikeout,strikeout,True,624428,669203,Adam Frazier,Corbin Burnes,0,0,0,2f7af663-41ff-4ee5-9ec5-37326a5560f7,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,
1,2023-06-07,717851,Groundout,field_out,True,668939,669203,Adley Rutschman,Corbin Burnes,1,0,0,705df8b0-2439-46cf-9715-a56ef4dbff9f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,
2,2023-06-07,717851,Strikeout,strikeout,True,669720,669203,Austin Hays,Corbin Burnes,0,0,0,624ec544-f96f-45f7-8dae-3d7fb5a48215,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,
3,2023-06-07,717851,Strikeout,strikeout,True,592885,665152,Christian Yelich,Dean Kremer,0,0,0,f49b876e-2cdd-4939-9414-4da4462292be,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.239,0.033,0.08900000000000001,0.12300000000000001,0.02,1.81,-1.43,-2.29,-1.4,88.8,91.9,82.8,78.1,0.222,0.26,0.347,,0.269,106.0,103.0,102.0,0.371,0.43,94.6,0.252,0.25
4,2023-06-07,717851,Home Run,home_run,False,642715,665152,Willy Adames,Dean Kremer,0,0,0,d9099173-abfd-42eb-89a7-dd68ace2958c,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.239,0.033,0.08900000000000001,0.12300000000000001,0.02,1.81,-1.43,-2.29,-1.4,88.8,91.9,82.8,78.1,0.222,0.26,0.347,,0.269,106.0,103.0,102.0,0.371,0.43,94.6,0.252,0.25
5,2023-06-07,717851,Lineout,field_out,True,642133,665152,Rowdy Tellez,Dean Kremer,0,0,0,70f9d901-0b8a-490d-b3ee-30dfb200c608,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.239,0.033,0.08900000000000001,0.12300000000000001,0.02,1.81,-1.43,-2.29,-1.4,88.8,91.9,82.8,78.1,0.222,0.26,0.347,,0.269,106.0,103.0,102.0,0.371,0.43,94.6,0.252,0.25
6,2023-06-07,717851,Groundout,field_out,True,680911,665152,Owen Miller,Dean Kremer,0,0,0,2fd1d9fc-10b9-4262-9602-a9747cfcd96d,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.239,0.033,0.08900000000000001,0.12300000000000001,0.02,1.81,-1.43,-2.29,-1.4,88.8,91.9,82.8,78.1,0.222,0.26,0.347,,0.269,106.0,103.0,102.0,0.371,0.43,94.6,0.252,0.25
7,2023-06-07,717851,Groundout,field_out,True,623993,669203,Anthony Santander,Corbin Burnes,0,0,0,e32be8cb-249f-4fd8-addc-dd611080f681,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,
8,2023-06-07,717851,Single,single,False,543305,669203,Aaron Hicks,Corbin Burnes,1,0,0,9f6c6f4f-7de1-4a7e-9dc8-0b578f2467cf,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,
9,2023-06-07,717851,Double Play,double_play,True,683002,669203,Gunnar Henderson,Corbin Burnes,0,0,1,00a5ceee-78d6-407f-b39b-999ba267c939,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,
