,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
10,2023-04-04,718706,Strikeout,strikeout,True,592273,622491,Brandon Drury,Luis Castillo,0,0,0,3d676b3f-d1a4-4c84-9e7c-070b283b35d1,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
11,2023-04-04,718706,Flyout,field_out,True,650859,622491,Luis Rengifo,Luis Castillo,1,0,0,40698754-dfc8-44f4-99cf-227b88b7aeac,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
12,2023-04-04,718706,Groundout,field_out,True,572041,660761,AJ Pollock,José Suarez,0,0,0,793f2e2d-5b7a-4c9b-a4b1-59ae32b0726f,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
13,2023-04-04,718706,Lineout,field_out,True,664059,660761,Sam Haggerty,José Suarez,0,0,0,9cd12a54-cef4-4143-bb99-29091c002d60,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
14,2023-04-04,718706,Strikeout,strikeout,True,608596,660761,Tom Murphy,José Suarez,0,0,0,c63bb424-cb96-4e6a-ab07-9d253d13fa78,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
15,2023-04-04,718706,Strikeout,strikeout,True,642136,622491,Matt Thaiss,Luis Castillo,0,0,0,978fac2a-ceb7-45a9-a826-c34fb7f9dd2c,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
16,2023-04-04,718706,Flyout,field_out,True,664058,622491,David Fletcher,Luis Castillo,0,0,0,848bce36-6d89-44f0-b92f-7ef915da0b20,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
17,2023-04-04,718706,Walk,walk,False,621493,622491,Taylor Ward,Luis Castillo,1,0,0,bc308a2f-f2e3-4bc2-b050-4ea4a180d110,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
18,2023-04-04,718706,Strikeout,strikeout,True,545361,622491,Mike Trout,Luis Castillo,0,0,0,cda3eaad-3fa2-4426-91d8-9bedb2774447,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
19,2023-04-04,718706,Groundout,field_out,True,641487,660761,J.P. Crawford,José Suarez,1,0,0,98d30c36-6c71-4187-a0c8-365eb9fabb59,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
20,2023-04-04,718706,Strikeout,strikeout,True,677594,660761,Julio Rodríguez,José Suarez,0,0,0,e967320a-bf2b-431d-adaa-051a47fed0d0,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
21,2023-04-04,718706,Groundout,field_out,True,664034,660761,Ty France,José Suarez,1,0,0,e1efa975-8ae2-422c-9236-3d679f9427ba,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
22,2023-04-04,718706,Groundout,field_out,True,660271,622491,Shohei Ohtani,Luis Castillo,0,0,0,dc19870b-ab21-4190-8b5f-df5d6356ce9a,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
23,2023-04-04,718706,Groundout,field_out,True,592669,622491,Hunter Renfroe,Luis Castillo,0,0,0,b9441bdd-7593-4cd4-96ee-2674a8e1454d,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
24,2023-04-04,718706,Groundout,field_out,True,571875,622491,Jake Lamb,Luis Castillo,1,0,0,f78b7251-9fdd-42f4-928b-e953c88af5c8,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
25,2023-04-04,718706,Home Run,home_run,False,606192,660761,Teoscar Hernández,José Suarez,0,0,0,0f093f48-607a-4f69-9955-95f9648a5768,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
26,2023-04-04,718706,Single,single,False,553993,660761,Eugenio Suárez,José Suarez,0,0,0,bf634c29-b778-42b6-ace0-f4f7e53af7c4,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
27,2023-04-04,718706,Double,double,False,663728,660761,Cal Raleigh,José Suarez,1,0,1,974028af-af2c-452b-a008-12b59d7f581a,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
28,2023-04-04,718706,Groundout,field_out,True,572041,660761,AJ Pollock,José Suarez,1,0,1,2a132e9e-15cd-418b-8c35-018c5e58b5cc,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
29,2023-04-04,718706,Groundout,field_out,True,664059,660761,Sam Haggerty,José Suarez,0,0,0,137eb186-fdda-4a45-9870-7f43a0052982,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
30,2023-04-04,718706,Flyout,field_out,True,608596,660761,Tom Murphy,José Suarez,0,0,0,54ea10c8-e74c-4e58-964e-a030b7d7b157,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
31,2023-04-04,718706,Double,double,False,592273,622491,Brandon Drury,Luis Castillo,0,0,0,3ec5880c-1b52-4ea9-ada1-4e56a48ec0e0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
32,2023-04-04,718706,Flyout,field_out,True,650859,622491,Luis Rengifo,Luis Castillo,1,1,1,108e67ad-76e1-4e13-b72c-e0c1485cda63,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
33,2023-04-04,718706,Strikeout,strikeout,True,642136,622491,Matt Thaiss,Luis Castillo,0,0,0,36d56ca4-9fa5-4386-8348-2a7fcf6efa15,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
34,2023-04-04,718706,Groundout,field_out,True,664058,622491,David Fletcher,Luis Castillo,0,0,0,ddbc759b-30df-4f64-a889-c893a37ae686,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,
35,2023-04-04,718706,Pop Out,field_out,True,641487,660761,J.P. Crawford,José Suarez,0,0,0,c92e04cb-7be9-40fc-83ac-a42854775bcb,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
36,2023-04-04,718706,Double,double,False,677594,660761,Julio Rodríguez,José Suarez,0,0,0,3c1258d1-93eb-4383-bfa7-bce7c43d4c41,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
37,2023-04-04,718706,Single,single,False,664034,660761,Ty France,José Suarez,1,0,0,acf4ef69-548a-4a27-95a9-de415d64261e,660761.0,josesuarez,"Suarez, J",Left,José Suarez,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.24100000000000002,0.466,0.19,0.319,0.428,82.0,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052000000000000005,0.39799999999999996,0.267,0.26899999999999996,-0.97,-3.55,-3.72,-2.55,92.3,90.8,81.5,0.273,0.444,0.591,0.31,99.0,68.0,88.0,0.015,0.89,88.1,0.174,0.0,,,,,,,,,,,,,
