,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,SI_ba,FF_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,SL%,wFC/C,wFS/C,wSL/C,vFC,vFS,vSL,SV_ba,FC_ba,FS_ba,SL_ba,ST_ba
0,2023-05-03,718333,Hit By Pitch,hit_by_pitch,False,663538,663623,Nico Hoerner,Jake Irvin,0,0,0,656c9750-3a05-45c8-884a-29acbe6d3031,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-03,718333,Strikeout,strikeout,True,621020,663623,Dansby Swanson,Jake Irvin,0,0,1,dbc37b91-bb5e-4b78-a2d1-b28cb477d153,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-03,718333,Walk,walk,False,664023,663623,Ian Happ,Jake Irvin,1,0,0,d0c29ad1-9b54-48bc-964b-f27653ce2ec0,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-03,718333,Pop Out,field_out,True,641355,663623,Cody Bellinger,Jake Irvin,0,0,0,22d5f037-5fbb-4b8a-b846-48a6f6707bb5,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-03,718333,Single,single,False,673548,663623,Seiya Suzuki,Jake Irvin,0,0,1,d707412d-e822-4361-b893-e5db6766438f,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-03,718333,Flyout,field_out,True,641820,663623,Trey Mancini,Jake Irvin,1,0,0,96767d98-6eec-48a5-a6f9-ef7141e1c11f,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
6,2023-05-03,718333,Groundout,field_out,True,669743,573186,Alex Call,Marcus Stroman,0,0,0,d6b1090f-f599-442b-adf4-85b10d3baf95,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,0.46399999999999997,0.08199999999999999,0.23,,0.34,1.08,0.34,,92.0,91.4,84.6,0.245,0.154,,,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.051,0.96,0.12,-0.41,89.7,86.6,86.1,0.24,0.26,0.205,0.184,
7,2023-05-03,718333,Walk,walk,False,671277,573186,Luis García Jr.,Marcus Stroman,1,0,0,77f32fdf-5f72-4e42-be23-d95e9d3692e8,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,0.46399999999999997,0.08199999999999999,0.23,,0.34,1.08,0.34,,92.0,91.4,84.6,0.245,0.154,,,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.051,0.96,0.12,-0.41,89.7,86.6,86.1,0.24,0.26,0.205,0.184,
8,2023-05-03,718333,Grounded Into DP,grounded_into_double_play,True,660688,573186,Keibert Ruiz,Marcus Stroman,0,0,1,ab6d6c87-7ee0-426d-9d70-818681529c36,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,0.46399999999999997,0.08199999999999999,0.23,,0.34,1.08,0.34,,92.0,91.4,84.6,0.245,0.154,,,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.051,0.96,0.12,-0.41,89.7,86.6,86.1,0.24,0.26,0.205,0.184,
9,2023-05-03,718333,Strikeout,strikeout,True,543333,663623,Eric Hosmer,Jake Irvin,0,0,0,2a16c08b-75d6-4c3b-8089-01cc65d9e05e,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,4.61,5.13,121.0,101.0,99.0,98.0,0.8390000000000001,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.42700000000000005,87.8,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,0.287,0.35600000000000004,0.306,0.051,-0.01,-0.75,0.08,1.21,94.5,93.9,80.9,0.348,0.208,0.197,0.25,,,,,,,,,,,,,,,,,,,,,,,
