,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SL_ba,FF_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC%,wFC/C,vFC,CH_ba,ST_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,SV_ba
0,2023-06-06,717869,Double,double,False,664774,659275,LaMonte Wade Jr.,Dinelson Lamet,0,0,0,df1ed0ed-64e2-458d-b210-9e431235cb41,659275.0,dinelsonlamet,Lamet,Right,Dinelson Lamet,11.71,6.2,27.2,90.0,87.0,89.0,0.778,10.41,7.48,13.66,2.28,1.09,0.18,0.449,0.135,0.461,0.37799999999999995,90.4,64.0,87.0,84.0,65.0,82.0,76.0,82.0,87.0,80.0,104.0,96.0,103.0,0.27699999999999997,0.237,0.45899999999999996,0.027000000000000003,-4.11,-2.01,-2.38,-3.6,94.8,95.0,85.9,0.305,0.355,0.429,,,,,,,,,,,,,,,,,
1,2023-06-06,717869,Strikeout,strikeout,True,642731,659275,Thairo Estrada,Dinelson Lamet,0,0,0,425e8a7a-3c45-464c-ae87-793da31ffab1,659275.0,dinelsonlamet,Lamet,Right,Dinelson Lamet,11.71,6.2,27.2,90.0,87.0,89.0,0.778,10.41,7.48,13.66,2.28,1.09,0.18,0.449,0.135,0.461,0.37799999999999995,90.4,64.0,87.0,84.0,65.0,82.0,76.0,82.0,87.0,80.0,104.0,96.0,103.0,0.27699999999999997,0.237,0.45899999999999996,0.027000000000000003,-4.11,-2.01,-2.38,-3.6,94.8,95.0,85.9,0.305,0.355,0.429,,,,,,,,,,,,,,,,,
2,2023-06-06,717869,Walk,walk,False,592626,659275,Joc Pederson,Dinelson Lamet,0,0,0,83725e3d-4ae7-4989-9524-a6f2fadd0153,659275.0,dinelsonlamet,Lamet,Right,Dinelson Lamet,11.71,6.2,27.2,90.0,87.0,89.0,0.778,10.41,7.48,13.66,2.28,1.09,0.18,0.449,0.135,0.461,0.37799999999999995,90.4,64.0,87.0,84.0,65.0,82.0,76.0,82.0,87.0,80.0,104.0,96.0,103.0,0.27699999999999997,0.237,0.45899999999999996,0.027000000000000003,-4.11,-2.01,-2.38,-3.6,94.8,95.0,85.9,0.305,0.355,0.429,,,,,,,,,,,,,,,,,
3,2023-06-06,717869,Groundout,field_out,True,605204,659275,J.D. Davis,Dinelson Lamet,0,0,1,10f5041a-a9e2-4c4d-950e-abbc1b03c24d,659275.0,dinelsonlamet,Lamet,Right,Dinelson Lamet,11.71,6.2,27.2,90.0,87.0,89.0,0.778,10.41,7.48,13.66,2.28,1.09,0.18,0.449,0.135,0.461,0.37799999999999995,90.4,64.0,87.0,84.0,65.0,82.0,76.0,82.0,87.0,80.0,104.0,96.0,103.0,0.27699999999999997,0.237,0.45899999999999996,0.027000000000000003,-4.11,-2.01,-2.38,-3.6,94.8,95.0,85.9,0.305,0.355,0.429,,,,,,,,,,,,,,,,,
4,2023-06-06,717869,Strikeout,strikeout,True,624424,659275,Michael Conforto,Dinelson Lamet,0,0,0,d33e1488-87b6-40a6-a3a8-1758457adf12,659275.0,dinelsonlamet,Lamet,Right,Dinelson Lamet,11.71,6.2,27.2,90.0,87.0,89.0,0.778,10.41,7.48,13.66,2.28,1.09,0.18,0.449,0.135,0.461,0.37799999999999995,90.4,64.0,87.0,84.0,65.0,82.0,76.0,82.0,87.0,80.0,104.0,96.0,103.0,0.27699999999999997,0.237,0.45899999999999996,0.027000000000000003,-4.11,-2.01,-2.38,-3.6,94.8,95.0,85.9,0.305,0.355,0.429,,,,,,,,,,,,,,,,,
5,2023-06-06,717869,Groundout,field_out,True,453568,605154,Charlie Blackmon,John Brebbia,0,0,0,4a3862f5-e597-4a0f-ad87-d417de293f3e,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,,,,108.0,107.0,107.0,,0.45799999999999996,0.539,0.003,1.09,,-0.13,6.56,94.5,,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,
6,2023-06-06,717869,Single,single,False,595777,605154,Jurickson Profar,John Brebbia,0,0,0,7b179925-7001-4a0b-b453-92afb199a6ef,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,,,,108.0,107.0,107.0,,0.45799999999999996,0.539,0.003,1.09,,-0.13,6.56,94.5,,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,
7,2023-06-06,717869,Double,double,False,641857,605154,Ryan McMahon,John Brebbia,1,0,1,83d71e54-8cf5-443b-8e64-52d79038e737,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,,,,108.0,107.0,107.0,,0.45799999999999996,0.539,0.003,1.09,,-0.13,6.56,94.5,,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,
8,2023-06-06,717869,Walk,walk,False,553869,605154,Elias Díaz,John Brebbia,1,0,0,d7837305-2e9d-4d57-a9ff-89c5161d3c46,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,,,,108.0,107.0,107.0,,0.45799999999999996,0.539,0.003,1.09,,-0.13,6.56,94.5,,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,
9,2023-06-06,717869,Lineout,field_out,True,545341,605154,Randal Grichuk,John Brebbia,0,0,0,75f6ebf3-43b8-48ed-bdcd-e710d9067dba,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,,,,108.0,107.0,107.0,,0.45799999999999996,0.539,0.003,1.09,,-0.13,6.56,94.5,,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,
