,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,FF_ba,FC_ba,CU_ba,CH_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-17,718532,Strikeout,strikeout,True,607043,669160,Brandon Nimmo,Dustin May,0,0,0,56192e91-6b39-45a4-9400-7307252f02aa,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
1,2023-04-17,718532,Flyout,field_out,True,516782,669160,Starling Marte,Dustin May,1,0,0,b0b7ae18-4657-47c2-b19a-73cff05fb0da,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
2,2023-04-17,718532,Flyout,field_out,True,596019,669160,Francisco Lindor,Dustin May,1,0,0,d5fb12e7-ba46-48bf-9c44-f7d7aef9e472,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
3,2023-04-17,718532,Strikeout,strikeout,True,605141,656849,Mookie Betts,David Peterson,0,0,0,74847820-14b6-4e71-aca9-a8709fb2e170,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,,,,0.253,0.273,,0.08800000000000001,0.18899999999999997,-0.83,,0.66,2.63,-1.35,92.7,,91.5,78.6,0.314,0.287,,0.2,0.325,105.0,99.0,102.0,0.19699999999999998,-2.58,85.3,0.268,,,,,,,,
4,2023-04-17,718532,Home Run,home_run,False,518692,656849,Freddie Freeman,David Peterson,0,0,0,9ddd86ec-46c3-4add-bd56-90628a532f9c,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,,,,0.253,0.273,,0.08800000000000001,0.18899999999999997,-0.83,,0.66,2.63,-1.35,92.7,,91.5,78.6,0.314,0.287,,0.2,0.325,105.0,99.0,102.0,0.19699999999999998,-2.58,85.3,0.268,,,,,,,,
5,2023-04-17,718532,Pop Out,field_out,True,502110,656849,J.D. Martinez,David Peterson,0,0,0,605faf7c-96ab-47df-b04e-c05f31f2bc77,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,,,,0.253,0.273,,0.08800000000000001,0.18899999999999997,-0.83,,0.66,2.63,-1.35,92.7,,91.5,78.6,0.314,0.287,,0.2,0.325,105.0,99.0,102.0,0.19699999999999998,-2.58,85.3,0.268,,,,,,,,
6,2023-04-17,718532,Strikeout,strikeout,True,621035,656849,Chris Taylor,David Peterson,0,0,0,95586b38-cf09-407d-9c07-9339f62e63d0,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.42200000000000004,0.13,0.33799999999999997,0.37799999999999995,85.3,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,,,,0.253,0.273,,0.08800000000000001,0.18899999999999997,-0.83,,0.66,2.63,-1.35,92.7,,91.5,78.6,0.314,0.287,,0.2,0.325,105.0,99.0,102.0,0.19699999999999998,-2.58,85.3,0.268,,,,,,,,
7,2023-04-17,718532,Single,single,False,624413,669160,Pete Alonso,Dustin May,1,0,0,36dc8efb-1dd2-4a02-8676-a23983897ed7,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
8,2023-04-17,718532,Grounded Into DP,grounded_into_double_play,True,643446,669160,Jeff McNeil,Dustin May,1,0,1,db258093-b9d6-4555-8ae9-3d00d99c153a,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
9,2023-04-17,718532,Single,single,False,592192,669160,Mark Canha,Dustin May,0,0,0,9c90a145-ed1b-4d94-8403-184fe23afd53,669160.0,dustinmay,May,Right,Dustin May,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.45899999999999996,90.9,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,113.0,111.0,107.0,0.335,0.26899999999999996,0.14800000000000002,0.203,0.045,0.48,3.03,3.59,0.6,2.6,97.3,93.0,96.6,86.3,0.161,0.22,0.161,0.167,0.1,,,,,,,,,,,,,,,
