,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,SL_ba,FF_ba,ST_ba,SI_ba,CU_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-08-16,716976,Walk,walk,False,668731,628317,Akil Baddoo,Kenta Maeda,0,0,0,8d7d1f62-6934-43ab-b2d8-3b09fb3ad945,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
1,2023-08-16,716976,Strikeout,strikeout,True,682985,628317,Riley Greene,Kenta Maeda,0,0,0,a51e068f-3cce-4f4a-8455-327b0d9fb583,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
2,2023-08-16,716976,Single,single,False,663837,628317,Matt Vierling,Kenta Maeda,1,0,1,ed04e8f9-e5b4-44c0-a349-2a0052d1f6c6,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
3,2023-08-16,716976,Strikeout,strikeout,True,679529,628317,Spencer Torkelson,Kenta Maeda,0,0,0,a6adbc97-aeec-4765-aada-5e61bace2c48,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
4,2023-08-16,716976,Strikeout,strikeout,True,681481,628317,Kerry Carpenter,Kenta Maeda,0,0,0,7be561bc-2fad-493e-89f8-0049019d51f8,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.27399999999999997,0.319,0.306,0.036000000000000004,0.35,1.6,-0.88,-0.07,-2.4,91.0,84.1,90.3,81.6,76.4,0.182,0.247,0.275,0.206,0.385,0.333,,,,,,,,,,,,,,
5,2023-08-16,716976,Single,single,False,666397,681857,Edouard Julien,Reese Olson,0,0,0,eac203e4-41b8-4f22-b3a2-69836cfb5f00,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,,,,0.2,0.285,,0.306,0.057999999999999996,0.85,,1.25,-0.14,0.83,94.8,,94.8,84.8,78.8,,0.217,0.171,,0.278,0.167,87.8,98.0,94.0,97.0,0.151,0.98,0.208,,,,,,,
6,2023-08-16,716976,Strikeout,strikeout,True,593871,681857,Jorge Polanco,Reese Olson,0,0,1,9c2df3d9-37ef-4e17-9a35-e1dfa38f09f4,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,,,,0.2,0.285,,0.306,0.057999999999999996,0.85,,1.25,-0.14,0.83,94.8,,94.8,84.8,78.8,,0.217,0.171,,0.278,0.167,87.8,98.0,94.0,97.0,0.151,0.98,0.208,,,,,,,
7,2023-08-16,716976,Walk,walk,False,596146,681857,Max Kepler,Reese Olson,1,0,0,ef950d48-41d6-42de-bfc8-05de8f35043a,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,,,,0.2,0.285,,0.306,0.057999999999999996,0.85,,1.25,-0.14,0.83,94.8,,94.8,84.8,78.8,,0.217,0.171,,0.278,0.167,87.8,98.0,94.0,97.0,0.151,0.98,0.208,,,,,,,
8,2023-08-16,716976,Double,double,False,668904,681857,Royce Lewis,Reese Olson,1,0,1,c112384f-bea7-4a7f-a741-6967bbd618b4,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,,,,0.2,0.285,,0.306,0.057999999999999996,0.85,,1.25,-0.14,0.83,94.8,,94.8,84.8,78.8,,0.217,0.171,,0.278,0.167,87.8,98.0,94.0,97.0,0.151,0.98,0.208,,,,,,,
9,2023-08-16,716976,Flyout,field_out,True,670242,681857,Matt Wallner,Reese Olson,0,0,0,9215b876-5bba-497a-b9fc-30928fa81f22,681857.0,reeseolson,Olson,Right,Reese Olson,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.18899999999999997,0.4,0.13,0.354,0.4,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,,,,0.2,0.285,,0.306,0.057999999999999996,0.85,,1.25,-0.14,0.83,94.8,,94.8,84.8,78.8,,0.217,0.171,,0.278,0.167,87.8,98.0,94.0,97.0,0.151,0.98,0.208,,,,,,,
