,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,FC_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-17,717372,Flyout,field_out,True,605141,680570,Mookie Betts,Grayson Rodriguez,0,0,0,974cd7f6-3c26-449e-8776-d9e5a6b76651,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
1,2023-07-17,717372,Groundout,field_out,True,518692,680570,Freddie Freeman,Grayson Rodriguez,1,1,0,f43b6c2a-b29d-48cb-8df6-cac79e9fec9c,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
2,2023-07-17,717372,Single,single,False,669257,680570,Will Smith,Grayson Rodriguez,1,0,0,032c017f-123d-4515-8579-a38329b3f143,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
3,2023-07-17,717372,Strikeout,strikeout,True,571970,680570,Max Muncy,Grayson Rodriguez,0,0,0,88dfc764-ee6c-4284-b871-f0ba02106c08,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.342,0.201,0.153,0.176,0.333,,,,,,,,,,,,,,
4,2023-07-17,717372,Flyout,field_out,True,683002,686218,Gunnar Henderson,Emmet Sheehan,0,0,0,dd9e53f7-2931-4466-bebf-dccc818daf69,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,,,,0.6,,0.228,,0.172,0.04,,1.57,,0.51,95.4,,85.8,,0.24,0.178,0.091,,,0.19,,,,,,,,,,,,,
5,2023-07-17,717372,Walk,walk,False,668939,686218,Adley Rutschman,Emmet Sheehan,1,0,0,9b1ea737-1dfa-40cc-9c7b-2c91257fdceb,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,,,,0.6,,0.228,,0.172,0.04,,1.57,,0.51,95.4,,85.8,,0.24,0.178,0.091,,,0.19,,,,,,,,,,,,,
6,2023-07-17,717372,Forceout,force_out,True,623993,686218,Anthony Santander,Emmet Sheehan,1,0,1,350e21fa-9f67-483e-a343-bfac57cb5fc3,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,,,,0.6,,0.228,,0.172,0.04,,1.57,,0.51,95.4,,85.8,,0.24,0.178,0.091,,,0.19,,,,,,,,,,,,,
7,2023-07-17,717372,Single,single,False,656811,686218,Ryan O'Hearn,Emmet Sheehan,0,0,1,4c6d50f1-f5c0-4978-9c59-61bd30e00cd3,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,,,,0.6,,0.228,,0.172,0.04,,1.57,,0.51,95.4,,85.8,,0.24,0.178,0.091,,,0.19,,,,,,,,,,,,,
8,2023-07-17,717372,Double,double,False,663624,686218,Ryan Mountcastle,Emmet Sheehan,0,0,1,a319ab55-e23f-4e4b-a8b6-da9cb16ed4c1,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,,,,0.6,,0.228,,0.172,0.04,,1.57,,0.51,95.4,,85.8,,0.24,0.178,0.091,,,0.19,,,,,,,,,,,,,
9,2023-07-17,717372,Strikeout,strikeout,True,543305,686218,Aaron Hicks,Emmet Sheehan,0,0,0,ad971333-f90a-4c39-8cbf-cdbe4f8ab871,686218.0,emmetsheehan,Sheehan,Right,Emmet Sheehan,4.92,3.5,60.1,95.0,101.0,97.0,0.732,9.55,3.88,6.86,1.64,0.62,0.21,0.433,0.121,0.287,0.395,82.9,74.0,99.0,100.0,,,,104.0,96.0,95.0,112.0,98.0,103.0,,,,0.6,,0.228,,0.172,0.04,,1.57,,0.51,95.4,,85.8,,0.24,0.178,0.091,,,0.19,,,,,,,,,,,,,
