,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,CH_ba,SL_ba,ST_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FO%,CU%,wFO/C,wCU/C,vFO,vCU,FC_ba,FS_ba,CU_ba
0,2023-04-20,718503,Single,single,False,607043,640455,Brandon Nimmo,Sean Manaea,1,1,0,f9c3ef8e-e96a-4dc8-8299-ec5e49e1d378,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,
1,2023-04-20,718503,Grounded Into DP,grounded_into_double_play,True,592192,640455,Mark Canha,Sean Manaea,1,0,1,3f2bdb4c-fa2f-46ed-9b61-cae445e50487,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,
2,2023-04-20,718503,Strikeout,strikeout,True,596019,640455,Francisco Lindor,Sean Manaea,0,0,0,d91c70d1-9c4f-4f26-9e15-ecb7b33b11c3,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,
3,2023-04-20,718503,Walk,walk,False,664774,673540,LaMonte Wade Jr.,Kodai Senga,1,0,0,2ad9956b-02c8-43c5-90a6-4ccc3016ece6,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.25,0.11599999999999999,,0.17,2.52,,-0.96,,95.7,90.8,,82.7,0.244,,0.219,0.333,,91.0,90.0,87.0,93.0,95.0,93.0,0.237,0.027000000000000003,0.95,-0.23,83.2,72.8,0.244,0.11,0.125
4,2023-04-20,718503,Flyout,field_out,True,642731,673540,Thairo Estrada,Kodai Senga,0,0,0,091e07ca-cdd6-4112-bbd5-87157ec8b623,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.25,0.11599999999999999,,0.17,2.52,,-0.96,,95.7,90.8,,82.7,0.244,,0.219,0.333,,91.0,90.0,87.0,93.0,95.0,93.0,0.237,0.027000000000000003,0.95,-0.23,83.2,72.8,0.244,0.11,0.125
5,2023-04-20,718503,Strikeout,strikeout,True,624424,673540,Michael Conforto,Kodai Senga,0,0,0,3270287e-9419-4494-a942-5ba989a68215,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.25,0.11599999999999999,,0.17,2.52,,-0.96,,95.7,90.8,,82.7,0.244,,0.219,0.333,,91.0,90.0,87.0,93.0,95.0,93.0,0.237,0.027000000000000003,0.95,-0.23,83.2,72.8,0.244,0.11,0.125
6,2023-04-20,718503,Single,single,False,605204,673540,J.D. Davis,Kodai Senga,0,0,1,afadde1c-3224-4fdc-aa84-d04bb5196b9b,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.25,0.11599999999999999,,0.17,2.52,,-0.96,,95.7,90.8,,82.7,0.244,,0.219,0.333,,91.0,90.0,87.0,93.0,95.0,93.0,0.237,0.027000000000000003,0.95,-0.23,83.2,72.8,0.244,0.11,0.125
7,2023-04-20,718503,Groundout,field_out,True,573262,673540,Mike Yastrzemski,Kodai Senga,1,1,0,6dab0b95-6585-4097-b58b-2a10b2b5360e,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,,,,,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.25,0.11599999999999999,,0.17,2.52,,-0.96,,95.7,90.8,,82.7,0.244,,0.219,0.333,,91.0,90.0,87.0,93.0,95.0,93.0,0.237,0.027000000000000003,0.95,-0.23,83.2,72.8,0.244,0.11,0.125
8,2023-04-20,718503,Walk,walk,False,624413,640455,Pete Alonso,Sean Manaea,1,0,0,ab0260ed-821d-4cbf-941b-e6983028c732,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,
9,2023-04-20,718503,Lineout,field_out,True,502054,640455,Tommy Pham,Sean Manaea,0,0,1,fa8d5f4a-a9f8-491a-9c70-4e48669ba45f,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,
