,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SI_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-11,717807,Strikeout,strikeout,True,657041,693821,Lane Thomas,Bryce Elder,0,0,0,b535446a-7005-49b8-94a0-5092774b3f89,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
1,2023-06-11,717807,Single,single,False,671277,693821,Luis García Jr.,Bryce Elder,0,0,0,6cd9bc7d-963a-4fd6-b1ad-6184cd750956,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
2,2023-06-11,717807,Lineout,field_out,True,608841,693821,Joey Meneses,Bryce Elder,1,0,0,9d449ffd-331e-4e4b-9169-f9c15d6c6c24,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
3,2023-06-11,717807,Groundout,field_out,True,600869,693821,Jeimer Candelario,Bryce Elder,1,1,0,96b2f963-6186-40b2-8dfe-b5088c537c9d,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
4,2023-06-11,717807,Single,single,False,660670,592866,Ronald Acuña Jr.,Trevor Williams,0,0,0,6bb8ee14-757c-452f-a6f1-3f644753957c,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
5,2023-06-11,717807,Home Run,home_run,False,621566,592866,Matt Olson,Trevor Williams,1,0,1,805e7d76-7e3c-41d8-ad49-a3e6d118015d,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
6,2023-06-11,717807,Strikeout,strikeout,True,663586,592866,Austin Riley,Trevor Williams,0,0,0,6329720b-a666-4e04-9490-ee49ed9b881f,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
7,2023-06-11,717807,Flyout,field_out,True,669221,592866,Sean Murphy,Trevor Williams,0,0,0,fd66d14b-f318-4520-b20f-e13bbeb9d5fe,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
8,2023-06-11,717807,Flyout,field_out,True,542303,592866,Marcell Ozuna,Trevor Williams,0,0,0,4831c0d3-432f-4bda-ad6e-e82a94230642,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
9,2023-06-11,717807,Flyout,field_out,True,572816,693821,Corey Dickerson,Bryce Elder,0,0,0,4d958ab2-4e56-4337-be24-4f524d2f9d22,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
10,2023-06-11,717807,Flyout,field_out,True,660688,693821,Keibert Ruiz,Bryce Elder,0,0,0,ce390330-3fe5-4204-86ec-a92fc7d25c4f,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
11,2023-06-11,717807,Groundout,field_out,True,642086,693821,Dominic Smith,Bryce Elder,1,0,0,9e8d3bee-2fea-4804-b6c5-548c9571cddb,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
12,2023-06-11,717807,Groundout,field_out,True,592696,592866,Eddie Rosario,Trevor Williams,1,0,0,1bf69fd6-d8c9-4d1f-a838-be8ccd2e306f,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
13,2023-06-11,717807,Groundout,field_out,True,645277,592866,Ozzie Albies,Trevor Williams,0,0,0,c55c3e07-5043-4d3a-a696-f1c1d1c3bbb3,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
14,2023-06-11,717807,Single,single,False,606115,592866,Orlando Arcia,Trevor Williams,1,1,0,b61b51ba-ba6b-41d9-90a6-217c080e076f,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
15,2023-06-11,717807,Single,single,False,671739,592866,Michael Harris II,Trevor Williams,1,0,1,f525f53a-a566-4d33-959b-7b8a03432e23,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
16,2023-06-11,717807,Strikeout,strikeout,True,660670,592866,Ronald Acuña Jr.,Trevor Williams,0,0,0,cd680a41-7c15-4214-b04e-473e01f0e720,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
17,2023-06-11,717807,Single,single,False,682928,693821,CJ Abrams,Bryce Elder,0,0,0,bdf02e14-2e5e-4af1-8507-b5f09c9f89f5,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
18,2023-06-11,717807,Double Play,double_play,True,669743,693821,Alex Call,Bryce Elder,0,0,1,93fe0f09-7b0a-4198-a794-a0e094e94907,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
19,2023-06-11,717807,Groundout,field_out,True,657041,693821,Lane Thomas,Bryce Elder,1,1,0,526042c4-5c92-4bf7-9352-d03f407ed0c2,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
20,2023-06-11,717807,Groundout,field_out,True,621566,592866,Matt Olson,Trevor Williams,0,0,0,51661beb-e3dc-4ae2-be7c-ca2e713c6606,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
21,2023-06-11,717807,Groundout,field_out,True,663586,592866,Austin Riley,Trevor Williams,0,0,0,47e46458-6725-41e0-9f85-b48be4519ebd,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
22,2023-06-11,717807,Strikeout,strikeout,True,669221,592866,Sean Murphy,Trevor Williams,0,0,0,936981ac-b920-48ee-9b5f-56681cefbf03,592866.0,trevorwilliams,Williams,Right,Trevor Williams,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.32899999999999996,0.387,83.3,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,88.2,80.9,0.325,0.314,0.283,0.315,97.0,95.0,95.0,0.069,-1.93,76.7,0.314,0.313,,,,,,,
23,2023-06-11,717807,Groundout,field_out,True,671277,693821,Luis García Jr.,Bryce Elder,0,0,0,18ee702d-1f9c-4ad8-a126-634766e908b3,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
24,2023-06-11,717807,Groundout,field_out,True,608841,693821,Joey Meneses,Bryce Elder,1,0,0,cf83c384-4566-4680-879c-98290bfbb76a,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.13699999999999998,-1.13,0.01,0.97,1.3,90.7,89.5,82.7,0.28,0.21,0.286,0.188,,,,,,,,,,,,,,,
