,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,FC_ba,FF_ba,ST_ba,CU_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,SL_ba,CH_ba
0,2023-04-24,718441,Groundout,field_out,True,668731,607067,Akil Baddoo,Colin Rea,0,0,0,5386e92e-fd8f-418f-aa3a-5987b989ba0d,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
1,2023-04-24,718441,Groundout,field_out,True,682985,607067,Riley Greene,Colin Rea,1,1,0,15d05842-7731-4e65-86a4-2df7a2fa8f11,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
2,2023-04-24,718441,Walk,walk,False,595879,607067,Javier Báez,Colin Rea,0,0,0,14da1558-4729-4928-b204-242924b11c9a,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
3,2023-04-24,718441,Single,single,False,665155,607067,Nick Maton,Colin Rea,0,0,1,05bd71bf-4b30-465f-a0c4-80bb44989732,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
4,2023-04-24,718441,Strikeout,strikeout,True,681481,607067,Kerry Carpenter,Colin Rea,0,0,0,65cac7c5-a50f-4477-ae40-be7213e9d9c1,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
5,2023-04-24,718441,Strikeout,strikeout,True,670712,571510,Mike Brosseau,Matthew Boyd,0,0,0,6278d26b-22d7-48b1-b039-2cbc98ef6267,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,0.07400000000000001,-0.64,,,2.52,0.57,-2.52,91.4,,,90.8,79.6,73.8,0.207,,0.281,,0.4,,80.2,87.0,97.0,101.0,0.18600000000000003,0.56,0.203,0.245
6,2023-04-24,718441,Strikeout,strikeout,True,642715,571510,Willy Adames,Matthew Boyd,0,0,0,8b5f566e-a7e3-4dd6-b8ec-87bcd9be3bc5,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,0.07400000000000001,-0.64,,,2.52,0.57,-2.52,91.4,,,90.8,79.6,73.8,0.207,,0.281,,0.4,,80.2,87.0,97.0,101.0,0.18600000000000003,0.56,0.203,0.245
7,2023-04-24,718441,Home Run,home_run,False,661388,571510,William Contreras,Matthew Boyd,1,0,0,c1b23202-e4f3-4e49-be6e-36253de801aa,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,0.07400000000000001,-0.64,,,2.52,0.57,-2.52,91.4,,,90.8,79.6,73.8,0.207,,0.281,,0.4,,80.2,87.0,97.0,101.0,0.18600000000000003,0.56,0.203,0.245
8,2023-04-24,718441,Strikeout,strikeout,True,605119,571510,Brian Anderson,Matthew Boyd,0,0,0,8053a1b5-6ee4-4a9c-9816-36b3ae5050ca,571510.0,matthewboyd,Boyd,Left,Matthew Boyd,5.45,4.24,71.0,98.0,86.0,96.0,0.7170000000000001,9.25,3.17,8.75,1.39,0.9,0.222,0.39399999999999996,0.153,0.32,0.379,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,,,,,,,0.07,0.386,,,0.284,0.07400000000000001,-0.64,,,2.52,0.57,-2.52,91.4,,,90.8,79.6,73.8,0.207,,0.281,,0.4,,80.2,87.0,97.0,101.0,0.18600000000000003,0.56,0.203,0.245
9,2023-04-24,718441,Single,single,False,679529,607067,Spencer Torkelson,Colin Rea,0,0,0,3d8cd609-2df5-42c1-ae3a-cbd06bd6d471,607067.0,colinrea,Rea,Right,Colin Rea,4.55,4.42,124.2,104.0,89.0,99.0,0.7859999999999999,7.94,2.74,7.94,1.66,1.16,0.21600000000000003,0.436,0.12300000000000001,0.359,0.419,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,87.0,99.0,95.0,62.0,96.0,91.0,0.299,0.193,0.265,0.055999999999999994,0.109,0.079,2.43,-0.01,-5.76,0.31,-0.31,-0.94,93.2,86.7,86.0,92.6,83.1,78.8,0.253,0.245,0.135,0.226,0.242,0.44,,,,,,,,
