,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,FC_ba,ST_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SL_ba
0,2023-09-03,716738,Single,single,False,643565,686730,Mike Tauchman,Carson Spiers,1,0,0,f7d60c8b-7c43-45ef-8ef1-0daec6d951a9,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,
1,2023-09-03,716738,Strikeout,strikeout,True,663538,686730,Nico Hoerner,Carson Spiers,0,0,0,d21e749a-2e6e-4b5c-97c2-73548f6fee40,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,
2,2023-09-03,716738,Single,single,False,664023,686730,Ian Happ,Carson Spiers,0,0,1,c4072453-3cfb-42eb-8303-25fd42833d5f,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,
3,2023-09-03,716738,Single,single,False,641355,686730,Cody Bellinger,Carson Spiers,1,0,1,bbbd7026-3e2a-4605-9e4e-96dd5ad2f7d5,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,
4,2023-09-03,716738,Flyout,field_out,True,621020,686730,Dansby Swanson,Carson Spiers,0,0,0,484496d7-c60b-4290-b903-f7b8bae4e76e,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,
5,2023-09-03,716738,Strikeout,strikeout,True,673548,686730,Seiya Suzuki,Carson Spiers,0,0,0,5f21b32d-ab1e-410f-9ec4-a054c9e6863b,686730.0,carsonspiers,Spiers,Right,Carson Spiers,6.92,4.3,13.0,100.0,95.0,95.0,0.7929999999999999,8.31,4.85,12.46,0.69,0.55,0.244,0.267,0.244,0.17800000000000002,0.409,85.1,52.0,95.0,78.0,86.0,99.0,88.0,97.0,109.0,102.0,121.0,104.0,115.0,106.0,95.0,92.0,0.158,0.268,0.23399999999999999,0.21,0.131,0.01,-4.63,2.98,1.93,-4.99,93.2,88.6,92.8,82.4,0.188,0.533,0.214,0.571,0.0,,,,,,,,,,,,,,,
6,2023-09-03,716738,Strikeout,strikeout,True,605361,592791,Nick Martini,Jameson Taillon,0,0,0,5f836660-0f75-4551-9580-3228b967cde1,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.031,-0.69,-0.32,0.9,0.75,-0.22,93.7,88.6,93.9,80.9,0.261,0.311,0.233,0.28,0.296,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,,,,,,,,
7,2023-09-03,716738,Home Run,home_run,False,670770,592791,TJ Friedl,Jameson Taillon,0,0,0,917c2541-fcc0-4f3a-8100-2541d87d451b,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.031,-0.69,-0.32,0.9,0.75,-0.22,93.7,88.6,93.9,80.9,0.261,0.311,0.233,0.28,0.296,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,,,,,,,,
8,2023-09-03,716738,Home Run,home_run,False,668715,592791,Spencer Steer,Jameson Taillon,1,0,0,c728b32a-df2a-4dd6-b0ce-a53ee0bc0c3d,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.031,-0.69,-0.32,0.9,0.75,-0.22,93.7,88.6,93.9,80.9,0.261,0.311,0.233,0.28,0.296,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,,,,,,,,
9,2023-09-03,716738,Strikeout,strikeout,True,682829,592791,Elly De La Cruz,Jameson Taillon,0,0,0,9b68830d-f71f-4707-a48f-fa8773510d9f,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.43700000000000006,86.5,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.031,-0.69,-0.32,0.9,0.75,-0.22,93.7,88.6,93.9,80.9,0.261,0.311,0.233,0.28,0.296,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,,,,,,,,
