,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,SL_ba,FF_ba,CU_ba,CH_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-21,718091,Lineout,field_out,True,656976,672710,Pavin Smith,Roansy Contreras,1,0,0,f2331420-48ae-4745-9e35-ea4bf62a76e8,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
1,2023-05-21,718091,Strikeout,strikeout,True,606466,672710,Ketel Marte,Roansy Contreras,0,0,0,0ffdd6ac-3b1b-4045-94cd-012f404fdc6a,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
2,2023-05-21,718091,Home Run,home_run,False,682998,672710,Corbin Carroll,Roansy Contreras,1,1,0,be212db6-20f6-4403-92cc-4da38c582290,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
3,2023-05-21,718091,Flyout,field_out,True,572233,672710,Christian Walker,Roansy Contreras,0,0,0,3459ca60-8be1-4a89-8f87-33d1bc092507,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
4,2023-05-21,718091,Strikeout,strikeout,True,457705,518876,Andrew McCutchen,Merrill Kelly,0,0,0,f152f193-415e-45e6-8ef6-58cf3e50f24c,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
5,2023-05-21,718091,Groundout,field_out,True,668804,518876,Bryan Reynolds,Merrill Kelly,0,0,0,dd5ae5a9-f4ea-4fe7-bbaf-a06092e8f3c4,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
6,2023-05-21,718091,Pop Out,field_out,True,669261,518876,Jack Suwinski,Merrill Kelly,0,0,0,958d829d-475b-4ba4-a7ad-06e032979f24,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
7,2023-05-21,718091,Lineout,field_out,True,666971,672710,Lourdes Gurriel Jr.,Roansy Contreras,0,0,0,3c29eec8-0b58-4d4c-b5cc-da2b1927d9a1,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
8,2023-05-21,718091,Walk,walk,False,668942,672710,Josh Rojas,Roansy Contreras,1,0,0,72f2b182-35f7-4b16-a44e-42df5e5c0a9b,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
9,2023-05-21,718091,Flyout,field_out,True,666150,672710,Dominic Fletcher,Roansy Contreras,1,0,0,1033d797-c93c-4959-956b-8e36dcbe1588,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
10,2023-05-21,718091,Pop Out,field_out,True,672695,672710,Geraldo Perdomo,Roansy Contreras,0,0,0,b0750b02-8938-4cc2-ba35-78c08e02ae51,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,89.4,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,0.402,0.44299999999999995,0.11699999999999999,0.039,-2.43,0.86,-1.73,2.33,94.3,83.6,76.8,0.227,0.381,0.222,0.273,0.0,,,,,,,,,,,,,,,,,,,,,
11,2023-05-21,718091,Strikeout,strikeout,True,467793,518876,Carlos Santana,Merrill Kelly,0,0,0,ededfe7a-7355-42e8-9820-c2f05f6e17bb,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
12,2023-05-21,718091,Flyout,field_out,True,663647,518876,Ke'Bryan Hayes,Merrill Kelly,1,0,0,75a162c6-d074-4dd1-8ddd-e8c607451981,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
13,2023-05-21,718091,Walk,walk,False,656582,518876,Connor Joe,Merrill Kelly,1,0,0,51da71ab-0a57-4780-802e-b351c8d1799e,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
14,2023-05-21,718091,Lineout,field_out,True,666801,518876,Rodolfo Castro,Merrill Kelly,1,0,1,c418e5d0-b61f-4614-b08f-7bda67a980a7,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,88.7,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,85.5,82.1,0.217,0.224,0.268,0.18,,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.18100000000000002,0.88,0.83,90.8,92.4,0.261,0.22,,,,,,,
