,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CU_ba,FC_ba,FF_ba,ST_ba,CH_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-20,718093,Flyout,field_out,True,592885,621107,Christian Yelich,Zach Eflin,0,0,0,1c1cbbc9-c205-43ea-84a4-a0ff29202eef,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,0.319,0.062,0.261,0.044000000000000004,0.263,0.051,2.53,-0.01,1.09,0.79,1.27,-0.61,92.9,88.5,92.2,80.0,79.1,0.259,0.185,0.307,0.104,0.179,0.192,0.6,,,,,,,,,,,,
1,2023-05-20,718093,Strikeout,strikeout,True,608385,621107,Jesse Winker,Zach Eflin,0,0,0,96a783b7-4924-4b33-a0a8-0b1c4ab955e9,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,0.319,0.062,0.261,0.044000000000000004,0.263,0.051,2.53,-0.01,1.09,0.79,1.27,-0.61,92.9,88.5,92.2,80.0,79.1,0.259,0.185,0.307,0.104,0.179,0.192,0.6,,,,,,,,,,,,
2,2023-05-20,718093,Flyout,field_out,True,642715,621107,Willy Adames,Zach Eflin,1,0,0,987a611a-3e2b-434c-ae4a-6648714efc59,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,0.319,0.062,0.261,0.044000000000000004,0.263,0.051,2.53,-0.01,1.09,0.79,1.27,-0.61,92.9,88.5,92.2,80.0,79.1,0.259,0.185,0.307,0.104,0.179,0.192,0.6,,,,,,,,,,,,
3,2023-05-20,718093,Groundout,field_out,True,650490,641778,Yandy Díaz,Eric Lauer,1,0,0,024fbf7e-8a05-4472-b377-7c6092e24d38,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,,,,89.0,105.0,100.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,,2.07,-6.37,-17.68,90.8,86.7,,82.6,75.3,,0.412,0.309,0.261,,,0.188,,,,,,,,,,,,
4,2023-05-20,718093,Groundout,field_out,True,677551,641778,Wander Franco,Eric Lauer,0,0,0,9d4bcdd8-97b3-4af7-b3e0-419536c8c1ca,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,,,,89.0,105.0,100.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,,2.07,-6.37,-17.68,90.8,86.7,,82.6,75.3,,0.412,0.309,0.261,,,0.188,,,,,,,,,,,,
5,2023-05-20,718093,Home Run,home_run,False,623912,641778,Harold Ramírez,Eric Lauer,0,0,0,9d6f96b3-1195-4e81-b617-a2b601923322,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,,,,89.0,105.0,100.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,,2.07,-6.37,-17.68,90.8,86.7,,82.6,75.3,,0.412,0.309,0.261,,,0.188,,,,,,,,,,,,
6,2023-05-20,718093,Walk,walk,False,668227,641778,Randy Arozarena,Eric Lauer,1,0,0,97499d95-e85e-49bf-9122-126deb4dddbb,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,,,,89.0,105.0,100.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,,2.07,-6.37,-17.68,90.8,86.7,,82.6,75.3,,0.412,0.309,0.261,,,0.188,,,,,,,,,,,,
7,2023-05-20,718093,Pop Out,field_out,True,670623,641778,Isaac Paredes,Eric Lauer,0,0,0,a83c24b5-7ae0-442f-b054-34187937a6f3,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,,,,89.0,105.0,100.0,82.0,93.0,87.0,,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,,2.07,-6.37,-17.68,90.8,86.7,,82.6,75.3,,0.412,0.309,0.261,,,0.188,,,,,,,,,,,,
8,2023-05-20,718093,Groundout,field_out,True,642133,621107,Rowdy Tellez,Zach Eflin,0,0,0,3cededce-7d2c-4a6d-938e-0f20528f2610,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,0.319,0.062,0.261,0.044000000000000004,0.263,0.051,2.53,-0.01,1.09,0.79,1.27,-0.61,92.9,88.5,92.2,80.0,79.1,0.259,0.185,0.307,0.104,0.179,0.192,0.6,,,,,,,,,,,,
9,2023-05-20,718093,Groundout,field_out,True,605119,621107,Brian Anderson,Zach Eflin,1,0,0,08a1633c-bffe-41fc-81d7-de9b81258c42,621107.0,zacheflin,Eflin,Right,Zach Eflin,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.34299999999999997,0.449,86.4,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,0.319,0.062,0.261,0.044000000000000004,0.263,0.051,2.53,-0.01,1.09,0.79,1.27,-0.61,92.9,88.5,92.2,80.0,79.1,0.259,0.185,0.307,0.104,0.179,0.192,0.6,,,,,,,,,,,,
