,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FC_ba,FF_ba,CU_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,CH_ba,SI_ba,ST_ba,FS_ba
0,2023-05-09,718241,Home Run,home_run,False,605141,641778,Mookie Betts,Eric Lauer,0,0,0,db6c4461-890c-47a8-99a9-6fbd45b8dac0,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,2.07,-6.37,-17.68,90.8,86.7,82.6,75.3,0.309,0.261,0.412,0.188,,,,,,,,,,,,,,,,
1,2023-05-09,718241,Walk,walk,False,518692,641778,Freddie Freeman,Eric Lauer,0,0,0,81f9bcf5-e16b-45a8-a581-359ed722e291,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,2.07,-6.37,-17.68,90.8,86.7,82.6,75.3,0.309,0.261,0.412,0.188,,,,,,,,,,,,,,,,
2,2023-05-09,718241,Sac Fly,sac_fly,True,669257,641778,Will Smith,Eric Lauer,1,1,1,880dadc0-afbe-4ca7-b8f2-4ef5df8cb727,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,2.07,-6.37,-17.68,90.8,86.7,82.6,75.3,0.309,0.261,0.412,0.188,,,,,,,,,,,,,,,,
3,2023-05-09,718241,Lineout,field_out,True,621035,641778,Chris Taylor,Eric Lauer,1,0,0,1f7390f1-81c3-4fdb-b689-46c3c180ecce,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,2.07,-6.37,-17.68,90.8,86.7,82.6,75.3,0.309,0.261,0.412,0.188,,,,,,,,,,,,,,,,
4,2023-05-09,718241,Flyout,field_out,True,571970,641778,Max Muncy,Eric Lauer,0,0,0,a4c14ff6-8bb5-4ff9-a4b7-5fc8f948575c,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,2.07,-6.37,-17.68,90.8,86.7,82.6,75.3,0.309,0.261,0.412,0.188,,,,,,,,,,,,,,,,
5,2023-05-09,718241,Single,single,False,592885,592789,Christian Yelich,Noah Syndergaard,1,0,0,19b6675d-0c51-415a-a0ea-bffccd325d4c,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.141,0.222,0.68,-0.49,-2.33,-0.93,-2.71,92.2,89.5,85.0,77.9,0.333,0.208,0.233,0.24,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,1.25,-1.16,87.7,92.3,0.286,0.363,,
6,2023-05-09,718241,Walk,walk,False,608385,592789,Jesse Winker,Noah Syndergaard,1,0,1,95bd2bdc-afa2-4e77-8e26-e546d1aac8db,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.141,0.222,0.68,-0.49,-2.33,-0.93,-2.71,92.2,89.5,85.0,77.9,0.333,0.208,0.233,0.24,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,1.25,-1.16,87.7,92.3,0.286,0.363,,
7,2023-05-09,718241,Flyout,field_out,True,642715,592789,Willy Adames,Noah Syndergaard,0,0,0,9f2e3d17-9b05-4d1c-986d-c8f8cfd68008,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.141,0.222,0.68,-0.49,-2.33,-0.93,-2.71,92.2,89.5,85.0,77.9,0.333,0.208,0.233,0.24,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,1.25,-1.16,87.7,92.3,0.286,0.363,,
8,2023-05-09,718241,Grounded Into DP,grounded_into_double_play,True,642133,592789,Rowdy Tellez,Noah Syndergaard,1,0,1,cd927b69-f657-4eea-b656-7179f9f8fbf4,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.141,0.222,0.68,-0.49,-2.33,-0.93,-2.71,92.2,89.5,85.0,77.9,0.333,0.208,0.233,0.24,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,1.25,-1.16,87.7,92.3,0.286,0.363,,
9,2023-05-09,718241,Strikeout,strikeout,True,678246,641778,Miguel Vargas,Eric Lauer,0,0,0,03f32c57-215d-4f3f-bc1f-f1695819b977,641778.0,ericlauer,Lauer,Left,Eric Lauer,6.56,7.54,46.2,97.0,82.0,90.0,0.8109999999999999,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.43799999999999994,0.431,82.8,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.43200000000000005,0.358,0.078,0.124,0.006999999999999999,-1.01,-2.06,2.07,-6.37,-17.68,90.8,86.7,82.6,75.3,0.309,0.261,0.412,0.188,,,,,,,,,,,,,,,,
