,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vKC,FF_ba,CU_ba,CH_ba,FC_ba,SL_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-04-26,718418,Groundout,field_out,True,677951,668678,Bobby Witt Jr.,Zac Gallen,1,0,0,27a8308f-f391-42e6-8000-826c86147cfe,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
1,2023-04-26,718418,Single,single,False,686469,668678,Vinnie Pasquantino,Zac Gallen,0,0,0,968211ab-e87a-4e96-b0c2-1641255b5fa3,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
2,2023-04-26,718418,Single,single,False,669004,668678,MJ Melendez,Zac Gallen,0,0,1,324197b2-c9b0-4822-ad6a-1fa2b409ceba,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
3,2023-04-26,718418,Strikeout,strikeout,True,658668,668678,Edward Olivares,Zac Gallen,0,0,0,0829fa31-bf36-4efc-bc8e-71ef368f51c6,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
4,2023-04-26,718418,Strikeout,strikeout,True,686681,668678,Michael Massey,Zac Gallen,0,0,0,3e54d5ab-8122-480e-9678-7a6eb160ab17,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
5,2023-04-26,718418,Hit By Pitch,hit_by_pitch,False,606466,642232,Ketel Marte,Ryan Yarbrough,1,1,0,e47d55af-74df-45c4-914c-da0b3f73c17f,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
6,2023-04-26,718418,Pop Out,field_out,True,656896,642232,Emmanuel Rivera,Ryan Yarbrough,0,0,0,9513005d-359f-4fe3-99cf-d2698431510a,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
7,2023-04-26,718418,Flyout,field_out,True,666971,642232,Lourdes Gurriel Jr.,Ryan Yarbrough,1,0,0,a4962256-9216-40cd-812e-afb186913073,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
8,2023-04-26,718418,Lineout,field_out,True,572233,642232,Christian Walker,Ryan Yarbrough,1,1,0,0310a9cf-920d-4c1f-9b05-17ec9cfc2328,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
9,2023-04-26,718418,Strikeout,strikeout,True,664728,668678,Kyle Isbel,Zac Gallen,0,0,0,5644c1a7-a573-400c-be98-8b7c6fb8bddc,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
10,2023-04-26,718418,Groundout,field_out,True,666023,668678,Freddy Fermin,Zac Gallen,1,0,0,621d21f1-56ee-41ed-a27a-0eb28108b781,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
11,2023-04-26,718418,Groundout,field_out,True,670032,668678,Nicky Lopez,Zac Gallen,0,0,0,3ce60abb-f63c-40df-bae0-7439190851bd,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
12,2023-04-26,718418,Strikeout,strikeout,True,446334,642232,Evan Longoria,Ryan Yarbrough,0,0,0,716e14e7-8de2-4309-9a0d-2c1b031af627,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
13,2023-04-26,718418,Single,single,False,682998,642232,Corbin Carroll,Ryan Yarbrough,1,0,0,47dbb72f-4869-4912-ad8c-178b2c44717f,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
14,2023-04-26,718418,Groundout,field_out,True,605113,642232,Nick Ahmed,Ryan Yarbrough,1,0,1,5277d1a7-9529-48b9-860e-6bce17e28e00,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,,,,76.0,108.0,89.0,,,,,,,77.0,106.0,93.0,0.002,0.308,0.248,,,0.182,0.59,1.48,1.21,,,-2.4,87.0,84.2,88.2,,,0.283,0.208,0.329,0.289,,,102.0,98.0,108.0,0.26,-0.24,71.9,,,,,,,,
15,2023-04-26,718418,Single,single,False,598265,668678,Jackie Bradley Jr.,Zac Gallen,0,0,0,3017e6e5-3254-45b1-8a1c-cb106f9e844e,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.006999999999999999,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,-3.38,0.34,0.46,1.05,93.6,90.2,93.0,87.4,82.5,0.238,0.21,0.21,0.352,0.25,0.286,,,,,,,,,,,,,,
