,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,FF_ba,FC_ba,ST_ba,CH_ba
0,2023-05-16,718156,Walk,walk,False,681082,502171,Bryson Stott,Alex Cobb,1,0,0,4646d42c-1bf1-46b2-b9c8-2618d2126c13,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-16,718156,Single,single,False,607208,502171,Trea Turner,Alex Cobb,1,0,1,e5d557fb-6281-4d01-a462-b851d4bcfe81,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-16,718156,Grounded Into DP,grounded_into_double_play,True,547180,502171,Bryce Harper,Alex Cobb,0,0,1,ce532610-bb56-4de8-8415-e1e3ba4b8de0,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-16,718156,Flyout,field_out,True,592206,502171,Nick Castellanos,Alex Cobb,0,0,0,a746cf35-b244-4a36-a63c-bc92dc80d0d0,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-16,718156,Walk,walk,False,664774,554430,LaMonte Wade Jr.,Zack Wheeler,0,0,0,9b52ae8d-08b7-46d3-af17-91bfe4388ec1,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,,,,,,,0.18,0.435,,0.12300000000000001,,1.69,,1.62,0.36,,95.8,,95.2,84.4,,,0.252,0.264,,90.8,48.0,106.0,77.0,116.0,105.0,114.0,96.0,102.0,102.0,0.14400000000000002,0.115,0.004,-0.63,-1.61,-6.22,90.9,81.4,0.199,0.27,0.198,
5,2023-05-16,718156,Strikeout,strikeout,True,642731,554430,Thairo Estrada,Zack Wheeler,0,0,0,b985afe7-3f20-4efe-9016-f8ac77b04338,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,,,,,,,0.18,0.435,,0.12300000000000001,,1.69,,1.62,0.36,,95.8,,95.2,84.4,,,0.252,0.264,,90.8,48.0,106.0,77.0,116.0,105.0,114.0,96.0,102.0,102.0,0.14400000000000002,0.115,0.004,-0.63,-1.61,-6.22,90.9,81.4,0.199,0.27,0.198,
6,2023-05-16,718156,Strikeout,strikeout,True,605204,554430,J.D. Davis,Zack Wheeler,0,0,0,bcc6e8a6-1981-46cb-a0c0-79b7ddcf9bb4,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,,,,,,,0.18,0.435,,0.12300000000000001,,1.69,,1.62,0.36,,95.8,,95.2,84.4,,,0.252,0.264,,90.8,48.0,106.0,77.0,116.0,105.0,114.0,96.0,102.0,102.0,0.14400000000000002,0.115,0.004,-0.63,-1.61,-6.22,90.9,81.4,0.199,0.27,0.198,
7,2023-05-16,718156,Flyout,field_out,True,624424,554430,Michael Conforto,Zack Wheeler,1,0,0,5fe2ccf4-e1fd-46cc-9507-f9e1899cb0f1,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.27899999999999997,0.38,0.214,0.313,0.42100000000000004,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,,,,,,,0.18,0.435,,0.12300000000000001,,1.69,,1.62,0.36,,95.8,,95.2,84.4,,,0.252,0.264,,90.8,48.0,106.0,77.0,116.0,105.0,114.0,96.0,102.0,102.0,0.14400000000000002,0.115,0.004,-0.63,-1.61,-6.22,90.9,81.4,0.199,0.27,0.198,
8,2023-05-16,718156,Groundout,field_out,True,656941,502171,Kyle Schwarber,Alex Cobb,0,0,0,a9654a19-67cc-4b81-ac24-128081f2bfe7,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-16,718156,Double,double,False,592663,502171,J.T. Realmuto,Alex Cobb,0,0,0,194d6f80-00ed-4c53-b362-9f27764d8adc,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
