,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,CH_ba,FC_ba,SI_ba,SL_ba,KC%,wKC/C,vKC,CU_ba
0,2023-05-05,718294,Groundout,field_out,True,543760,542881,Marcus Semien,Tyler Anderson,1,0,0,30ce53b7-5fca-455a-84df-23e46df16686,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
1,2023-05-05,718294,Single,single,False,543257,542881,Robbie Grossman,Tyler Anderson,0,0,0,f8dac4c0-8a5c-457f-b79a-f26920f83a1a,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
2,2023-05-05,718294,Flyout,field_out,True,663993,542881,Nathaniel Lowe,Tyler Anderson,1,0,0,c292fb1a-bd25-4f37-b20f-f003f64e2be1,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
3,2023-05-05,718294,Walk,walk,False,666969,542881,Adolis García,Tyler Anderson,1,0,1,482ed9e4-b187-41d1-a75f-834d03bcae69,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
4,2023-05-05,718294,Groundout,field_out,True,673962,542881,Josh Jung,Tyler Anderson,0,0,0,2057ca6b-dc31-408e-a8ac-bb120e880875,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
5,2023-05-05,718294,Walk,walk,False,687263,641540,Zach Neto,Dane Dunning,1,0,0,d60cd150-1671-45f5-bb2a-5bfa3d109bf2,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
6,2023-05-05,718294,Forceout,force_out,True,545361,641540,Mike Trout,Dane Dunning,0,0,1,cced59c7-214b-420d-8e0d-f02b9b4b5e6b,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
7,2023-05-05,718294,Forceout,force_out,True,660271,641540,Shohei Ohtani,Dane Dunning,0,0,1,36e73451-d84f-4fc6-9d88-351793ebb77c,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
8,2023-05-05,718294,Flyout,field_out,True,543685,641540,Anthony Rendon,Dane Dunning,1,1,0,b505a3a5-1ec6-48c0-902e-6bba2de5e977,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
9,2023-05-05,718294,Single,single,False,641680,542881,Jonah Heim,Tyler Anderson,0,0,0,f0eb8aaa-a85a-4ab7-b9fb-ac001e25554f,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
10,2023-05-05,718294,Lineout,field_out,True,677649,542881,Ezequiel Duran,Tyler Anderson,1,0,0,7df8fcc0-e7c1-4012-b239-a243d8285a66,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
11,2023-05-05,718294,Strikeout,strikeout,True,665750,542881,Leody Taveras,Tyler Anderson,0,0,0,180157c6-3d45-47f1-a7a3-fcba4464b8b9,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
12,2023-05-05,718294,Strikeout,strikeout,True,669352,542881,Bubba Thompson,Tyler Anderson,0,0,1,ef670aef-ce7e-4c3c-9e6d-be35622da9f8,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
13,2023-05-05,718294,Strikeout,strikeout,True,592669,641540,Hunter Renfroe,Dane Dunning,0,0,0,56dd32cd-0a67-47a5-ba09-6af581006e55,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
14,2023-05-05,718294,Groundout,field_out,True,621493,641540,Taylor Ward,Dane Dunning,1,1,0,02f1408f-ecbb-494a-9fe7-b787520bc6c5,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
15,2023-05-05,718294,Flyout,field_out,True,592273,641540,Brandon Drury,Dane Dunning,0,0,0,c258c8b3-507a-4532-9d44-92639e57156b,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
16,2023-05-05,718294,Walk,walk,False,543760,542881,Marcus Semien,Tyler Anderson,0,0,0,929e7a9b-4440-4ff5-8faf-533f53f0cc54,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
17,2023-05-05,718294,Walk,walk,False,543257,542881,Robbie Grossman,Tyler Anderson,0,0,1,3609a698-a4e5-4211-8c27-0bd905bd450d,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
18,2023-05-05,718294,Groundout,field_out,True,663993,542881,Nathaniel Lowe,Tyler Anderson,0,0,1,edb61aef-a777-49a8-8f5b-48b6996d343c,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
19,2023-05-05,718294,Sac Fly,sac_fly,True,666969,542881,Adolis García,Tyler Anderson,1,1,1,878d730d-1f73-4cb0-b6ea-6bc1a3e528ce,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
20,2023-05-05,718294,Walk,walk,False,673962,542881,Josh Jung,Tyler Anderson,1,0,0,ad787231-c9d8-4c8d-b435-004215a0f8a5,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
21,2023-05-05,718294,Flyout,field_out,True,641680,542881,Jonah Heim,Tyler Anderson,0,0,0,7e0773e8-efe3-4829-9279-691e30ff93e5,542881.0,tyleranderson,Anderson,Left,Tyler Anderson,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.24600000000000002,0.401,0.182,0.289,0.406,80.0,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.22399999999999998,0.001,0.006999999999999999,0.002,0.33799999999999997,-1.25,0.48,-4.72,-3.61,-1.06,-0.33,0.08,90.1,85.1,90.1,88.5,78.1,72.9,0.301,0.238,0.239,0.36,0.2,,,,
22,2023-05-05,718294,Strikeout,strikeout,True,642136,641540,Matt Thaiss,Dane Dunning,0,0,0,d89b0248-9085-4361-a72d-06e2081d0e58,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
23,2023-05-05,718294,Groundout,field_out,True,650859,641540,Luis Rengifo,Dane Dunning,1,1,0,98bb2262-7af7-40b0-8cc2-d07a4ca841d0,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
24,2023-05-05,718294,Field Error,field_error,False,687263,641540,Zach Neto,Dane Dunning,1,0,0,f9e76dac-9829-47ad-8739-329036d05c86,641540.0,danedunning,Dunning,Right,Dane Dunning,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.44299999999999995,0.146,0.315,0.415,85.7,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,,0.23399999999999999,0.016,0.156,-3.75,0.82,,1.37,0.14,-3.56,-0.87,90.5,88.9,,91.0,82.1,78.1,0.294,0.301,0.258,0.246,0.212,0.032,-0.43,77.5,0.25
