,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,ST_ba
0,2023-04-17,718537,Flyout,field_out,True,543807,664299,George Springer,Cristian Javier,0,0,0,ac02652a-1fd5-4fde-8c4c-e345ace094e4,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-17,718537,Strikeout,strikeout,True,666182,664299,Bo Bichette,Cristian Javier,0,0,0,22429a84-a400-45a5-b9fd-a71a4ed3b562,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-17,718537,Strikeout,strikeout,True,665489,664299,Vladimir Guerrero Jr.,Cristian Javier,0,0,0,552e5ec0-7e36-407f-8bb7-f24a7dc1dce7,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-17,718537,Single,single,False,643289,592332,Mauricio Dubón,Kevin Gausman,0,0,0,75cb1c54-ebf2-4600-a9c0-6191dfa71d0a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
4,2023-04-17,718537,Flyout,field_out,True,608324,592332,Alex Bregman,Kevin Gausman,0,0,0,4c252850-0880-46a0-a82a-1f6debb12c44,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
5,2023-04-17,718537,Walk,walk,False,670541,592332,Yordan Alvarez,Kevin Gausman,0,0,1,9e5cdd9e-a98f-4b38-b7da-c33bce32780d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
6,2023-04-17,718537,Double,double,False,547989,592332,José Abreu,Kevin Gausman,0,0,1,ffdcf92b-a468-4fea-b8be-540feec715a3,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
7,2023-04-17,718537,Walk,walk,False,663656,592332,Kyle Tucker,Kevin Gausman,1,0,0,803ff637-3938-42b6-9716-4f65747ca4dc,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
8,2023-04-17,718537,Catcher Interference,catcher_interf,False,665161,592332,Jeremy Peña,Kevin Gausman,1,1,1,e6721e68-8c5d-427c-a5fe-067732ebd20d,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
9,2023-04-17,718537,Double,double,False,667452,592332,Corey Julks,Kevin Gausman,0,0,1,bfc54f99-284d-4452-b053-b27826223d70,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.10800000000000001,,,1.13,-0.97,,,94.7,83.6,,0.243,0.348,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,,,,,,,,,,,,,,,,,,,,,
