,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vSI,vSL,vKC,FC_ba,SI_ba,ST_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,SL_ba
0,2023-06-06,717877,Groundout,field_out,True,641313,657376,Tim Anderson,Clarke Schmidt,0,0,0,61dfec53-a54a-458f-97bb-40762b1eb8e6,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
1,2023-06-06,717877,Groundout,field_out,True,643217,657376,Andrew Benintendi,Clarke Schmidt,0,0,0,67f5bc86-47b0-4551-861c-6041571df3eb,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
2,2023-06-06,717877,Single,single,False,673357,657376,Luis Robert Jr.,Clarke Schmidt,0,0,0,7e1e2e5f-5197-4b37-ad26-f86e802a2ad7,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
3,2023-06-06,717877,Pop Out,field_out,True,650391,657376,Eloy Jiménez,Clarke Schmidt,1,0,0,9813ee64-8142-41bd-b316-02090a99c04c,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
4,2023-06-06,717877,Groundout,field_out,True,650402,608337,Gleyber Torres,Lucas Giolito,0,0,0,85b42ead-2369-4976-a9de-682cc5685f6b,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,,,,107.0,105.0,104.0,,,,,,,,,0.282,,0.28300000000000003,,,-0.25,,-0.2,,,84.0,,,,,0.5,0.209,81.0,76.0,78.0,84.0,100.0,95.0,0.419,0.015,-0.85,-3.72,93.1,77.9,0.262,0.236
5,2023-06-06,717877,Flyout,field_out,True,519317,608337,Giancarlo Stanton,Lucas Giolito,0,0,0,714c259e-b6b7-4b7a-bd92-e5f1cf86c309,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,,,,107.0,105.0,104.0,,,,,,,,,0.282,,0.28300000000000003,,,-0.25,,-0.2,,,84.0,,,,,0.5,0.209,81.0,76.0,78.0,84.0,100.0,95.0,0.419,0.015,-0.85,-3.72,93.1,77.9,0.262,0.236
6,2023-06-06,717877,Walk,walk,False,519203,608337,Anthony Rizzo,Lucas Giolito,0,0,0,79434a5c-83e3-4822-871c-fefb5513fc16,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,,,,107.0,105.0,104.0,,,,,,,,,0.282,,0.28300000000000003,,,-0.25,,-0.2,,,84.0,,,,,0.5,0.209,81.0,76.0,78.0,84.0,100.0,95.0,0.419,0.015,-0.85,-3.72,93.1,77.9,0.262,0.236
7,2023-06-06,717877,Walk,walk,False,518626,608337,Josh Donaldson,Lucas Giolito,1,0,1,aeb60652-f389-4217-8929-701b669a86c7,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,,,,107.0,105.0,104.0,,,,,,,,,0.282,,0.28300000000000003,,,-0.25,,-0.2,,,84.0,,,,,0.5,0.209,81.0,76.0,78.0,84.0,100.0,95.0,0.419,0.015,-0.85,-3.72,93.1,77.9,0.262,0.236
8,2023-06-06,717877,Strikeout,strikeout,True,683011,608337,Anthony Volpe,Lucas Giolito,0,0,0,b7a87d64-049f-422c-b57d-4284de017037,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,,,,107.0,105.0,104.0,,,,,,,,,0.282,,0.28300000000000003,,,-0.25,,-0.2,,,84.0,,,,,0.5,0.209,81.0,76.0,78.0,84.0,100.0,95.0,0.419,0.015,-0.85,-3.72,93.1,77.9,0.262,0.236
9,2023-06-06,717877,Single,single,False,660162,657376,Yoán Moncada,Clarke Schmidt,0,0,0,f4f65bfd-57c9-4e1d-8310-6a0e893f0d9b,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
10,2023-06-06,717877,Pop Out,field_out,True,683734,657376,Andrew Vaughn,Clarke Schmidt,1,0,0,67e16e9f-6074-4cd2-9ce2-f15b9c8ca7af,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,4.64,4.33,159.0,102.0,102.0,104.0,0.7829999999999999,8.43,2.6,9.57,1.36,1.16,0.23199999999999998,0.447,0.154,0.309,0.439,89.4,31.0,95.0,88.0,68.0,103.0,88.0,109.0,99.0,107.0,146.0,100.0,118.0,96.0,106.0,105.0,0.24100000000000002,0.27899999999999997,0.27399999999999997,0.191,0.015,0.27,-0.2,-0.59,-0.46,-7.35,91.3,93.4,86.0,83.7,0.28,0.288,0.276,0.198,0.5,,,,,,,,,,,,,,
