,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,ST_ba,FC_ba,FF_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,FO%,wFO/C,vFO,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-08-05,717114,Strikeout,strikeout,True,607043,502043,Brandon Nimmo,Kyle Gibson,0,0,0,5861c55b-8db6-4aac-9524-1437e283aa82,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,,,,,,,,
1,2023-08-05,717114,Strikeout,strikeout,True,596019,502043,Francisco Lindor,Kyle Gibson,0,0,0,81bed9e1-e96d-4842-9a73-9a48eb3ba1e6,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,,,,,,,,
2,2023-08-05,717114,Groundout,field_out,True,643446,502043,Jeff McNeil,Kyle Gibson,0,0,0,15f3452d-e802-4964-b305-b1d6ae3c932a,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,,,,,,,,
3,2023-08-05,717114,Single,single,False,668939,656731,Adley Rutschman,Tylor Megill,1,0,0,930d405b-45bb-49c0-861c-ccf5b784c09a,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.20600000000000002,0.086,0.149,-0.4,,,-1.04,-0.05,-0.09,94.9,,,84.4,77.2,,0.264,,,0.314,0.167,116.0,83.0,118.0,0.002,5.58,86.1,0.264,,,,,,,,,
4,2023-08-05,717114,Home Run,home_run,False,683002,656731,Gunnar Henderson,Tylor Megill,1,1,1,908a51b0-c9e6-40ac-abf5-e4d6f671215c,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.20600000000000002,0.086,0.149,-0.4,,,-1.04,-0.05,-0.09,94.9,,,84.4,77.2,,0.264,,,0.314,0.167,116.0,83.0,118.0,0.002,5.58,86.1,0.264,,,,,,,,,
5,2023-08-05,717114,Groundout,field_out,True,623993,656731,Anthony Santander,Tylor Megill,1,1,0,c0424c0d-9729-4925-9f62-45fb62d63656,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.20600000000000002,0.086,0.149,-0.4,,,-1.04,-0.05,-0.09,94.9,,,84.4,77.2,,0.264,,,0.314,0.167,116.0,83.0,118.0,0.002,5.58,86.1,0.264,,,,,,,,,
6,2023-08-05,717114,Single,single,False,656811,656731,Ryan O'Hearn,Tylor Megill,0,0,0,f7b3b621-e4e5-44c2-83f0-04b76c7f75e1,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.20600000000000002,0.086,0.149,-0.4,,,-1.04,-0.05,-0.09,94.9,,,84.4,77.2,,0.264,,,0.314,0.167,116.0,83.0,118.0,0.002,5.58,86.1,0.264,,,,,,,,,
7,2023-08-05,717114,Forceout,force_out,True,663624,656731,Ryan Mountcastle,Tylor Megill,0,0,1,298807ec-64bd-49af-b376-bc5425849b2f,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.20600000000000002,0.086,0.149,-0.4,,,-1.04,-0.05,-0.09,94.9,,,84.4,77.2,,0.264,,,0.314,0.167,116.0,83.0,118.0,0.002,5.58,86.1,0.264,,,,,,,,,
8,2023-08-05,717114,Strikeout,strikeout,True,676059,656731,Jordan Westburg,Tylor Megill,0,0,0,5ed6f568-414f-41b6-9b19-fae096ddf5d2,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,,0.557,,0.20600000000000002,0.086,0.149,-0.4,,,-1.04,-0.05,-0.09,94.9,,,84.4,77.2,,0.264,,,0.314,0.167,116.0,83.0,118.0,0.002,5.58,86.1,0.264,,,,,,,,,
9,2023-08-05,717114,Strikeout,strikeout,True,624413,502043,Pete Alonso,Kyle Gibson,0,0,0,ab6af72e-73ab-48b3-996d-b864d6fdef33,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,85.5,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,91.9,81.6,79.5,0.289,0.288,0.147,0.345,0.287,0.279,,,,,,,,,,,,,,,,
