,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vSL,vKC,FF_ba,SL_ba,CU_ba,FC_ba,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,ST_ba,vKN (sc),KN%,wKN/C
0,2023-07-11,717421,Flyout,field_out,True,660670,543037,Ronald Acuña Jr.,Gerrit Cole,0,0,0,3eb2d743-c65b-4dfb-9cc6-29b2967c517d,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-11,717421,Flyout,field_out,True,518692,543037,Freddie Freeman,Gerrit Cole,1,0,0,564070d2-f183-4750-9504-18089dc53f22,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-11,717421,Groundout,field_out,True,605141,543037,Mookie Betts,Gerrit Cole,0,0,0,7d7dfe55-d2f4-496e-8e7a-4561261fd20b,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,89.1,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.20800000000000002,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,82.9,0.201,0.185,0.215,0.271,0.235,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-11,717421,Groundout,field_out,True,543760,668678,Marcus Semien,Zac Gallen,0,0,0,154565b0-2e92-4e58-bce5-f7371a2aca82,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,0.34,0.46,1.05,93.6,90.2,87.4,82.5,0.238,0.25,0.21,0.352,0.21,97.0,95.0,92.0,0.006999999999999999,-3.38,93.0,0.286,,,,,,,,,,,,,,,,,
4,2023-07-11,717421,Strikeout,strikeout,True,660271,668678,Shohei Ohtani,Zac Gallen,0,0,0,39e6d4bb-5846-4852-b475-f4b7c4bab8e4,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,0.34,0.46,1.05,93.6,90.2,87.4,82.5,0.238,0.25,0.21,0.352,0.21,97.0,95.0,92.0,0.006999999999999999,-3.38,93.0,0.286,,,,,,,,,,,,,,,,,
5,2023-07-11,717421,Single,single,False,668227,668678,Randy Arozarena,Zac Gallen,0,0,0,f8bbfe87-8a80-437a-8729-8d0692f98ea1,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,0.34,0.46,1.05,93.6,90.2,87.4,82.5,0.238,0.25,0.21,0.352,0.21,97.0,95.0,92.0,0.006999999999999999,-3.38,93.0,0.286,,,,,,,,,,,,,,,,,
6,2023-07-11,717421,Caught Stealing 2B,caught_stealing_2b,True,608369,668678,Corey Seager,Zac Gallen,0,0,0,42fcee62-a0ea-4ebf-8e48-af8341e2fff6,668678.0,zacgallen,Gallen,Right,Zac Gallen,3.47,4.16,210.0,104.0,106.0,107.0,0.7609999999999999,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.8,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,121.0,104.0,112.0,106.0,99.0,94.0,0.491,0.092,0.045,0.22699999999999998,0.139,1.59,-2.24,0.34,0.46,1.05,93.6,90.2,87.4,82.5,0.238,0.25,0.21,0.352,0.21,97.0,95.0,92.0,0.006999999999999999,-3.38,93.0,0.286,,,,,,,,,,,,,,,,,
7,2023-07-11,717421,Single,single,False,502110,543135,J.D. Martinez,Nathan Eovaldi,1,1,0,aa011cef-b5d9-4d10-9f0d-4d887c4e9c01,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,86.0,98.0,92.0,0.37200000000000005,0.17600000000000002,0.04,,,0.41,1.33,-3.23,,,95.1,90.6,83.9,,0.234,0.303,0.2,0.238,,,,,,,,,99.0,104.0,102.0,125.0,101.0,106.0,0.276,0.135,1.26,0.86,87.9,76.0,0.196,,,,
8,2023-07-11,717421,Pop Out,field_out,True,571448,543135,Nolan Arenado,Nathan Eovaldi,1,1,0,25a84867-6d22-4bb1-a56a-d1880c53f694,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,86.0,98.0,92.0,0.37200000000000005,0.17600000000000002,0.04,,,0.41,1.33,-3.23,,,95.1,90.6,83.9,,0.234,0.303,0.2,0.238,,,,,,,,,99.0,104.0,102.0,125.0,101.0,106.0,0.276,0.135,1.26,0.86,87.9,76.0,0.196,,,,
9,2023-07-11,717421,Single,single,False,650333,543135,Luis Arraez,Nathan Eovaldi,0,0,1,1b29ba2e-1d1e-40fa-ab15-31be49fbf593,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,86.0,98.0,92.0,0.37200000000000005,0.17600000000000002,0.04,,,0.41,1.33,-3.23,,,95.1,90.6,83.9,,0.234,0.303,0.2,0.238,,,,,,,,,99.0,104.0,102.0,125.0,101.0,106.0,0.276,0.135,1.26,0.86,87.9,76.0,0.196,,,,
