,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,wSI/C,wSL/C,wCU/C,vSI,vSL,vCU,SL_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,KC%,CH%,wFA/C,wFC/C,wFS/C,wKC/C,wCH/C,vFA,vFC,vFS,vKC,FF_ba,ST_ba,CU_ba,FS_ba,FC_ba,vSC (sc),SC%,wSC/C,CH_ba,SC_ba
0,2023-06-21,717674,Walk,walk,False,665487,676254,Fernando Tatis Jr.,Ryan Walker,0,0,0,6677ebce-d156-42b1-9900-7afae5fe09b8,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-21,717674,Grounded Into DP,grounded_into_double_play,True,665742,676254,Juan Soto,Ryan Walker,0,0,1,db08a3bf-0915-4c28-bea9-d60a569d8eac,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-21,717674,Walk,walk,False,592518,676254,Manny Machado,Ryan Walker,1,0,0,a5cd3710-923e-446b-ba30-8845b1f404a3,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-21,717674,Strikeout,strikeout,True,593428,676254,Xander Bogaerts,Ryan Walker,0,0,1,e3788f48-bbdf-4666-9589-8917952f13f5,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-21,717674,Strikeout,strikeout,True,592626,506433,Joc Pederson,Yu Darvish,0,0,0,dabebfde-6116-47b3-aad0-00a557193cf6,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,97.0,94.0,104.0,101.0,106.0,102.0,125.0,98.0,108.0,0.18600000000000003,0.363,0.051,0.46,-0.68,1.37,94.3,84.0,72.3,0.432,0.319,82.3,180.0,50.0,53.0,122.0,110.0,114.0,105.0,111.0,112.0,93.0,95.0,99.0,95.0,104.0,100.0,0.16699999999999998,0.08900000000000001,0.077,0.066,0.001,-1.74,2.4,1.21,3.06,-1.35,94.7,90.9,89.2,79.3,0.253,0.256,0.13,0.167,0.2,,,,,
5,2023-06-21,717674,Strikeout,strikeout,True,573262,506433,Mike Yastrzemski,Yu Darvish,0,0,0,5ca8615b-cb1d-48b4-9813-5425550bfab0,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,97.0,94.0,104.0,101.0,106.0,102.0,125.0,98.0,108.0,0.18600000000000003,0.363,0.051,0.46,-0.68,1.37,94.3,84.0,72.3,0.432,0.319,82.3,180.0,50.0,53.0,122.0,110.0,114.0,105.0,111.0,112.0,93.0,95.0,99.0,95.0,104.0,100.0,0.16699999999999998,0.08900000000000001,0.077,0.066,0.001,-1.74,2.4,1.21,3.06,-1.35,94.7,90.9,89.2,79.3,0.253,0.256,0.13,0.167,0.2,,,,,
6,2023-06-21,717674,Groundout,field_out,True,605204,506433,J.D. Davis,Yu Darvish,1,0,0,159475bf-dd0c-4c7b-8dc9-8accf341ba28,506433.0,yudarvish,Darvish,Right,Yu Darvish,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.23600000000000002,0.39,0.18100000000000002,0.306,0.45299999999999996,97.0,94.0,104.0,101.0,106.0,102.0,125.0,98.0,108.0,0.18600000000000003,0.363,0.051,0.46,-0.68,1.37,94.3,84.0,72.3,0.432,0.319,82.3,180.0,50.0,53.0,122.0,110.0,114.0,105.0,111.0,112.0,93.0,95.0,99.0,95.0,104.0,100.0,0.16699999999999998,0.08900000000000001,0.077,0.066,0.001,-1.74,2.4,1.21,3.06,-1.35,94.7,90.9,89.2,79.3,0.253,0.256,0.13,0.167,0.2,,,,,
7,2023-06-21,717674,Single,single,False,630105,663546,Jake Cronenworth,Sean Hjelle,0,0,0,2eb7646a-20c9-49a2-bd40-92c21c3f61fe,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,6.52,4.58,29.0,93.0,124.0,98.0,0.7859999999999999,9.62,4.03,11.79,0.93,2.4,0.297,0.319,0.231,0.22,0.442,,,,139.0,101.0,100.0,,,,0.529,,,-1.1,,,94.8,,,,0.342,89.6,50.0,80.0,72.0,,,,111.0,85.0,98.0,,,,,,,0.002,,,0.43200000000000005,0.037000000000000005,-27.63,,,-1.55,3.21,95.1,,,85.6,,,0.279,,,,,,,
8,2023-06-21,717674,Groundout,field_out,True,596142,663546,Gary Sánchez,Sean Hjelle,1,0,1,48f8e371-820e-4f0d-b40b-8d9a9b50cea9,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,6.52,4.58,29.0,93.0,124.0,98.0,0.7859999999999999,9.62,4.03,11.79,0.93,2.4,0.297,0.319,0.231,0.22,0.442,,,,139.0,101.0,100.0,,,,0.529,,,-1.1,,,94.8,,,,0.342,89.6,50.0,80.0,72.0,,,,111.0,85.0,98.0,,,,,,,0.002,,,0.43200000000000005,0.037000000000000005,-27.63,,,-1.55,3.21,95.1,,,85.6,,,0.279,,,,,,,
9,2023-06-21,717674,Strikeout,strikeout,True,443558,663546,Nelson Cruz,Sean Hjelle,0,0,0,7df2776d-e216-42bc-a1cd-27b26e50abee,663546.0,seanhjelle,Hjelle,Right,Sean Hjelle,6.52,4.58,29.0,93.0,124.0,98.0,0.7859999999999999,9.62,4.03,11.79,0.93,2.4,0.297,0.319,0.231,0.22,0.442,,,,139.0,101.0,100.0,,,,0.529,,,-1.1,,,94.8,,,,0.342,89.6,50.0,80.0,72.0,,,,111.0,85.0,98.0,,,,,,,0.002,,,0.43200000000000005,0.037000000000000005,-27.63,,,-1.55,3.21,95.1,,,85.6,,,0.279,,,,,,,
