,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSI,vSL,vCU,FF_ba,CU_ba,SL_ba,SI_ba,CH_ba,FS_ba,FC%,wFC/C,vFC,Stf+ FC,Loc+ FC,Pit+ FC,ST_ba,FC_ba
0,2023-09-12,716620,Lineout,field_out,True,682928,663559,CJ Abrams,Bailey Falter,0,0,0,8290d93d-5fdc-43fb-a5e5-0ce01aa993a0,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
1,2023-09-12,716620,Flyout,field_out,True,657041,663559,Lane Thomas,Bailey Falter,0,0,0,db70f5d0-b1b1-47e1-bbb1-fd46c158d727,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
2,2023-09-12,716620,Lineout,field_out,True,660688,663559,Keibert Ruiz,Bailey Falter,1,0,0,2d0e941b-7343-40da-94a5-a8830f90e912,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
3,2023-09-12,716620,Groundout,field_out,True,678225,672851,Ji Hwan Bae,Joan Adon,0,0,0,05d349b4-b5d3-437c-980c-ab2a4550e5c2,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
4,2023-09-12,716620,Groundout,field_out,True,668804,672851,Bryan Reynolds,Joan Adon,0,0,0,cdf53cce-8e6c-408b-91a8-ef9b0fbb0fec,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
5,2023-09-12,716620,Single,single,False,663647,672851,Ke'Bryan Hayes,Joan Adon,0,0,0,b0c46b8e-d18e-4286-a11b-f5f65865ec6c,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
6,2023-09-12,716620,Double,double,False,669261,672851,Jack Suwinski,Joan Adon,1,0,1,f7094426-38fc-4705-b26e-2acc545255f4,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
7,2023-09-12,716620,Flyout,field_out,True,656582,672851,Connor Joe,Joan Adon,0,0,0,7b050871-17b2-4f6b-860a-818192c66f86,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
8,2023-09-12,716620,Single,single,False,608841,663559,Joey Meneses,Bailey Falter,0,0,0,f6df487a-0d5a-4ae4-abb9-b3e356ad77eb,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
9,2023-09-12,716620,Grounded Into DP,grounded_into_double_play,True,545121,663559,Ildemaro Vargas,Bailey Falter,0,0,1,f4f99b2c-6baf-4766-9daf-acfd39f8d066,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
10,2023-09-12,716620,Groundout,field_out,True,666198,663559,Carter Kieboom,Bailey Falter,0,0,0,0e514dbb-306d-49d0-ae4d-0072e7a39151,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
11,2023-09-12,716620,Walk,walk,False,682848,672851,Endy Rodríguez,Joan Adon,1,0,0,bb548319-c640-49af-9138-6fc5b7826adc,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
12,2023-09-12,716620,Home Run,home_run,False,641943,672851,Joshua Palacios,Joan Adon,0,0,1,bfc15081-f0f3-41bc-bac9-b5c5a4ca96b3,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
13,2023-09-12,716620,Walk,walk,False,609280,672851,Miguel Andujar,Joan Adon,1,0,0,cf9b031a-cff3-4591-bda6-18855c4a635b,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
14,2023-09-12,716620,Sac Bunt,sac_bunt,True,675961,672851,Alika Williams,Joan Adon,0,0,1,a65fbba1-ba56-41c4-8812-9318f25429c5,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
15,2023-09-12,716620,Groundout,field_out,True,678225,672851,Ji Hwan Bae,Joan Adon,0,0,1,b5acda73-3d33-4ebc-930f-4821fd471a69,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
16,2023-09-12,716620,Groundout,field_out,True,668804,672851,Bryan Reynolds,Joan Adon,1,0,0,bd8f9f9d-7c43-4c10-8f78-4bf3ecf8f30d,672851.0,joanadon,Adon,Right,Joan Adon,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.41100000000000003,88.1,86.0,98.0,102.0,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,,0.113,0.205,0.152,0.26,,-1.28,-2.74,-3.51,0.68,94.5,,94.2,87.3,80.8,0.288,0.315,0.318,0.314,0.148,,,,,,,,,
17,2023-09-12,716620,Walk,walk,False,642086,663559,Dominic Smith,Bailey Falter,1,0,0,64527cff-584c-43cc-920e-f7df56aec330,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.07200000000000001,0.444,0.024,0.18899999999999997,0.225,0.046,-0.08,3.65,-1.63,-1.91,-0.85,-0.8,90.7,85.0,90.7,84.5,76.5,0.305,0.267,0.288,0.333,0.273,0.0,,,,,,,,
