,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vSI,CH_ba,FC_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,ST_ba
0,2023-04-12,718603,Strikeout,strikeout,True,663837,592332,Matt Vierling,Kevin Gausman,0,0,0,006dec72-765d-401e-b7ab-4d2016a0c336,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-12,718603,Groundout,field_out,True,665155,592332,Nick Maton,Kevin Gausman,1,1,0,a8759862-7338-4c99-b817-fac41bc17686,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-12,718603,Strikeout,strikeout,True,682985,592332,Riley Greene,Kevin Gausman,0,0,0,90569f9d-d23e-4be8-b57d-ffe8dddd5b0e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-12,718603,Single,single,False,543807,593958,George Springer,Eduardo Rodriguez,0,0,0,cd04d3f0-9480-4262-adf6-23635cf9651b,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.45399999999999996,,0.07200000000000001,0.65,,3.12,92.2,,84.5,0.278,,0.089,85.9,91.0,102.0,103.0,84.0,117.0,107.0,90.0,101.0,98.0,0.09300000000000001,0.192,0.18899999999999997,0.51,1.11,0.71,88.8,92.4,0.233,0.2,0.165,,,,,,,,
4,2023-04-12,718603,Grounded Into DP,grounded_into_double_play,True,666182,593958,Bo Bichette,Eduardo Rodriguez,0,0,1,a67cb032-e34b-4b29-8b01-12772a55cb7f,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.45399999999999996,,0.07200000000000001,0.65,,3.12,92.2,,84.5,0.278,,0.089,85.9,91.0,102.0,103.0,84.0,117.0,107.0,90.0,101.0,98.0,0.09300000000000001,0.192,0.18899999999999997,0.51,1.11,0.71,88.8,92.4,0.233,0.2,0.165,,,,,,,,
5,2023-04-12,718603,Walk,walk,False,665489,593958,Vladimir Guerrero Jr.,Eduardo Rodriguez,1,0,0,150af13b-dabd-485d-b986-1aafa556c2bc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.45399999999999996,,0.07200000000000001,0.65,,3.12,92.2,,84.5,0.278,,0.089,85.9,91.0,102.0,103.0,84.0,117.0,107.0,90.0,101.0,98.0,0.09300000000000001,0.192,0.18899999999999997,0.51,1.11,0.71,88.8,92.4,0.233,0.2,0.165,,,,,,,,
6,2023-04-12,718603,Double,double,True,656305,593958,Matt Chapman,Eduardo Rodriguez,0,0,1,d607fa8e-b369-4563-8537-72c0b4ff32d2,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.45399999999999996,,0.07200000000000001,0.65,,3.12,92.2,,84.5,0.278,,0.089,85.9,91.0,102.0,103.0,84.0,117.0,107.0,90.0,101.0,98.0,0.09300000000000001,0.192,0.18899999999999997,0.51,1.11,0.71,88.8,92.4,0.233,0.2,0.165,,,,,,,,
7,2023-04-12,718603,Groundout,field_out,True,595879,592332,Javier Báez,Kevin Gausman,1,1,0,48d44420-88f8-49e9-b719-0e3d073cd518,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-12,718603,Strikeout,strikeout,True,681481,592332,Kerry Carpenter,Kevin Gausman,0,0,0,d5309f70-8745-43ed-9910-8b7595323090,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-12,718603,Pop Out,field_out,True,679529,592332,Spencer Torkelson,Kevin Gausman,0,0,0,8bddb9af-856f-4e47-992c-2f74383e215b,592332.0,kevingausman,Gausman,Right,Kevin Gausman,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.39899999999999997,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.10800000000000001,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.201,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-04-12,718603,Lineout,field_out,True,662139,593958,Daulton Varsho,Eduardo Rodriguez,0,0,0,9270bdba-4191-442f-81d0-2e2819efbeb1,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.45399999999999996,,0.07200000000000001,0.65,,3.12,92.2,,84.5,0.278,,0.089,85.9,91.0,102.0,103.0,84.0,117.0,107.0,90.0,101.0,98.0,0.09300000000000001,0.192,0.18899999999999997,0.51,1.11,0.71,88.8,92.4,0.233,0.2,0.165,,,,,,,,
11,2023-04-12,718603,Groundout,field_out,True,593160,593958,Whit Merrifield,Eduardo Rodriguez,1,0,0,a031dd2c-ea1b-4fa9-830d-83656e39aecd,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.45399999999999996,,0.07200000000000001,0.65,,3.12,92.2,,84.5,0.278,,0.089,85.9,91.0,102.0,103.0,84.0,117.0,107.0,90.0,101.0,98.0,0.09300000000000001,0.192,0.18899999999999997,0.51,1.11,0.71,88.8,92.4,0.233,0.2,0.165,,,,,,,,
