,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCU,FC_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-08,718666,Strikeout,strikeout,True,676801,657746,Chas McCormick,Joe Ryan,0,0,0,aac3519e-ef40-4340-8328-ccec85ef0e2d,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-08,718666,Pop Out,field_out,True,608324,657746,Alex Bregman,Joe Ryan,0,0,0,a99a2f59-d3f2-4d4b-8856-c0184ade496d,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-08,718666,Pop Out,field_out,True,670541,657746,Yordan Alvarez,Joe Ryan,0,0,0,a74fb800-a00f-4a00-b433-842d55499e61,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-08,718666,Strikeout,strikeout,True,621439,677651,Byron Buxton,Luis Garcia,0,0,0,70ee6bbb-711d-469e-8d08-52451cd2bfb4,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,79.0,94.0,89.0,87.0,103.0,111.0,,,,0.312,,0.126,-2.31,,1.15,92.7,,78.4,0.407,,,0.1,84.4,53.0,106.0,89.0,99.0,94.0,99.0,107.0,105.0,98.0,0.42700000000000005,0.076,0.059000000000000004,1.28,-0.26,-1.19,85.4,76.2,0.192,0.222,0.25,,,,,,,,,,,,,
4,2023-04-08,718666,Lineout,field_out,True,621043,677651,Carlos Correa,Luis Garcia,0,0,0,d3a3ad99-b6a1-409f-9ac2-dfc365d8c94f,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,79.0,94.0,89.0,87.0,103.0,111.0,,,,0.312,,0.126,-2.31,,1.15,92.7,,78.4,0.407,,,0.1,84.4,53.0,106.0,89.0,99.0,94.0,99.0,107.0,105.0,98.0,0.42700000000000005,0.076,0.059000000000000004,1.28,-0.26,-1.19,85.4,76.2,0.192,0.222,0.25,,,,,,,,,,,,,
5,2023-04-08,718666,Walk,walk,False,663616,677651,Trevor Larnach,Luis Garcia,1,0,0,c8b3c106-0f1f-4f82-9f48-2f4924a638d2,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,79.0,94.0,89.0,87.0,103.0,111.0,,,,0.312,,0.126,-2.31,,1.15,92.7,,78.4,0.407,,,0.1,84.4,53.0,106.0,89.0,99.0,94.0,99.0,107.0,105.0,98.0,0.42700000000000005,0.076,0.059000000000000004,1.28,-0.26,-1.19,85.4,76.2,0.192,0.222,0.25,,,,,,,,,,,,,
6,2023-04-08,718666,Forceout,force_out,True,669304,677651,Jose Miranda,Luis Garcia,0,0,1,c517cfed-9d3a-4ba3-bc61-39732f2019dd,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,79.0,94.0,89.0,87.0,103.0,111.0,,,,0.312,,0.126,-2.31,,1.15,92.7,,78.4,0.407,,,0.1,84.4,53.0,106.0,89.0,99.0,94.0,99.0,107.0,105.0,98.0,0.42700000000000005,0.076,0.059000000000000004,1.28,-0.26,-1.19,85.4,76.2,0.192,0.222,0.25,,,,,,,,,,,,,
7,2023-04-08,718666,Strikeout,strikeout,True,547989,657746,José Abreu,Joe Ryan,0,0,0,dcc5aeaf-aaa5-4a3e-a6ae-b093c4281289,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-08,718666,Field Error,field_error,False,663656,657746,Kyle Tucker,Joe Ryan,0,0,0,029a4286-209c-4fe0-b9fc-bf33af2c9669,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-08,718666,Strikeout,strikeout,True,665161,657746,Jeremy Peña,Joe Ryan,0,0,0,aa1c610d-817c-4b91-ac3f-6eeedddd16a2,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
