,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,CU_ba,FC_ba,FS_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCU,CH_ba,SL_ba,Stf+ FC,Loc+ FC,Pit+ FC,SI_ba
0,2023-09-08,716669,Lineout,field_out,True,673490,686613,Ha-Seong Kim,Hunter Brown,1,0,0,791b1216-8479-4c0b-99bf-50e342f2129c,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
1,2023-09-08,716669,Pop Out,field_out,True,665487,686613,Fernando Tatis Jr.,Hunter Brown,0,0,0,189369a5-a0ef-4301-99b4-dea8a9dc832d,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
2,2023-09-08,716669,Strikeout,strikeout,True,665742,686613,Juan Soto,Hunter Brown,0,0,0,5abe3c24-c7db-4b49-89c1-c447df21fecd,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
3,2023-09-08,716669,Flyout,field_out,True,514888,605483,Jose Altuve,Blake Snell,0,0,0,f0c5e8c5-3a3b-4cbf-9bf6-81f1c07e8cc9,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,,,,0.486,,,0.131,,0.07,,,,0.68,,95.5,,,,88.4,,0.255,0.079,,,,86.7,72.0,103.0,106.0,106.0,102.0,110.0,0.198,0.184,2.55,2.65,81.0,0.185,0.123,,,,
4,2023-09-08,716669,Double,double,False,665161,605483,Jeremy Peña,Blake Snell,0,0,0,9e8ffc29-979f-43a1-8ab8-e48a1f443339,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,,,,0.486,,,0.131,,0.07,,,,0.68,,95.5,,,,88.4,,0.255,0.079,,,,86.7,72.0,103.0,106.0,106.0,102.0,110.0,0.198,0.184,2.55,2.65,81.0,0.185,0.123,,,,
5,2023-09-08,716669,Single,single,False,670541,605483,Yordan Alvarez,Blake Snell,0,0,1,3e6dd3e1-1232-4e03-9e6d-544e2c6a3d70,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,,,,0.486,,,0.131,,0.07,,,,0.68,,95.5,,,,88.4,,0.255,0.079,,,,86.7,72.0,103.0,106.0,106.0,102.0,110.0,0.198,0.184,2.55,2.65,81.0,0.185,0.123,,,,
6,2023-09-08,716669,Lineout,field_out,True,608324,605483,Alex Bregman,Blake Snell,1,0,0,3972c3d1-b3f4-47cc-b093-544cdb2edafb,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,,,,0.486,,,0.131,,0.07,,,,0.68,,95.5,,,,88.4,,0.255,0.079,,,,86.7,72.0,103.0,106.0,106.0,102.0,110.0,0.198,0.184,2.55,2.65,81.0,0.185,0.123,,,,
7,2023-09-08,716669,Strikeout,strikeout,True,663656,605483,Kyle Tucker,Blake Snell,0,0,0,cf08566f-de13-41e3-8ecf-408c0c180e2d,605483.0,blakesnell,Snell,Left,Blake Snell,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.38799999999999996,0.168,0.309,0.326,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,,,,0.486,,,0.131,,0.07,,,,0.68,,95.5,,,,88.4,,0.255,0.079,,,,86.7,72.0,103.0,106.0,106.0,102.0,110.0,0.198,0.184,2.55,2.65,81.0,0.185,0.123,,,,
8,2023-09-08,716669,Single,single,False,592518,686613,Manny Machado,Hunter Brown,0,0,0,c65af9f6-c383-426e-9dd2-0337bdff5a45,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
9,2023-09-08,716669,Groundout,field_out,True,593428,686613,Xander Bogaerts,Hunter Brown,1,1,1,395d9442-b7c4-45f9-8bae-b62dde8261b7,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.27399999999999997,0.364,0.135,0.36200000000000004,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,0.23800000000000002,0.01,-0.4,0.92,-0.16,-2.64,-0.77,95.7,91.7,88.2,96.0,84.6,82.9,0.271,0.247,0.297,0.121,0.25,,,,,,,,,,,,,,,,,,
