,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-06-08,717840,Flyout,field_out,True,607043,675911,Brandon Nimmo,Spencer Strider,1,0,0,8600e33b-9b4f-4136-97cc-0c46f271fdec,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-08,717840,Strikeout,strikeout,True,682626,675911,Francisco Alvarez,Spencer Strider,0,0,0,7a89d454-09db-403f-93b9-2598cd2e1399,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-08,717840,Strikeout,strikeout,True,643446,675911,Jeff McNeil,Spencer Strider,0,0,0,6cacaa64-de3d-4d46-ae97-4fedbc9629b7,675911.0,spencerstrider,Strider,Right,Spencer Strider,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.32799999999999996,0.32299999999999995,0.142,0.354,0.43799999999999994,87.0,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.33799999999999997,0.073,0.4,1.67,0.97,97.2,85.6,0.256,0.154,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-08,717840,Double,double,False,660670,434378,Ronald Acuña Jr.,Justin Verlander,0,0,0,424f2612-9e34-4ab7-b6da-d5b68202f5db,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
4,2023-06-08,717840,Lineout,field_out,True,621566,434378,Matt Olson,Justin Verlander,0,0,0,167ae6f3-3671-4c01-b40f-ab93eda4f42b,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
5,2023-06-08,717840,Home Run,home_run,False,663586,434378,Austin Riley,Justin Verlander,1,0,1,a1b3edf4-a6a5-4cc0-adb6-c43990918fe5,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
6,2023-06-08,717840,Single,single,False,518595,434378,Travis d'Arnaud,Justin Verlander,0,0,0,a749347f-efab-4438-a15a-8d7650f45048,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
7,2023-06-08,717840,Single,single,False,592696,434378,Eddie Rosario,Justin Verlander,0,0,1,62aee15a-5a62-44b8-b232-7c9a87130e69,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
8,2023-06-08,717840,Groundout,field_out,True,645277,434378,Ozzie Albies,Justin Verlander,0,0,0,567cda0c-8a47-48ee-a279-83cbc4bd2837,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
9,2023-06-08,717840,Strikeout,strikeout,True,542303,434378,Marcell Ozuna,Justin Verlander,0,0,0,54aacf07-6106-4573-be6c-3aaf4a3afd90,434378.0,justinverlander,Verlander,Right,Justin Verlander,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.23199999999999998,0.43799999999999994,0.168,0.307,0.433,85.2,102.0,107.0,113.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.047,0.89,0.97,-0.23,94.3,86.9,0.235,0.201,0.214,105.0,103.0,106.0,0.2,0.43,78.2,0.241,,,,,,,,,,,,,,,,,,,,,
