,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,CH_ba,SL_ba,ST_ba,SI_ba,CU_ba,FO%,wFO/C,vFO,FS_ba
0,2023-09-17,716540,Strikeout,strikeout,True,573262,623167,Mike Yastrzemski,Chris Flexen,0,0,0,72c10d33-549a-485f-8c45-64c93cee7ea3,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.409,0.293,0.09699999999999999,0.022000000000000002,0.16,-2.66,-0.47,-7.15,-2.44,2.61,0.72,91.9,87.9,90.9,80.8,71.6,0.379,0.287,0.213,0.296,0.389,0.6,0.125,,,,
1,2023-09-17,716540,Groundout,field_out,True,642731,623167,Thairo Estrada,Chris Flexen,0,0,0,042f149d-68eb-4adb-a206-c8166b6f80a8,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.409,0.293,0.09699999999999999,0.022000000000000002,0.16,-2.66,-0.47,-7.15,-2.44,2.61,0.72,91.9,87.9,90.9,80.8,71.6,0.379,0.287,0.213,0.296,0.389,0.6,0.125,,,,
2,2023-09-17,716540,Strikeout,strikeout,True,592626,623167,Joc Pederson,Chris Flexen,0,0,0,61aaede7-ca87-4e89-b356-5aca7f7e6e19,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.409,0.293,0.09699999999999999,0.022000000000000002,0.16,-2.66,-0.47,-7.15,-2.44,2.61,0.72,91.9,87.9,90.9,80.8,71.6,0.379,0.287,0.213,0.296,0.389,0.6,0.125,,,,
3,2023-09-17,716540,Double,double,False,453568,640455,Charlie Blackmon,Sean Manaea,0,0,0,1410de0d-274b-419f-b1c0-308765538971,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,,0.17,0.91,-5.8,-6.19,-0.93,,1.06,93.6,90.3,94.0,82.3,,0.235,,0.224,0.317,0.122,0.4,,,,,
4,2023-09-17,716540,Strikeout,strikeout,True,678662,640455,Ezequiel Tovar,Sean Manaea,0,0,0,e731e826-7e36-4cf0-a3cc-b47440abbb4a,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,,0.17,0.91,-5.8,-6.19,-0.93,,1.06,93.6,90.3,94.0,82.3,,0.235,,0.224,0.317,0.122,0.4,,,,,
5,2023-09-17,716540,Groundout,field_out,True,660707,640455,Elehuris Montero,Sean Manaea,0,0,1,ebf6ba26-697e-4a6d-91b5-f6d383c28216,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,,0.17,0.91,-5.8,-6.19,-0.93,,1.06,93.6,90.3,94.0,82.3,,0.235,,0.224,0.317,0.122,0.4,,,,,
6,2023-09-17,716540,Groundout,field_out,True,666134,640455,Nolan Jones,Sean Manaea,1,0,0,20e8a28b-6738-42e8-8ee5-ad5b9ef8c5a8,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,,0.17,0.91,-5.8,-6.19,-0.93,,1.06,93.6,90.3,94.0,82.3,,0.235,,0.224,0.317,0.122,0.4,,,,,
7,2023-09-17,716540,Pop Out,field_out,True,624424,623167,Michael Conforto,Chris Flexen,0,0,0,ecc36fb3-2735-47c8-8311-2430c7662042,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.409,0.293,0.09699999999999999,0.022000000000000002,0.16,-2.66,-0.47,-7.15,-2.44,2.61,0.72,91.9,87.9,90.9,80.8,71.6,0.379,0.287,0.213,0.296,0.389,0.6,0.125,,,,
8,2023-09-17,716540,Flyout,field_out,True,605204,623167,J.D. Davis,Chris Flexen,1,0,0,a5f9691d-6180-4a16-97df-4b98ac926c8b,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.409,0.293,0.09699999999999999,0.022000000000000002,0.16,-2.66,-0.47,-7.15,-2.44,2.61,0.72,91.9,87.9,90.9,80.8,71.6,0.379,0.287,0.213,0.296,0.389,0.6,0.125,,,,
9,2023-09-17,716540,Groundout,field_out,True,664774,623167,LaMonte Wade Jr.,Chris Flexen,1,1,0,d023a4f5-41c3-4f6f-8a11-c8476848502f,623167.0,chrisflexen,Flexen,Right,Chris Flexen,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.41700000000000004,0.13699999999999998,0.34600000000000003,0.401,81.0,93.0,97.0,97.0,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.409,0.293,0.09699999999999999,0.022000000000000002,0.16,-2.66,-0.47,-7.15,-2.44,2.61,0.72,91.9,87.9,90.9,80.8,71.6,0.379,0.287,0.213,0.296,0.389,0.6,0.125,,,,
