,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,ST_ba,CU_ba,SI_ba,SL_ba,SV_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,vSC (sc),SC%,wSC/C,SC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-10,718224,Strikeout,strikeout,True,665487,641154,Fernando Tatis Jr.,Pablo López,0,0,0,bb463fcf-11ea-4e7a-a5f6-4a9a705f82f8,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-10,718224,Walk,walk,False,630105,641154,Jake Cronenworth,Pablo López,1,0,0,56c9524b-7aae-4218-b464-aa0d4039e755,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-10,718224,Double Play,double_play,True,592518,641154,Manny Machado,Pablo López,1,1,1,4478778d-542b-4079-a4d9-d059a269f7e9,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-10,718224,Flyout,field_out,True,621439,607625,Byron Buxton,Seth Lugo,0,0,0,ccb32cea-a5c1-4679-9d7f-9b5679d51aac,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.303,0.25,0.287,0.208,0.303,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-10,718224,Home Run,home_run,False,596146,607625,Max Kepler,Seth Lugo,0,0,0,48e18c0b-dbca-4846-83c7-a6c1fa0329b9,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.303,0.25,0.287,0.208,0.303,0.0,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-10,718224,Lineout,field_out,True,621043,607625,Carlos Correa,Seth Lugo,0,0,0,22ece081-563d-4558-bb27-cab43990c002,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.303,0.25,0.287,0.208,0.303,0.0,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-05-10,718224,Groundout,field_out,True,666135,607625,Alex Kirilloff,Seth Lugo,1,0,0,fb7dd984-b7ac-4957-b456-9f7d0a9dbb3a,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.303,0.25,0.287,0.208,0.303,0.0,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-05-10,718224,Walk,walk,False,665742,641154,Juan Soto,Pablo López,0,0,0,4f4b8c4a-b7c3-43e8-8c3b-5e9f451cf53c,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-10,718224,Strikeout,strikeout,True,593428,641154,Xander Bogaerts,Pablo López,0,0,1,62c279e9-eadf-4cb0-8987-cb99d468be48,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-10,718224,Flyout,field_out,True,572761,641154,Matt Carpenter,Pablo López,0,0,1,d09d0584-37fa-4bfc-8404-e18a901486b8,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.21100000000000002,0.1,2.08,1.34,0.25,-0.17,94.9,94.5,84.4,82.5,0.268,0.257,0.173,0.202,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,
