,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,CH_ba,FC_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,SI_ba,CU_ba,ST_ba
0,2023-05-26,718018,Walk,walk,False,605141,656222,Mookie Betts,Jalen Beeks,0,0,0,b829df4b-08b9-48ae-9a11-05e784d25b9d,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,65.0,95.0,83.0,106.0,71.0,93.0,92.0,105.0,98.0,0.435,0.107,0.015,0.44299999999999995,-0.49,2.73,-16.85,-0.18,94.3,85.7,81.8,0.243,0.267,0.125,1.0,,,,,,,,,,,,,,,,,,,,,
1,2023-05-26,718018,Single,single,False,518692,656222,Freddie Freeman,Jalen Beeks,0,0,1,83302ee6-464d-4037-9e78-864a4e0f61dd,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,65.0,95.0,83.0,106.0,71.0,93.0,92.0,105.0,98.0,0.435,0.107,0.015,0.44299999999999995,-0.49,2.73,-16.85,-0.18,94.3,85.7,81.8,0.243,0.267,0.125,1.0,,,,,,,,,,,,,,,,,,,,,
2,2023-05-26,718018,Single,single,False,669257,656222,Will Smith,Jalen Beeks,0,0,1,4a6402aa-d6ab-4ed2-b017-0ee0e52db5ff,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,65.0,95.0,83.0,106.0,71.0,93.0,92.0,105.0,98.0,0.435,0.107,0.015,0.44299999999999995,-0.49,2.73,-16.85,-0.18,94.3,85.7,81.8,0.243,0.267,0.125,1.0,,,,,,,,,,,,,,,,,,,,,
3,2023-05-26,718018,Groundout,field_out,True,502110,656222,J.D. Martinez,Jalen Beeks,1,0,1,990dc130-e1ef-4d84-974f-66bb5b71bdf2,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,65.0,95.0,83.0,106.0,71.0,93.0,92.0,105.0,98.0,0.435,0.107,0.015,0.44299999999999995,-0.49,2.73,-16.85,-0.18,94.3,85.7,81.8,0.243,0.267,0.125,1.0,,,,,,,,,,,,,,,,,,,,,
4,2023-05-26,718018,Pop Out,field_out,True,571970,656222,Max Muncy,Jalen Beeks,0,0,0,9be9d6a1-e15d-4e3a-8cc7-11b1ed71d095,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,65.0,95.0,83.0,106.0,71.0,93.0,92.0,105.0,98.0,0.435,0.107,0.015,0.44299999999999995,-0.49,2.73,-16.85,-0.18,94.3,85.7,81.8,0.243,0.267,0.125,1.0,,,,,,,,,,,,,,,,,,,,,
5,2023-05-26,718018,Strikeout,strikeout,True,678246,656222,Miguel Vargas,Jalen Beeks,0,0,0,9c8c250d-12ce-47dd-8342-707c505c81f8,656222.0,jalenbeeks,Beeks,Left,Jalen Beeks,5.95,3.61,42.1,95.0,89.0,90.0,0.7290000000000001,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.43799999999999994,89.6,112.0,95.0,96.0,65.0,95.0,83.0,106.0,71.0,93.0,92.0,105.0,98.0,0.435,0.107,0.015,0.44299999999999995,-0.49,2.73,-16.85,-0.18,94.3,85.7,81.8,0.243,0.267,0.125,1.0,,,,,,,,,,,,,,,,,,,,,
6,2023-05-26,718018,Double,double,False,650490,592789,Yandy Díaz,Noah Syndergaard,1,0,0,31c2db42-150b-44e6-bff1-d6c5d8ac2fad,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.222,0.68,-0.49,-2.33,-2.71,92.2,89.5,85.0,0.208,0.286,0.333,0.24,95.0,104.0,107.0,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,0.141,1.25,-1.16,-0.93,87.7,92.3,77.9,0.363,0.233,
7,2023-05-26,718018,Single,single,False,677551,592789,Wander Franco,Noah Syndergaard,0,0,1,50973977-6681-4725-88bf-dfbde6777cd9,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.222,0.68,-0.49,-2.33,-2.71,92.2,89.5,85.0,0.208,0.286,0.333,0.24,95.0,104.0,107.0,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,0.141,1.25,-1.16,-0.93,87.7,92.3,77.9,0.363,0.233,
8,2023-05-26,718018,Groundout,field_out,True,664040,592789,Brandon Lowe,Noah Syndergaard,0,0,1,92631ccc-406c-4c26-b080-7e5229817961,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.222,0.68,-0.49,-2.33,-2.71,92.2,89.5,85.0,0.208,0.286,0.333,0.24,95.0,104.0,107.0,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,0.141,1.25,-1.16,-0.93,87.7,92.3,77.9,0.363,0.233,
9,2023-05-26,718018,Lineout,field_out,True,668227,592789,Randy Arozarena,Noah Syndergaard,0,0,0,ef9814f3-45f4-453e-a4fe-988447b64a5f,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.222,0.68,-0.49,-2.33,-2.71,92.2,89.5,85.0,0.208,0.286,0.333,0.24,95.0,104.0,107.0,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,0.141,1.25,-1.16,-0.93,87.7,92.3,77.9,0.363,0.233,
10,2023-05-26,718018,Single,single,False,666139,592789,Josh Lowe,Noah Syndergaard,0,0,1,08b0a02c-58ce-4369-a63f-5f1518f3bc94,592789.0,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,6.5,6.48,88.2,104.0,80.0,99.0,0.8340000000000001,5.68,1.93,10.56,2.23,0.94,0.203,0.43799999999999994,0.147,0.363,0.46799999999999997,87.3,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.18100000000000002,0.126,0.067,0.222,0.68,-0.49,-2.33,-2.71,92.2,89.5,85.0,0.208,0.286,0.333,0.24,95.0,104.0,107.0,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,0.141,1.25,-1.16,-0.93,87.7,92.3,77.9,0.363,0.233,
