,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,CH_ba,FF_ba,FC_ba,CU_ba,SL_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-09-10,716633,Groundout,field_out,True,680757,670046,Steven Kwan,Kenny Rosenberg,1,0,0,c8d53ff6-a47b-4067-81af-129c957cbcc3,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
1,2023-09-10,716633,Single,single,False,608070,670046,José Ramírez,Kenny Rosenberg,0,0,0,6722d192-b5b5-4a3d-8369-fc04105cd42a,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
2,2023-09-10,716633,Strikeout,strikeout,True,681807,670046,David Fry,Kenny Rosenberg,0,0,0,16c9c1ff-31c6-4ce5-88f7-03c1b1566ced,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
3,2023-09-10,716633,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,594777,670046,Kole Calhoun,Kenny Rosenberg,0,0,0,a415669a-6292-49f6-af4e-43ac126495f6,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
4,2023-09-10,716633,Double,double,False,545341,676440,Randal Grichuk,Tanner Bibee,1,1,0,b013ce72-d660-47b6-8142-374ebf8e3653,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.38299999999999995,0.168,0.302,0.42700000000000005,83.8,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.47100000000000003,,0.27,0.09300000000000001,0.166,0.6,,1.35,-1.11,1.07,94.9,,84.7,78.3,0.213,0.243,,0.271,0.206,,,,,,,,
5,2023-09-10,716633,Groundout,field_out,True,592273,676440,Brandon Drury,Tanner Bibee,0,0,1,b2172c51-ad4b-46a3-8ed3-3754470e2fc5,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.38299999999999995,0.168,0.302,0.42700000000000005,83.8,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.47100000000000003,,0.27,0.09300000000000001,0.166,0.6,,1.35,-1.11,1.07,94.9,,84.7,78.3,0.213,0.243,,0.271,0.206,,,,,,,,
6,2023-09-10,716633,Sac Fly,sac_fly,True,519058,676440,Mike Moustakas,Tanner Bibee,0,0,1,3520e51d-14fe-4338-be09-d4e68421bd02,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.38299999999999995,0.168,0.302,0.42700000000000005,83.8,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.47100000000000003,,0.27,0.09300000000000001,0.166,0.6,,1.35,-1.11,1.07,94.9,,84.7,78.3,0.213,0.243,,0.271,0.206,,,,,,,,
7,2023-09-10,716633,Strikeout,strikeout,True,681351,676440,Logan O'Hoppe,Tanner Bibee,0,0,0,e89c10b0-66c3-4cfc-9566-5541e8c91230,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.38299999999999995,0.168,0.302,0.42700000000000005,83.8,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.47100000000000003,,0.27,0.09300000000000001,0.166,0.6,,1.35,-1.11,1.07,94.9,,84.7,78.3,0.213,0.243,,0.271,0.206,,,,,,,,
8,2023-09-10,716633,Home Run,home_run,False,594777,670046,Kole Calhoun,Kenny Rosenberg,1,1,0,0a068877-72bb-4f21-80e4-b5674e31dff2,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
9,2023-09-10,716633,Flyout,field_out,True,671289,670046,Tyler Freeman,Kenny Rosenberg,1,1,0,f2ed050b-2efb-4b4d-8ee9-59a15becdf12,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
