,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,CH_ba,CU_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-05-13,718190,Single,single,False,543760,621076,Marcus Semien,James Kaprielian,1,0,0,524b99d0-2ce0-4eee-aa04-1d65f9f0d857,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
1,2023-05-13,718190,Strikeout,strikeout,True,543257,621076,Robbie Grossman,James Kaprielian,0,0,1,b34149e6-14ab-4017-9212-e66aa8d733ca,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
2,2023-05-13,718190,Single,single,False,663993,621076,Nathaniel Lowe,James Kaprielian,1,0,1,2b8c03d6-bd98-4faa-85e2-8008cbbfaf4b,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
3,2023-05-13,718190,Grounded Into DP,grounded_into_double_play,True,666969,621076,Adolis García,James Kaprielian,1,0,1,6c9d736a-b494-42d1-80a8-cfbcd434ea10,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
4,2023-05-13,718190,Groundout,field_out,True,665923,592351,Esteury Ruiz,Jon Gray,0,0,0,c768c3b5-fdb6-4997-9342-b39322301720,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,,2.33,-1.69,1.71,95.7,,87.2,78.2,0.346,0.194,,0.211,0.263,0.105,,,,,,,
5,2023-05-13,718190,Strikeout,strikeout,True,676116,592351,Ryan Noda,Jon Gray,0,0,0,88f31feb-acdc-4fb3-a77a-ee64a6c11ecf,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,,2.33,-1.69,1.71,95.7,,87.2,78.2,0.346,0.194,,0.211,0.263,0.105,,,,,,,
6,2023-05-13,718190,Pop Out,field_out,True,668709,592351,JJ Bleday,Jon Gray,1,0,0,5564db6d-b1a2-4a72-bf96-779f5c73d3b3,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.39799999999999996,0.062,0.11599999999999999,-1.83,,2.33,-1.69,1.71,95.7,,87.2,78.2,0.346,0.194,,0.211,0.263,0.105,,,,,,,
7,2023-05-13,718190,Single,single,False,673962,621076,Josh Jung,James Kaprielian,1,0,0,b4e7fe85-6fce-4aec-9170-a983d6c716bb,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
8,2023-05-13,718190,Strikeout Double Play,strikeout_double_play,True,677649,621076,Ezequiel Duran,James Kaprielian,0,0,1,70b5a97a-e856-4321-9ee8-f9ebed16090d,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
9,2023-05-13,718190,Flyout,field_out,True,665750,621076,Leody Taveras,James Kaprielian,1,0,0,6734012c-befb-42af-bbb8-a5fb08fcb41f,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,
