,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vSI,vKC,CU_ba,FF_ba,SI_ba,CH_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,ST_ba
0,2023-06-05,717886,Lineout,field_out,True,656716,605400,Zach McKinstry,Aaron Nola,1,0,0,13b78aea-d61b-48c0-9b7f-006d8aacdd00,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
1,2023-06-05,717886,Strikeout,strikeout,True,595879,605400,Javier Báez,Aaron Nola,0,0,0,b1922a32-aaea-4f87-a198-b21179b4ab5c,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
2,2023-06-05,717886,Strikeout,strikeout,True,668731,605400,Akil Baddoo,Aaron Nola,0,0,0,3c3e1a0d-7246-439e-a47d-f242bf3cc0db,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.47700000000000004,0.156,0.32299999999999995,0.419,85.9,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,118.0,105.0,113.0,111.0,110.0,105.0,0.188,0.295,0.075,0.316,0.126,-0.03,0.4,0.46,0.47,0.14,92.7,86.3,91.8,79.4,0.221,0.246,0.279,0.22,0.246,,,,,,,,,,,,,,,,,,,,,
3,2023-06-05,717886,Walk,walk,False,656941,666214,Kyle Schwarber,Joey Wentz,1,0,0,bbef70e2-9671-4fff-8089-e34dc85c910a,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
4,2023-06-05,717886,Single,single,False,592206,666214,Nick Castellanos,Joey Wentz,1,0,1,174666e4-1f0d-4209-83de-620f39c65698,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
5,2023-06-05,717886,Flyout,field_out,True,547180,666214,Bryce Harper,Joey Wentz,0,0,0,fc36268c-1cbf-4c9d-9a0e-e6fdfd036117,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
6,2023-06-05,717886,Single,single,False,607208,666214,Trea Turner,Joey Wentz,1,0,1,dac6e520-6994-4eeb-8ba1-1d30b01a1a3e,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
7,2023-06-05,717886,Groundout,field_out,True,592663,666214,J.T. Realmuto,Joey Wentz,0,0,1,e0657ae6-0cad-4281-92cc-f98402e3eed4,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
8,2023-06-05,717886,Walk,walk,False,681082,666214,Bryson Stott,Joey Wentz,0,0,0,cce49df9-d765-4a8e-a05b-3355904347a2,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
9,2023-06-05,717886,Strikeout,strikeout,True,656403,666214,Drew Ellis,Joey Wentz,0,0,0,a3ca56d6-a443-44e5-8d65-b11db6d1c28e,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.41600000000000004,0.251,,0.175,-2.53,-0.57,,,-0.22,93.4,86.0,,,0.247,0.374,,0.189,0.271,102.0,106.0,105.0,0.158,-0.86,77.5,,,,,,,,,,,,,,,
