,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,CH_ba,CU_ba,SI_ba,ST_ba,SL_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-23,718462,Flyout,field_out,True,643289,608331,Mauricio Dubón,Max Fried,1,0,0,5ccf5d67-84aa-47ba-b08e-07bf6a1995f3,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.044000000000000004,0.11,0.231,0.165,0.71,1.44,-0.71,-0.19,2.64,1.75,94.0,87.5,93.5,83.6,74.2,0.291,0.232,0.109,0.302,0.154,0.4,0.091,,,,,,,,,,,,,,,,
1,2023-04-23,718462,Lineout,field_out,True,608324,608331,Alex Bregman,Max Fried,0,0,0,18d80756-fb13-439d-af0a-402d4e4c38f7,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.044000000000000004,0.11,0.231,0.165,0.71,1.44,-0.71,-0.19,2.64,1.75,94.0,87.5,93.5,83.6,74.2,0.291,0.232,0.109,0.302,0.154,0.4,0.091,,,,,,,,,,,,,,,,
2,2023-04-23,718462,Strikeout,strikeout,True,670541,608331,Yordan Alvarez,Max Fried,0,0,0,cb3dd6ea-05eb-4012-a789-285299326d2e,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.044000000000000004,0.11,0.231,0.165,0.71,1.44,-0.71,-0.19,2.64,1.75,94.0,87.5,93.5,83.6,74.2,0.291,0.232,0.109,0.302,0.154,0.4,0.091,,,,,,,,,,,,,,,,
3,2023-04-23,718462,Walk,walk,False,660670,664299,Ronald Acuña Jr.,Cristian Javier,1,0,0,406e3344-1815-4892-ad6c-d40f4f22d043,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,0.236,0.28,0.268,,,0.211,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,,
4,2023-04-23,718462,Strikeout,strikeout,True,621566,664299,Matt Olson,Cristian Javier,0,0,0,ff458017-2c42-47df-811e-8825c2801373,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,0.236,0.28,0.268,,,0.211,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,,
5,2023-04-23,718462,Flyout,field_out,True,663586,664299,Austin Riley,Cristian Javier,0,0,1,f595ab28-4f81-4c7d-98c1-d5aa6cfca58c,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,0.236,0.28,0.268,,,0.211,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,,
6,2023-04-23,718462,Flyout,field_out,True,645277,664299,Ozzie Albies,Cristian Javier,0,0,0,4b7810e0-33b5-4e98-b2b0-f5419144a355,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,,0.3,,0.040999999999999995,0.44,,,-0.09,,-1.29,92.7,,,79.5,,0.236,0.28,0.268,,,0.211,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,,
7,2023-04-23,718462,Single,single,False,547989,608331,José Abreu,Max Fried,0,0,0,27129128-c7a3-4dd5-82be-55bedb9554ac,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.044000000000000004,0.11,0.231,0.165,0.71,1.44,-0.71,-0.19,2.64,1.75,94.0,87.5,93.5,83.6,74.2,0.291,0.232,0.109,0.302,0.154,0.4,0.091,,,,,,,,,,,,,,,,
8,2023-04-23,718462,Single,single,False,663656,608331,Kyle Tucker,Max Fried,1,0,1,9412caef-43aa-40db-bcfc-c18e270a9fd9,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.044000000000000004,0.11,0.231,0.165,0.71,1.44,-0.71,-0.19,2.64,1.75,94.0,87.5,93.5,83.6,74.2,0.291,0.232,0.109,0.302,0.154,0.4,0.091,,,,,,,,,,,,,,,,
9,2023-04-23,718462,Grounded Into DP,grounded_into_double_play,True,665161,608331,Jeremy Peña,Max Fried,1,0,1,dea1598e-14c3-4ff5-808e-074d790c7d89,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.044000000000000004,0.11,0.231,0.165,0.71,1.44,-0.71,-0.19,2.64,1.75,94.0,87.5,93.5,83.6,74.2,0.291,0.232,0.109,0.302,0.154,0.4,0.091,,,,,,,,,,,,,,,,
