,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,SI_ba,CU_ba,SL_ba,FF_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FS_ba,ST_ba,SV_ba
10,2023-08-02,717158,Strikeout,strikeout,True,596142,607536,Gary Sánchez,Kyle Freeland,0,0,0,0eafd598-bfad-402f-851f-1d0963d17a5c,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
11,2023-08-02,717158,Pop Out,field_out,True,676946,607536,Matthew Batten,Kyle Freeland,0,0,0,a5ab1c13-9c37-4c4f-afd9-d6ae2b1daecf,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
12,2023-08-02,717158,Groundout,field_out,True,666134,607259,Nolan Jones,Nick Martinez,1,0,0,47c0ebf5-5cde-4ec7-ab0f-d38ea3bb2f14,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,80.7,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.22399999999999998,0.13,0.002,,0.28800000000000003,-0.91,1.23,-4.18,,2.41,93.3,92.9,84.5,,0.293,0.164,,0.25,0.158,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,-1.99,0.59,89.5,81.8,0.382,,,
13,2023-08-02,717158,Strikeout,strikeout,True,660707,607259,Elehuris Montero,Nick Martinez,0,0,0,cd5e60f4-71bb-4acc-99b0-ac28fae815a4,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,80.7,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.22399999999999998,0.13,0.002,,0.28800000000000003,-0.91,1.23,-4.18,,2.41,93.3,92.9,84.5,,0.293,0.164,,0.25,0.158,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,-1.99,0.59,89.5,81.8,0.382,,,
14,2023-08-02,717158,Lineout,field_out,True,669911,607259,Michael Toglia,Nick Martinez,1,1,0,bcbf47f3-a33c-48c8-b364-73457e8ea7bd,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,80.7,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.22399999999999998,0.13,0.002,,0.28800000000000003,-0.91,1.23,-4.18,,2.41,93.3,92.9,84.5,,0.293,0.164,,0.25,0.158,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,-1.99,0.59,89.5,81.8,0.382,,,
15,2023-08-02,717158,Strikeout,strikeout,True,663757,607536,Trent Grisham,Kyle Freeland,0,0,0,a225bf72-5e4c-4222-9c71-975c98539d59,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
16,2023-08-02,717158,Walk,walk,False,673490,607536,Ha-Seong Kim,Kyle Freeland,0,0,0,10647926-7350-4139-b41d-7b19bf9b5d5d,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
17,2023-08-02,717158,Lineout,field_out,True,665487,607536,Fernando Tatis Jr.,Kyle Freeland,1,0,0,acf3c787-11f7-449f-a6d9-f6bea7f03298,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
18,2023-08-02,717158,Home Run,home_run,False,665742,607536,Juan Soto,Kyle Freeland,0,0,1,f35d2c53-0bd0-4def-9d10-0f3e77b799e4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
19,2023-08-02,717158,Single,single,False,592518,607536,Manny Machado,Kyle Freeland,0,0,0,9ca961b1-98f1-45c9-9075-5e62231f24e6,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
20,2023-08-02,717158,Double,double,False,593428,607536,Xander Bogaerts,Kyle Freeland,0,0,1,e7af3bab-084a-408b-b0f9-16f19ea1dbf4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
21,2023-08-02,717158,Strikeout,strikeout,True,630105,607536,Jake Cronenworth,Kyle Freeland,0,0,0,512178e9-9ce4-4828-bb35-d28c70212dd4,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
22,2023-08-02,717158,Flyout,field_out,True,686668,607259,Brenton Doyle,Nick Martinez,0,0,0,39376c16-f04a-4686-8b2b-2a2800659a81,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,80.7,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.22399999999999998,0.13,0.002,,0.28800000000000003,-0.91,1.23,-4.18,,2.41,93.3,92.9,84.5,,0.293,0.164,,0.25,0.158,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,-1.99,0.59,89.5,81.8,0.382,,,
23,2023-08-02,717158,Flyout,field_out,True,642851,607259,Austin Wynns,Nick Martinez,0,0,0,3bd71029-6606-4325-9274-6fe59b7516ec,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,80.7,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.22399999999999998,0.13,0.002,,0.28800000000000003,-0.91,1.23,-4.18,,2.41,93.3,92.9,84.5,,0.293,0.164,,0.25,0.158,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,-1.99,0.59,89.5,81.8,0.382,,,
24,2023-08-02,717158,Groundout,field_out,True,595777,607259,Jurickson Profar,Nick Martinez,0,0,0,0fe18c7a-5aa8-4541-9784-2534102136ae,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.20600000000000002,0.431,0.235,0.251,0.397,80.7,97.0,102.0,106.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,,,,0.22399999999999998,0.13,0.002,,0.28800000000000003,-0.91,1.23,-4.18,,2.41,93.3,92.9,84.5,,0.293,0.164,,0.25,0.158,88.0,97.0,100.0,96.0,102.0,96.0,0.16399999999999998,0.191,-1.99,0.59,89.5,81.8,0.382,,,
25,2023-08-02,717158,Strikeout,strikeout,True,596142,607536,Gary Sánchez,Kyle Freeland,0,0,0,9bd7231e-62ec-414a-a5c6-2d05f320b2cc,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
26,2023-08-02,717158,Flyout,field_out,True,676946,607536,Matthew Batten,Kyle Freeland,0,0,0,bc8bd979-3097-4ea2-9eb7-aaed421f4e3b,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
27,2023-08-02,717158,Pop Out,field_out,True,663757,607536,Trent Grisham,Kyle Freeland,0,0,0,a0e381f4-7351-4155-afc8-41bb07878d6d,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
28,2023-08-02,717158,Walk,walk,False,678662,678061,Ezequiel Tovar,Ray Kerr,0,0,0,9c972d70-37f0-4680-81ba-9025754746a8,678061.0,raykerr,Kerr,Left,Ray Kerr,4.33,4.67,27.0,97.0,83.0,92.0,0.6829999999999999,11.67,3.0,8.33,1.67,1.13,0.275,0.348,0.217,0.377,0.40299999999999997,91.0,60.0,94.0,80.0,92.0,100.0,92.0,,,,,,,,,,,0.511,,,0.055999999999999994,-1.65,,,,0.95,96.0,,,,,0.143,,0.339,,76.0,94.0,93.0,,,,,0.433,,1.47,,82.5,,0.0,,
29,2023-08-02,717158,Walk,walk,False,641857,678061,Ryan McMahon,Ray Kerr,1,0,1,6e084e2e-dd96-4655-8d39-492018dbfd64,678061.0,raykerr,Kerr,Left,Ray Kerr,4.33,4.67,27.0,97.0,83.0,92.0,0.6829999999999999,11.67,3.0,8.33,1.67,1.13,0.275,0.348,0.217,0.377,0.40299999999999997,91.0,60.0,94.0,80.0,92.0,100.0,92.0,,,,,,,,,,,0.511,,,0.055999999999999994,-1.65,,,,0.95,96.0,,,,,0.143,,0.339,,76.0,94.0,93.0,,,,,0.433,,1.47,,82.5,,0.0,,
30,2023-08-02,717158,Strikeout,strikeout,True,663898,678061,Brendan Rodgers,Ray Kerr,0,0,0,95ab07f9-442c-4342-affe-45f26a18b247,678061.0,raykerr,Kerr,Left,Ray Kerr,4.33,4.67,27.0,97.0,83.0,92.0,0.6829999999999999,11.67,3.0,8.33,1.67,1.13,0.275,0.348,0.217,0.377,0.40299999999999997,91.0,60.0,94.0,80.0,92.0,100.0,92.0,,,,,,,,,,,0.511,,,0.055999999999999994,-1.65,,,,0.95,96.0,,,,,0.143,,0.339,,76.0,94.0,93.0,,,,,0.433,,1.47,,82.5,,0.0,,
31,2023-08-02,717158,Walk,walk,False,666134,678061,Nolan Jones,Ray Kerr,1,0,1,435d8467-dfd8-4ad1-ac38-eb8ac3fce9ab,678061.0,raykerr,Kerr,Left,Ray Kerr,4.33,4.67,27.0,97.0,83.0,92.0,0.6829999999999999,11.67,3.0,8.33,1.67,1.13,0.275,0.348,0.217,0.377,0.40299999999999997,91.0,60.0,94.0,80.0,92.0,100.0,92.0,,,,,,,,,,,0.511,,,0.055999999999999994,-1.65,,,,0.95,96.0,,,,,0.143,,0.339,,76.0,94.0,93.0,,,,,0.433,,1.47,,82.5,,0.0,,
32,2023-08-02,717158,Groundout,field_out,True,660707,678061,Elehuris Montero,Ray Kerr,1,0,1,fea74a50-2302-46d6-9462-2fd2cf7d75dc,678061.0,raykerr,Kerr,Left,Ray Kerr,4.33,4.67,27.0,97.0,83.0,92.0,0.6829999999999999,11.67,3.0,8.33,1.67,1.13,0.275,0.348,0.217,0.377,0.40299999999999997,91.0,60.0,94.0,80.0,92.0,100.0,92.0,,,,,,,,,,,0.511,,,0.055999999999999994,-1.65,,,,0.95,96.0,,,,,0.143,,0.339,,76.0,94.0,93.0,,,,,0.433,,1.47,,82.5,,0.0,,
33,2023-08-02,717158,Strikeout,strikeout,True,669911,678061,Michael Toglia,Ray Kerr,0,0,0,cc8de4bb-8d43-4ea7-a788-e695f263257c,678061.0,raykerr,Kerr,Left,Ray Kerr,4.33,4.67,27.0,97.0,83.0,92.0,0.6829999999999999,11.67,3.0,8.33,1.67,1.13,0.275,0.348,0.217,0.377,0.40299999999999997,91.0,60.0,94.0,80.0,92.0,100.0,92.0,,,,,,,,,,,0.511,,,0.055999999999999994,-1.65,,,,0.95,96.0,,,,,0.143,,0.339,,76.0,94.0,93.0,,,,,0.433,,1.47,,82.5,,0.0,,
34,2023-08-02,717158,Single,single,False,673490,607536,Ha-Seong Kim,Kyle Freeland,1,0,0,06242333-75d2-4dac-af3a-2a1c69a6cec6,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
35,2023-08-02,717158,Groundout,field_out,True,665487,607536,Fernando Tatis Jr.,Kyle Freeland,1,0,1,d9906108-493a-45c0-86dd-db803fa65174,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.20199999999999999,0.441,0.122,0.391,0.43700000000000006,84.2,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.28300000000000003,0.184,0.23600000000000002,0.17600000000000002,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,88.7,84.1,80.6,0.349,0.261,0.246,0.239,0.435,,,,,,,,,,,,,,,,
