,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FC_ba,FS_ba,ST_ba
0,2023-06-25,717614,Groundout,field_out,True,608701,621383,Rob Refsnyder,Tanner Banks,0,0,0,4e08b86a-b157-449a-8846-10eb3c79ed73,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
1,2023-06-25,717614,Groundout,field_out,True,457759,621383,Justin Turner,Tanner Banks,1,0,0,45d0ba43-5c04-42ff-8ee2-2b9302a4a667,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
2,2023-06-25,717614,Strikeout,strikeout,True,646240,621383,Rafael Devers,Tanner Banks,0,0,0,908a2e2b-a729-4588-8dbc-b52875e82f0b,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
3,2023-06-25,717614,Groundout,field_out,True,643217,676710,Andrew Benintendi,Kutter Crawford,1,0,0,88af2a34-3395-4b39-b1f5-8d542bae5cc5,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,0.34,,,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
4,2023-06-25,717614,Flyout,field_out,True,683734,676710,Andrew Vaughn,Kutter Crawford,0,0,0,1b9ad6e9-69ca-4202-914a-b77f21255b70,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,0.34,,,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
5,2023-06-25,717614,Flyout,field_out,True,673357,676710,Luis Robert Jr.,Kutter Crawford,1,0,0,53c9a241-f715-4613-ae2d-a67853f0d660,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,0.34,,,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
6,2023-06-25,717614,Double,double,False,594807,621383,Adam Duvall,Tanner Banks,1,1,0,ddb6b7cb-2da6-4861-b965-dfd5ecef2bc4,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
7,2023-06-25,717614,Hit By Pitch,hit_by_pitch,False,807799,621383,Masataka Yoshida,Tanner Banks,0,0,0,a7ca3eb3-8349-4894-ad4b-885e1dd3dcb0,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
8,2023-06-25,717614,Strikeout,strikeout,True,666915,621383,Bobby Dalbec,Tanner Banks,0,0,0,1a061fec-fa83-4901-aa66-98d181974b00,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
9,2023-06-25,717614,Strikeout,strikeout,True,624414,621383,Christian Arroyo,Tanner Banks,0,0,0,8a04b6c6-69a0-48d6-bc4a-08ab6aa0d68e,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
10,2023-06-25,717614,Single,single,False,571771,621383,Enrique Hernández,Tanner Banks,1,0,1,dd1b5a3c-6153-416a-9a76-e27083600e92,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
11,2023-06-25,717614,Strikeout,strikeout,True,643348,621383,Caleb Hamilton,Tanner Banks,0,0,0,5f1574b8-2983-4a8f-997c-6abbee5ab404,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
12,2023-06-25,717614,Groundout,field_out,True,650391,676710,Eloy Jiménez,Kutter Crawford,0,0,0,0ee86946-7c20-4bcd-a3eb-0ac0d897aa2b,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,0.34,,,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
13,2023-06-25,717614,Lineout,field_out,True,518735,676710,Yasmani Grandal,Kutter Crawford,0,0,0,b15df1a7-d5b2-45cb-9e22-355e47b9b969,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,0.34,,,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
14,2023-06-25,717614,Flyout,field_out,True,669394,676710,Jake Burger,Kutter Crawford,0,0,0,3663452b-0597-4431-97dc-c6fd5b04892c,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,82.5,,0.163,0.167,0.34,,,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.11900000000000001,0.35,-0.82,-1.47,88.6,82.4,79.4,0.289,0.214,0.15
15,2023-06-25,717614,Lineout,field_out,True,608701,621383,Rob Refsnyder,Tanner Banks,0,0,0,97381bb0-098c-4a46-b90d-9ff4fc685e6d,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
16,2023-06-25,717614,Walk,walk,False,457759,621383,Justin Turner,Tanner Banks,1,0,0,b0e53cb0-16f1-498f-94bf-9e6e3ba05688,621383.0,tannerbanks,Banks,Left,Tanner Banks,4.43,4.39,61.0,101.0,88.0,101.0,0.7879999999999999,7.52,2.36,8.7,1.48,0.86,0.272,0.348,0.10300000000000001,0.37,0.445,86.3,64.0,102.0,96.0,113.0,106.0,109.0,75.0,102.0,99.0,79.0,100.0,95.0,106.0,100.0,102.0,0.027999999999999997,0.354,0.303,0.151,0.165,-0.84,-1.44,1.17,-3.1,2.23,92.6,91.4,86.3,80.9,0.291,0.225,0.31,0.162,0.5,,,,,,,,,,,,,,,,,,,,,
