,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vSI,vSL,vCU,FC_ba,CH_ba,CU_ba,SL_ba,SI_ba,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FS_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-08-05,717116,Groundout,field_out,True,641943,669203,Joshua Palacios,Corbin Burnes,1,0,0,b517538d-32f5-43a4-a5be-192a75dd1c03,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
1,2023-08-05,717116,Strikeout,strikeout,True,668804,669203,Bryan Reynolds,Corbin Burnes,0,0,0,bb24881c-e0f7-4d50-978a-551b307e6136,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
2,2023-08-05,717116,Groundout,field_out,True,457705,669203,Andrew McCutchen,Corbin Burnes,1,1,0,22c84011-19a4-40b7-98b4-f6714fc9dd30,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
3,2023-08-05,717116,Walk,walk,False,592885,663559,Christian Yelich,Bailey Falter,0,0,0,2a1b17c8-57c6-4b70-a342-749d3a7606df,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,,0.18899999999999997,0.225,0.046,,-1.63,-1.91,-0.85,-0.8,,90.7,84.5,76.5,,0.273,0.267,0.288,0.333,72.0,105.0,96.0,0.444,0.024,-0.08,3.65,90.7,85.0,0.305,0.0,,,
4,2023-08-05,717116,Strikeout,strikeout,True,661388,663559,William Contreras,Bailey Falter,0,0,0,9c2807b0-b701-4a19-b939-45ae74e1e18a,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,,0.18899999999999997,0.225,0.046,,-1.63,-1.91,-0.85,-0.8,,90.7,84.5,76.5,,0.273,0.267,0.288,0.333,72.0,105.0,96.0,0.444,0.024,-0.08,3.65,90.7,85.0,0.305,0.0,,,
5,2023-08-05,717116,Lineout,field_out,True,467793,663559,Carlos Santana,Bailey Falter,0,0,1,f7fdfaf1-b805-473c-9759-9cea26603cb7,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,,0.18899999999999997,0.225,0.046,,-1.63,-1.91,-0.85,-0.8,,90.7,84.5,76.5,,0.273,0.267,0.288,0.333,72.0,105.0,96.0,0.444,0.024,-0.08,3.65,90.7,85.0,0.305,0.0,,,
6,2023-08-05,717116,Flyout,field_out,True,642715,663559,Willy Adames,Bailey Falter,1,1,0,9c5fb628-6c17-470b-8a09-8cf86d886992,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,,0.18899999999999997,0.225,0.046,,-1.63,-1.91,-0.85,-0.8,,90.7,84.5,76.5,,0.273,0.267,0.288,0.333,72.0,105.0,96.0,0.444,0.024,-0.08,3.65,90.7,85.0,0.305,0.0,,,
7,2023-08-05,717116,Pop Out,field_out,True,680779,669203,Henry Davis,Corbin Burnes,1,0,0,b6c5e013-971d-4bf8-8d76-8f581061d08b,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
8,2023-08-05,717116,Groundout,field_out,True,663845,669203,Alfonso Rivas III,Corbin Burnes,0,0,0,4a27ee26-b051-424b-8048-2e097a984c5b,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
9,2023-08-05,717116,Flyout,field_out,True,663647,669203,Ke'Bryan Hayes,Corbin Burnes,0,0,0,cec91b96-3df1-486f-aa74-05d1fbe2de8f,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,
