,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,SL_ba,FF_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FC%,wFC/C,wSI/C,vFC,vSI,CH_ba,ST_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-30,717972,Strikeout,strikeout,True,457705,605154,Andrew McCutchen,John Brebbia,0,0,0,7b78d429-7c3d-4aca-bfe4-ecafd4bd32a8,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-30,717972,Lineout,field_out,True,672779,605154,Tucupita Marcano,John Brebbia,0,0,0,524b7fe3-be56-4efe-a8cb-aeb84f36ab30,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-30,717972,Home Run,home_run,False,656582,605154,Connor Joe,John Brebbia,1,1,0,7c3878d9-6414-4d2b-906e-b8ce57a6410c,605154.0,johnbrebbia,Brebbia,Right,John Brebbia,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,89.2,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,0.45799999999999996,0.539,0.003,1.09,-0.13,6.56,94.5,82.8,0.227,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-30,717972,Strikeout,strikeout,True,669261,640455,Jack Suwinski,Sean Manaea,0,0,0,6009975f-e927-4829-b94a-1fb2b9c07bed,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,0.17,0.91,-0.93,1.06,93.6,82.3,0.317,0.235,121.0,109.0,108.0,0.008,0.0,-5.8,-6.19,90.3,94.0,0.224,0.122,0.4,,,,,,,,,,,,,,,,,,
4,2023-05-30,717972,Pop Out,field_out,True,664774,670912,LaMonte Wade Jr.,Johan Oviedo,1,0,0,fb814c38-773c-4137-b397-27f6d1678c0e,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.36700000000000005,0.040999999999999995,-1.25,0.8,-0.07,95.8,88.2,0.21,0.277,100.0,93.0,92.0,0.05,,,0.93,,95.7,0.25,,0.276,87.0,97.0,101.0,0.149,0.82,80.9,0.193,,,,,,,,,,,
5,2023-05-30,717972,Walk,walk,False,573262,670912,Mike Yastrzemski,Johan Oviedo,0,0,0,d6faf930-28d9-4d21-9786-bfcc8c293cbc,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.36700000000000005,0.040999999999999995,-1.25,0.8,-0.07,95.8,88.2,0.21,0.277,100.0,93.0,92.0,0.05,,,0.93,,95.7,0.25,,0.276,87.0,97.0,101.0,0.149,0.82,80.9,0.193,,,,,,,,,,,
6,2023-05-30,717972,Walk,walk,False,605204,670912,J.D. Davis,Johan Oviedo,1,0,1,ff58e648-24d4-4dff-aeb9-9a39071fd496,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.36700000000000005,0.040999999999999995,-1.25,0.8,-0.07,95.8,88.2,0.21,0.277,100.0,93.0,92.0,0.05,,,0.93,,95.7,0.25,,0.276,87.0,97.0,101.0,0.149,0.82,80.9,0.193,,,,,,,,,,,
7,2023-05-30,717972,Single,single,False,624424,670912,Michael Conforto,Johan Oviedo,0,0,1,29bc3533-4be9-4890-b066-2cad32687b32,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.36700000000000005,0.040999999999999995,-1.25,0.8,-0.07,95.8,88.2,0.21,0.277,100.0,93.0,92.0,0.05,,,0.93,,95.7,0.25,,0.276,87.0,97.0,101.0,0.149,0.82,80.9,0.193,,,,,,,,,,,
8,2023-05-30,717972,Grounded Into DP,grounded_into_double_play,True,571745,670912,Mitch Haniger,Johan Oviedo,0,0,1,552d25f8-ec15-40f0-8b5b-aca94a730a3d,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.36700000000000005,0.040999999999999995,-1.25,0.8,-0.07,95.8,88.2,0.21,0.277,100.0,93.0,92.0,0.05,,,0.93,,95.7,0.25,,0.276,87.0,97.0,101.0,0.149,0.82,80.9,0.193,,,,,,,,,,,
9,2023-05-30,717972,Lineout,field_out,True,663647,640455,Ke'Bryan Hayes,Sean Manaea,0,0,0,b9fa0f73-b3b2-4f09-8710-ff9a57cbca25,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,0.17,0.91,-0.93,1.06,93.6,82.3,0.317,0.235,121.0,109.0,108.0,0.008,0.0,-5.8,-6.19,90.3,94.0,0.224,0.122,0.4,,,,,,,,,,,,,,,,,,
10,2023-05-30,717972,Lineout,field_out,True,678225,640455,Ji Hwan Bae,Sean Manaea,1,1,0,ce670172-b9ad-44eb-8ba8-6d73f2ca4e94,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,0.17,0.91,-0.93,1.06,93.6,82.3,0.317,0.235,121.0,109.0,108.0,0.008,0.0,-5.8,-6.19,90.3,94.0,0.224,0.122,0.4,,,,,,,,,,,,,,,,,,
11,2023-05-30,717972,Groundout,field_out,True,666801,640455,Rodolfo Castro,Sean Manaea,1,0,0,74eb320a-cfb2-4e85-90bd-f6ae568253d0,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,0.17,0.91,-0.93,1.06,93.6,82.3,0.317,0.235,121.0,109.0,108.0,0.008,0.0,-5.8,-6.19,90.3,94.0,0.224,0.122,0.4,,,,,,,,,,,,,,,,,,
12,2023-05-30,717972,Walk,walk,False,666165,670912,Blake Sabol,Johan Oviedo,1,0,0,924ca533-3982-417e-89c6-eae08c347c53,670912.0,johanoviedo,Oviedo,Right,Johan Oviedo,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.23399999999999999,0.408,0.16399999999999998,0.316,0.41100000000000003,88.1,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.36700000000000005,0.040999999999999995,-1.25,0.8,-0.07,95.8,88.2,0.21,0.277,100.0,93.0,92.0,0.05,,,0.93,,95.7,0.25,,0.276,87.0,97.0,101.0,0.149,0.82,80.9,0.193,,,,,,,,,,,
