,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,CU_ba,SL_ba,FC_ba,ST_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba
0,2023-04-04,718713,Walk,walk,False,665833,601713,Oneil Cruz,Nick Pivetta,1,0,0,eab78e6a-d217-42b3-89aa-9dc1064d7e8e,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
1,2023-04-04,718713,Strikeout,strikeout,True,668804,601713,Bryan Reynolds,Nick Pivetta,0,0,0,32cdb417-8655-48b7-b759-af308796f248,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
2,2023-04-04,718713,Flyout,field_out,True,457705,601713,Andrew McCutchen,Nick Pivetta,1,0,0,86bb9448-2199-41c6-90c0-e94215de19bc,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
3,2023-04-04,718713,Strikeout,strikeout,True,467793,601713,Carlos Santana,Nick Pivetta,0,0,1,48a9eb72-fd92-44fd-84e0-e29f8232af1f,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
4,2023-04-04,718713,Single,single,False,657077,672710,Alex Verdugo,Roansy Contreras,0,0,0,f467bc7a-a85f-4006-bda6-5fc6c310197d,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,,,,,,,0.402,,,0.44299999999999995,0.11699999999999999,-2.43,,,0.86,-1.73,94.3,,,83.6,76.8,0.381,0.222,0.227,,0.0,,89.4,69.0,91.0,89.0,0.039,2.33,0.273,,,,,,,
5,2023-04-04,718713,Lineout,field_out,True,646240,672710,Rafael Devers,Roansy Contreras,0,0,0,105a086b-3178-4453-99f0-45acd52b52f3,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,,,,,,,0.402,,,0.44299999999999995,0.11699999999999999,-2.43,,,0.86,-1.73,94.3,,,83.6,76.8,0.381,0.222,0.227,,0.0,,89.4,69.0,91.0,89.0,0.039,2.33,0.273,,,,,,,
6,2023-04-04,718713,Single,single,False,457759,672710,Justin Turner,Roansy Contreras,1,1,1,f8091ba1-48e5-4aec-a88c-5ac165c63ada,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,,,,,,,0.402,,,0.44299999999999995,0.11699999999999999,-2.43,,,0.86,-1.73,94.3,,,83.6,76.8,0.381,0.222,0.227,,0.0,,89.4,69.0,91.0,89.0,0.039,2.33,0.273,,,,,,,
7,2023-04-04,718713,Groundout,field_out,True,807799,672710,Masataka Yoshida,Roansy Contreras,1,0,1,9a42c50e-25f3-4701-8766-4d4b90bd3285,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,,,,,,,0.402,,,0.44299999999999995,0.11699999999999999,-2.43,,,0.86,-1.73,94.3,,,83.6,76.8,0.381,0.222,0.227,,0.0,,89.4,69.0,91.0,89.0,0.039,2.33,0.273,,,,,,,
8,2023-04-04,718713,Pop Out,field_out,True,594807,672710,Adam Duvall,Roansy Contreras,0,0,0,d0402e9d-b13c-455c-b5bd-99d658d81c05,672710.0,roansycontreras,Contreras,Right,Roansy Contreras,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.46299999999999997,0.11699999999999999,0.341,0.39399999999999996,99.0,98.0,103.0,90.0,96.0,93.0,108.0,105.0,111.0,,,,,,,0.402,,,0.44299999999999995,0.11699999999999999,-2.43,,,0.86,-1.73,94.3,,,83.6,76.8,0.381,0.222,0.227,,0.0,,89.4,69.0,91.0,89.0,0.039,2.33,0.273,,,,,,,
9,2023-04-04,718713,Groundout,field_out,True,596847,601713,Ji Man Choi,Nick Pivetta,0,0,0,1102719c-8cc2-4599-bb5e-032a10c0d867,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,
