,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,FO%,SL%,CU%,wFA/C,wFC/C,wFO/C,wSL/C,wCU/C,vFA,vFC,vFO,vSL,vCU,FF_ba,FC_ba,FS_ba,SL_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,KC%,wFS/C,wSI/C,wKC/C,vFS,vSI,vKC,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba
0,2023-09-01,716769,Strikeout,strikeout,True,641487,673540,J.P. Crawford,Kodai Senga,0,0,0,dbbaf92b-c9bd-4325-ac64-78d36456531b,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-01,716769,Flyout,field_out,True,677594,673540,Julio Rodríguez,Kodai Senga,0,0,0,94a3a76a-1316-4413-ac32-b46352e34bfa,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-01,716769,Strikeout,strikeout,True,553993,673540,Eugenio Suárez,Kodai Senga,0,0,0,aa5522b8-d3e0-46ff-af6d-01931630fd97,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-01,716769,Lineout,field_out,True,607043,669302,Brandon Nimmo,Logan Gilbert,1,0,0,67d57db7-be05-42a4-ac10-19fbee7de575,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,,,,0.419,,,0.297,,0.01,,,1.84,,95.7,,,88.7,,0.28,,0.174,0.211,,0.214,55.0,90.0,81.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.134,0.25,-11.33,0.39,85.6,93.7,80.3,0.667,,,,,,,
4,2023-09-01,716769,Flyout,field_out,True,596019,669302,Francisco Lindor,Logan Gilbert,0,0,0,7b20d26e-eef8-448a-9dcd-c1ff43723cb6,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,,,,0.419,,,0.297,,0.01,,,1.84,,95.7,,,88.7,,0.28,,0.174,0.211,,0.214,55.0,90.0,81.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.134,0.25,-11.33,0.39,85.6,93.7,80.3,0.667,,,,,,,
5,2023-09-01,716769,Single,single,False,643446,669302,Jeff McNeil,Logan Gilbert,1,0,0,86f8bca8-d68e-4b1a-9e04-2c0af1c37171,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,,,,0.419,,,0.297,,0.01,,,1.84,,95.7,,,88.7,,0.28,,0.174,0.211,,0.214,55.0,90.0,81.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.134,0.25,-11.33,0.39,85.6,93.7,80.3,0.667,,,,,,,
6,2023-09-01,716769,Strikeout,strikeout,True,624413,669302,Pete Alonso,Logan Gilbert,0,0,0,394330ee-836a-481d-8447-aeb7d261ea46,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.23800000000000002,0.42700000000000005,0.125,0.33299999999999996,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,,,,0.419,,,0.297,,0.01,,,1.84,,95.7,,,88.7,,0.28,,0.174,0.211,,0.214,55.0,90.0,81.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.14800000000000002,0.134,0.25,-11.33,0.39,85.6,93.7,80.3,0.667,,,,,,,
7,2023-09-01,716769,Groundout,field_out,True,663728,673540,Cal Raleigh,Kodai Senga,0,0,0,e870abc0-ab33-4dbd-8233-3ad8c1d54409,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-01,716769,Strikeout,strikeout,True,606192,673540,Teoscar Hernández,Kodai Senga,0,0,0,9ff3cd67-0613-4074-9870-83c62ab96689,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-01,716769,Pop Out,field_out,True,686527,673540,Dominic Canzone,Kodai Senga,0,0,0,0ff3bf23-d209-4a60-8ccf-3df6f6a16956,673540.0,kodaisenga,Senga,Right,Kodai Senga,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.41600000000000004,0.161,0.33299999999999996,0.382,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,93.0,95.0,93.0,0.37,0.25,0.237,0.11599999999999999,0.027000000000000003,0.17,2.52,0.95,-0.96,-0.23,95.7,90.8,83.2,82.7,72.8,0.244,0.244,0.11,0.219,0.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,
