,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,ST_ba,FF_ba,SI_ba,CU_ba,FC_ba,CH_ba,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,FS%,wFS/C,vFS
0,2023-07-08,717446,Lineout,field_out,True,683002,543243,Gunnar Henderson,Sonny Gray,1,0,0,6b017497-0673-4303-95ff-7b02102c25bd,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,
1,2023-07-08,717446,Strikeout,strikeout,True,668939,543243,Adley Rutschman,Sonny Gray,0,0,0,f03bed8d-a776-45c4-a8e2-fd16fcf31f9d,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,
2,2023-07-08,717446,Lineout,field_out,True,623993,543243,Anthony Santander,Sonny Gray,0,0,0,68a317de-c57d-4a49-b37e-13d0933d55ed,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,
3,2023-07-08,717446,Pop Out,field_out,True,621043,669330,Carlos Correa,Tyler Wells,0,0,0,33d0352d-378a-4d53-abc3-08d7750ebc21,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.078,,0.185,0.59,0.67,,1.18,0.41,,0.43,92.5,88.7,,84.0,74.1,,,0.2,,0.217,0.212,0.196,0.149,,,,,,
4,2023-07-08,717446,Double,double,False,666397,669330,Edouard Julien,Tyler Wells,1,0,0,1faa61e9-39cf-49a7-94f3-7a5a66a2537d,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.078,,0.185,0.59,0.67,,1.18,0.41,,0.43,92.5,88.7,,84.0,74.1,,,0.2,,0.217,0.212,0.196,0.149,,,,,,
5,2023-07-08,717446,Groundout,field_out,True,621439,669330,Byron Buxton,Tyler Wells,0,0,1,625ca270-bec6-4922-9ab6-f80de3551107,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.078,,0.185,0.59,0.67,,1.18,0.41,,0.43,92.5,88.7,,84.0,74.1,,,0.2,,0.217,0.212,0.196,0.149,,,,,,
6,2023-07-08,717446,Double,double,False,456781,669330,Donovan Solano,Tyler Wells,1,0,1,3eca51d0-c149-4ec8-9309-041be9e62e81,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.078,,0.185,0.59,0.67,,1.18,0.41,,0.43,92.5,88.7,,84.0,74.1,,,0.2,,0.217,0.212,0.196,0.149,,,,,,
7,2023-07-08,717446,Groundout,field_out,True,596146,669330,Max Kepler,Tyler Wells,0,0,0,8271d733-dbde-4d72-9293-f52dd60f9529,669330.0,tylerwells,"Wells, T",Right,Tyler Wells,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,85.4,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.16399999999999998,0.078,,0.185,0.59,0.67,,1.18,0.41,,0.43,92.5,88.7,,84.0,74.1,,,0.2,,0.217,0.212,0.196,0.149,,,,,,
8,2023-07-08,717446,Single,single,False,656811,543243,Ryan O'Hearn,Sonny Gray,0,0,0,4236e991-a6e1-46e6-aebc-c30810c29209,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,
9,2023-07-08,717446,Single,single,False,669720,543243,Austin Hays,Sonny Gray,1,0,1,e0fc45ea-d965-432f-8d07-644afb939d92,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.001,0.067,0.61,1.3,-0.46,3.25,0.87,-0.41,-0.63,92.9,87.6,92.8,84.3,79.6,72.9,0.096,0.301,0.275,0.257,0.265,0.27,,,,,,,
