,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,ST_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-07-19,717335,Groundout,field_out,True,621043,622491,Carlos Correa,Luis Castillo,0,0,0,2efe886d-e419-4867-8cda-d922bae0f078,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-19,717335,Walk,walk,False,666397,622491,Edouard Julien,Luis Castillo,1,0,0,677c5019-cc85-4edf-b8cb-4904dfa85024,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-19,717335,Strikeout,strikeout,True,666135,622491,Alex Kirilloff,Luis Castillo,0,0,0,a974a2c5-0e30-4fc3-9c85-6be7363127d4,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-19,717335,Groundout,field_out,True,596146,622491,Max Kepler,Luis Castillo,0,0,0,51acfe69-dbf0-4085-b4ae-0c4f2a4d38de,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-19,717335,Single,single,False,641487,628317,J.P. Crawford,Kenta Maeda,0,0,0,b8082a11-cab3-405c-8f40-4ed4a82470ca,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,0.064,0.27399999999999997,0.306,,0.35,-0.88,-0.07,,91.0,90.3,81.6,0.275,0.385,0.247,,94.0,96.0,95.0,138.0,107.0,112.0,0.319,0.036000000000000004,1.6,-2.4,84.1,76.4,0.182,0.206,0.333,,,,,,,
5,2023-07-19,717335,Strikeout,strikeout,True,677594,628317,Julio Rodríguez,Kenta Maeda,0,0,0,1ba1e372-7311-4035-b916-157be0606519,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,0.064,0.27399999999999997,0.306,,0.35,-0.88,-0.07,,91.0,90.3,81.6,0.275,0.385,0.247,,94.0,96.0,95.0,138.0,107.0,112.0,0.319,0.036000000000000004,1.6,-2.4,84.1,76.4,0.182,0.206,0.333,,,,,,,
6,2023-07-19,717335,Grounded Into DP,grounded_into_double_play,True,672284,628317,Jarred Kelenic,Kenta Maeda,0,0,1,74f42b98-ccb2-42b9-92bf-4dedd8d3a0d2,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,0.064,0.27399999999999997,0.306,,0.35,-0.88,-0.07,,91.0,90.3,81.6,0.275,0.385,0.247,,94.0,96.0,95.0,138.0,107.0,112.0,0.319,0.036000000000000004,1.6,-2.4,84.1,76.4,0.182,0.206,0.333,,,,,,,
7,2023-07-19,717335,Walk,walk,False,670242,622491,Matt Wallner,Luis Castillo,1,0,0,3e71e231-db19-4a3d-98ab-6c49c546d872,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-19,717335,Strikeout,strikeout,True,650489,622491,Willi Castro,Luis Castillo,0,0,0,30b4850b-d982-45d4-a3ca-c480e15ebab2,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-19,717335,Single,single,False,571657,622491,Kyle Farmer,Luis Castillo,0,0,1,2f92eef5-6e15-4b47-8d3c-3c1d770d3c99,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,3.34,3.82,197.0,103.0,96.0,102.0,0.7170000000000001,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.33299999999999996,0.42200000000000004,88.3,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,95.9,85.7,0.165,0.239,0.234,0.28,,,,,,,,,,,,,,,,,,,,,,
