,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,KC%,wFA/C,wFS/C,wKC/C,vFA,vFS,vKC,FF_ba,FC%,wFC/C,vFC,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FS_ba
0,2023-07-30,717197,Groundout,field_out,True,608701,518397,Rob Refsnyder,Scott Alexander,1,0,0,6f6a88f6-1b33-4bb9-a76a-a6f3e3d40d46,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-30,717197,Flyout,field_out,True,457759,518397,Justin Turner,Scott Alexander,0,0,0,2997450d-e6d4-4ef6-b0c0-1f9e11664200,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-30,717197,Groundout,field_out,True,646240,518397,Rafael Devers,Scott Alexander,1,0,0,fb1f0e34-250a-416a-8aad-f15bb1d1985b,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-30,717197,Strikeout,strikeout,True,596103,657514,Austin Slater,Brennan Bernardino,0,0,0,84bc5570-aacf-4b35-bb1b-9f74e0f0b667,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,79.0,100.0,88.0,,,,0.5589999999999999,,0.013999999999999999,1.73,,-13.88,90.8,,0.252,,0.5,101.0,93.0,93.0,0.42700000000000005,-0.78,77.6,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-30,717197,Strikeout,strikeout,True,527038,657514,Wilmer Flores,Brennan Bernardino,0,0,0,8d4abac6-c1ac-4884-9185-2513de8fd9c6,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,79.0,100.0,88.0,,,,0.5589999999999999,,0.013999999999999999,1.73,,-13.88,90.8,,0.252,,0.5,101.0,93.0,93.0,0.42700000000000005,-0.78,77.6,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-30,717197,Walk,walk,False,682617,657514,Marco Luciano,Brennan Bernardino,1,0,0,bfcb8d72-ea4a-4978-bab6-72c899a39eec,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,79.0,100.0,88.0,,,,0.5589999999999999,,0.013999999999999999,1.73,,-13.88,90.8,,0.252,,0.5,101.0,93.0,93.0,0.42700000000000005,-0.78,77.6,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-30,717197,Forceout,force_out,True,605204,657514,J.D. Davis,Brennan Bernardino,0,0,1,a3e10b01-ae4e-4908-90c7-5fa5f70b5c68,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,79.0,100.0,88.0,,,,0.5589999999999999,,0.013999999999999999,1.73,,-13.88,90.8,,0.252,,0.5,101.0,93.0,93.0,0.42700000000000005,-0.78,77.6,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-30,717197,Lineout,field_out,True,594807,518397,Adam Duvall,Scott Alexander,0,0,0,9cbc0ae9-3026-437b-b063-8ba73339464a,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-30,717197,Strikeout,strikeout,True,807799,518397,Masataka Yoshida,Scott Alexander,0,0,0,8b3848f1-74fd-41d1-943f-c54e03e4b5e2,518397.0,scottalexander,Alexander,Left,Scott Alexander,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.17600000000000002,0.43,0.158,0.33299999999999996,0.465,85.9,68.0,92.0,87.0,84.0,101.0,97.0,110.0,103.0,103.0,0.758,0.16,0.08199999999999999,0.64,1.06,0.57,92.8,83.0,0.306,0.192,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-30,717197,Strikeout,strikeout,True,624414,548389,Christian Arroyo,Ross Stripling,0,0,0,9f0f5c40-fb62-4899-ad5f-bdb0717573d0,548389.0,rossstripling,Stripling,Right,Ross Stripling,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.39899999999999997,0.15,0.32799999999999996,0.433,83.7,94.0,112.0,113.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.292,0.248,-0.64,0.07,-2.35,90.3,87.2,0.325,0.274,0.305,,,,,,,0.2,59.0,106.0,96.0,119.0,95.0,102.0,83.0,107.0,102.0,0.26,0.009000000000000001,0.099,-0.38,-0.82,1.22,92.5,85.6,75.9,0.275,,,,,,,,,
10,2023-07-30,717197,Hit By Pitch,hit_by_pitch,False,624424,657514,Michael Conforto,Brennan Bernardino,0,0,0,7d36bff0-9e6f-470b-9b53-c658976b083b,657514.0,brennanbernardino,Bernardino,Left,Brennan Bernardino,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.34299999999999997,0.149,0.321,0.457,82.4,34.0,68.0,70.0,79.0,100.0,88.0,,,,0.5589999999999999,,0.013999999999999999,1.73,,-13.88,90.8,,0.252,,0.5,101.0,93.0,93.0,0.42700000000000005,-0.78,77.6,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
