,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vSI,SI_ba,FC_ba,CH_ba
0,2023-06-22,717658,Strikeout,strikeout,True,680776,657746,Jarren Duran,Joe Ryan,0,0,0,793d9791-17bd-4fbb-a741-0d4b20a2e4ce,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,
1,2023-06-22,717658,Lineout,field_out,True,457759,657746,Justin Turner,Joe Ryan,1,0,0,c18a8c24-c127-4fe4-b597-12b5c887fb1e,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,
2,2023-06-22,717658,Groundout,field_out,True,807799,657746,Masataka Yoshida,Joe Ryan,1,0,0,bc0ea015-a19a-4d01-acab-02419c2db6af,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,
3,2023-06-22,717658,Strikeout,strikeout,True,666397,621057,Edouard Julien,Justin Garza,0,0,0,7e563a42-c6a6-413a-8cf5-20ad0cce21bc,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,0.046,,0.16,2.63,,-7.27,93.4,,84.1,0.0,,,0.45,84.8,91.0,106.0,106.0,105.0,103.0,100.0,101.0,84.0,85.0,0.45899999999999996,0.20199999999999999,0.134,-1.33,-0.64,2.22,88.3,94.6,0.241,0.273,0.214
4,2023-06-22,717658,Home Run,home_run,False,621043,621057,Carlos Correa,Justin Garza,0,0,0,6b79f495-be0a-48a4-b686-dee430599253,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,0.046,,0.16,2.63,,-7.27,93.4,,84.1,0.0,,,0.45,84.8,91.0,106.0,106.0,105.0,103.0,100.0,101.0,84.0,85.0,0.45899999999999996,0.20199999999999999,0.134,-1.33,-0.64,2.22,88.3,94.6,0.241,0.273,0.214
5,2023-06-22,717658,Strikeout,strikeout,True,666135,621057,Alex Kirilloff,Justin Garza,0,0,0,2147f425-c530-4983-9f16-9a8ebfffb4ca,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,0.046,,0.16,2.63,,-7.27,93.4,,84.1,0.0,,,0.45,84.8,91.0,106.0,106.0,105.0,103.0,100.0,101.0,84.0,85.0,0.45899999999999996,0.20199999999999999,0.134,-1.33,-0.64,2.22,88.3,94.6,0.241,0.273,0.214
6,2023-06-22,717658,Home Run,home_run,False,621439,621057,Byron Buxton,Justin Garza,0,0,0,107bf033-e0a7-4f03-b2d0-f3df4170524a,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,0.046,,0.16,2.63,,-7.27,93.4,,84.1,0.0,,,0.45,84.8,91.0,106.0,106.0,105.0,103.0,100.0,101.0,84.0,85.0,0.45899999999999996,0.20199999999999999,0.134,-1.33,-0.64,2.22,88.3,94.6,0.241,0.273,0.214
7,2023-06-22,717658,Single,single,False,596146,621057,Max Kepler,Justin Garza,1,0,0,e7a8b041-ea96-4ce2-9897-b5af3469ea21,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,0.046,,0.16,2.63,,-7.27,93.4,,84.1,0.0,,,0.45,84.8,91.0,106.0,106.0,105.0,103.0,100.0,101.0,84.0,85.0,0.45899999999999996,0.20199999999999999,0.134,-1.33,-0.64,2.22,88.3,94.6,0.241,0.273,0.214
8,2023-06-22,717658,Groundout,field_out,True,668904,621057,Royce Lewis,Justin Garza,1,1,0,e1d74718-f04e-45dc-bb1c-350d1e25b2be,621057.0,justingarza,Garza,Right,Justin Garza,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.08199999999999999,0.39299999999999996,0.418,92.0,79.0,82.0,105.0,99.0,105.0,,,,0.046,,0.16,2.63,,-7.27,93.4,,84.1,0.0,,,0.45,84.8,91.0,106.0,106.0,105.0,103.0,100.0,101.0,84.0,85.0,0.45899999999999996,0.20199999999999999,0.134,-1.33,-0.64,2.22,88.3,94.6,0.241,0.273,0.214
9,2023-06-22,717658,Groundout,field_out,True,646240,657746,Rafael Devers,Joe Ryan,0,0,0,5a1ce0c5-485c-471a-a2ce-72c14a7b9ec5,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,
